date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,arizona flu,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2014-10-01,31,0,0,28,0,0,0,5,25,20,40,0,0,0,0,52,3,3,0,0,23,3,0,13,9,10,20,0,0,0,0,35,5,12,0,0,0,0,0,0,3,9,25,6,0,38,6,0,13,12,0,29,12,0,19,0,0,0,31,6,9,4,14,52,0,0,0,0,90,5,0,12,40,10,10,10,10,0,69,1,1,0,0,15,0,8,33,8,42,8,15,11,8,7,0,69
2014-11-01,21,0,43,0,0,0,0,8,18,21,21,0,0,0,2,64,6,4,0,1,16,3,0,22,0,0,21,0,0,0,5,32,5,0,37,12,12,0,0,0,1,4,10,4,0,27,0,0,7,0,12,12,0,20,20,20,19,6,12,12,15,6,6,29,3,0,0,0,69,5,0,10,23,0,22,0,11,0,62,0,0,6,0,9,0,0,35,22,26,8,8,32,0,5,0,80
2014-12-01,21,0,0,0,28,0,0,5,8,21,62,0,21,0,2,74,5,3,0,1,17,9,0,21,8,10,42,5,0,0,5,47,10,24,36,12,24,0,0,0,4,4,6,4,0,16,13,0,20,0,36,18,12,19,19,0,0,0,23,18,41,6,6,18,6,0,0,0,68,13,5,41,25,11,27,11,11,0,62,0,1,6,12,21,0,0,17,43,39,16,27,12,0,7,5,61
2015-01-01,36,54,27,53,27,0,5,20,20,0,39,0,20,0,4,67,16,5,0,1,33,3,0,49,6,5,40,0,0,5,5,88,17,23,34,45,0,0,0,1,5,13,35,4,0,50,16,6,25,0,40,40,23,45,27,0,18,6,50,28,47,12,5,22,7,1,0,0,77,10,0,46,31,20,56,0,10,1,73,1,1,6,0,59,11,8,20,25,49,22,26,40,7,28,5,81
2015-02-01,23,0,28,0,0,0,10,0,18,42,31,0,21,0,1,86,10,3,0,1,22,5,0,35,9,11,48,0,0,0,10,42,5,12,48,0,0,0,0,0,4,4,14,4,0,69,7,0,20,0,42,30,12,29,19,0,19,0,27,15,47,10,14,11,12,0,0,0,77,15,5,51,44,22,16,0,0,0,65,0,1,9,6,36,0,0,26,13,39,12,20,16,0,5,5,99
2015-03-01,16,0,26,26,26,0,0,10,15,20,29,0,20,0,2,68,5,3,0,1,14,3,0,24,3,5,39,0,0,10,5,36,10,11,11,34,0,0,0,0,1,5,9,11,0,34,6,0,6,0,34,11,0,36,0,18,27,6,8,14,27,8,13,8,5,1,0,0,69,5,5,24,40,10,35,0,10,0,75,0,1,6,0,22,6,8,28,20,12,0,18,29,0,9,0,66
2015-04-01,18,0,0,27,27,0,5,5,15,50,60,0,20,1,1,60,2,2,0,1,18,4,0,10,3,5,20,0,0,0,5,25,12,11,11,11,23,0,0,0,0,0,11,8,0,47,0,0,0,0,17,23,17,28,37,0,18,6,17,8,25,5,3,5,3,0,0,0,77,19,5,34,22,10,21,10,10,0,87,0,1,6,0,17,0,8,54,17,12,11,11,15,7,14,0,85
2015-05-01,13,28,0,28,0,0,0,5,20,0,0,0,0,2,3,55,4,2,0,1,11,3,0,13,3,15,0,0,0,5,5,28,0,0,0,0,0,0,0,0,1,4,17,8,0,32,6,0,6,0,12,35,0,28,0,0,19,0,20,9,20,3,6,4,4,0,0,0,67,10,0,7,27,10,10,0,21,0,73,0,1,6,0,6,0,0,25,8,17,0,0,19,0,0,0,69
2015-06-01,10,28,29,0,57,0,0,5,5,0,42,0,0,0,2,39,4,1,0,0,5,6,0,12,0,0,11,0,0,5,5,23,5,0,0,0,12,0,0,0,1,0,14,0,0,43,0,0,7,0,12,0,0,19,0,0,0,0,15,6,15,0,3,3,3,0,0,0,65,0,0,8,56,0,22,0,21,0,71,0,0,0,0,15,0,0,17,9,0,8,0,0,0,5,5,69
2015-07-01,5,0,0,0,0,0,5,0,0,20,20,0,0,0,0,37,0,1,0,0,6,0,0,6,0,5,5,0,0,0,5,25,0,0,12,0,0,0,0,0,0,4,6,0,0,29,0,0,0,12,0,12,0,19,0,0,0,0,11,0,11,0,3,7,3,0,0,0,61,5,0,5,37,10,0,0,10,0,71,0,0,0,0,6,6,0,0,8,8,0,8,8,0,0,0,36
2015-08-01,7,27,0,27,0,5,0,0,5,0,19,0,0,0,1,37,2,1,0,1,7,3,0,4,0,0,5,0,0,0,0,19,5,0,0,0,0,0,0,0,1,0,18,7,0,61,6,0,6,0,0,0,0,18,0,0,0,0,8,5,16,8,7,5,4,0,0,0,69,5,5,5,36,0,0,0,10,0,69,0,0,6,0,0,0,0,16,0,8,0,7,0,0,5,0,50
2015-09-01,15,0,0,26,26,0,0,5,9,19,19,0,0,0,1,43,2,1,0,0,13,0,0,11,3,0,10,5,0,0,5,43,14,0,22,0,0,0,0,0,1,9,11,5,0,33,0,0,6,0,0,22,0,35,0,0,0,0,11,11,16,7,5,35,0,0,0,0,68,0,5,14,28,10,0,0,10,0,67,0,0,6,0,16,5,12,16,16,24,11,7,7,0,9,0,74
2015-10-01,24,25,25,0,25,0,5,14,14,18,0,0,0,0,4,57,4,2,0,0,15,8,0,19,3,0,23,0,5,0,0,37,9,0,0,0,0,0,0,0,1,7,31,3,0,55,6,0,6,0,11,26,0,17,17,0,0,0,21,0,10,8,0,62,8,0,0,0,70,9,0,9,32,14,19,9,19,0,73,0,1,5,0,5,0,0,15,15,27,10,24,10,7,4,4,67
2015-11-01,22,0,0,0,0,0,0,0,17,0,19,0,19,0,2,73,8,3,0,0,22,3,0,18,3,0,35,0,0,0,5,27,0,11,11,0,0,0,0,0,5,9,7,9,0,37,6,0,21,0,22,11,11,36,0,0,36,0,22,16,16,13,3,24,7,0,0,0,66,0,0,17,40,10,20,0,20,1,75,0,1,0,0,20,0,0,24,41,20,7,14,22,0,5,5,78
2015-12-01,22,0,0,0,26,0,5,5,19,38,38,0,19,0,4,64,4,3,0,1,19,3,0,17,0,0,29,0,0,0,5,55,14,0,44,11,0,0,0,0,3,7,13,7,0,48,0,0,12,0,22,11,44,26,35,0,0,8,13,5,16,5,3,13,8,0,0,0,67,0,9,21,28,10,15,0,10,0,74,0,0,16,0,22,0,8,32,16,32,18,21,14,0,7,9,74
2016-01-01,21,0,22,22,0,0,0,4,6,32,40,0,16,0,1,81,6,5,0,0,18,2,0,17,5,4,45,0,4,4,4,38,10,0,37,9,0,0,0,1,4,0,23,0,0,56,5,0,18,9,23,19,0,30,15,0,15,0,25,9,27,6,6,13,6,0,0,0,68,8,4,16,34,8,21,8,12,0,73,0,1,0,5,12,0,7,20,7,20,12,21,15,12,8,4,59
2016-02-01,40,0,23,23,45,4,4,10,17,33,50,0,42,1,4,84,20,3,0,0,42,6,0,66,13,13,34,0,4,4,4,42,17,0,0,39,10,0,0,1,3,16,50,5,0,100,16,0,16,14,29,67,10,46,31,31,38,9,59,24,61,13,11,17,7,1,0,0,80,12,0,47,45,9,47,9,17,0,76,1,1,5,0,62,10,14,21,31,55,25,47,12,13,14,4,98
2016-03-01,32,0,43,43,21,4,0,14,18,31,63,0,39,0,1,72,11,4,0,0,31,5,0,41,5,8,40,0,0,8,8,49,16,0,9,36,0,0,0,0,2,6,44,12,0,49,10,0,10,0,36,18,9,36,14,14,0,0,26,29,40,15,5,12,10,1,0,0,71,8,0,33,67,0,40,8,41,0,82,1,1,4,0,50,0,0,42,36,29,12,26,29,0,4,4,74
2016-04-01,19,22,0,22,22,0,0,12,8,0,16,0,16,0,1,57,10,3,0,0,21,2,0,31,4,8,29,0,0,0,4,20,8,0,9,18,0,0,0,1,0,9,24,5,0,38,10,0,0,0,23,9,0,30,22,0,30,0,20,25,30,10,11,8,3,0,0,0,67,6,4,28,36,0,25,0,8,0,96,0,1,5,9,12,0,0,37,13,20,9,36,18,0,0,0,53
2016-05-01,13,0,45,22,0,0,4,4,0,16,33,0,0,0,0,36,3,1,0,0,9,0,0,12,0,17,4,0,0,0,8,35,4,0,10,10,0,0,0,0,1,3,11,6,0,44,10,0,5,0,0,14,0,15,0,0,0,0,9,5,9,4,6,6,4,0,0,0,69,4,4,12,34,0,13,0,8,0,86,0,0,5,0,14,0,7,27,0,14,6,12,6,0,8,4,47
2016-06-01,9,0,0,0,0,0,0,0,4,26,35,0,0,0,1,17,1,2,0,1,7,0,0,5,0,0,13,0,0,0,7,48,0,10,0,10,10,0,0,0,0,0,10,3,0,33,16,0,0,10,10,0,10,48,0,0,24,5,17,5,15,2,5,2,4,0,0,0,63,4,0,11,15,9,0,0,18,0,84,0,0,5,0,0,0,0,7,0,11,0,13,10,7,4,0,39
2016-07-01,7,0,48,0,0,0,0,0,4,0,35,0,0,0,0,31,0,1,0,0,6,5,0,5,0,0,4,0,0,0,4,15,0,0,0,0,0,0,0,0,1,3,8,0,0,14,0,6,5,0,10,0,0,49,0,0,0,0,5,0,7,2,0,6,0,0,0,0,68,0,0,0,30,0,0,0,9,0,85,0,0,20,0,0,5,0,7,11,7,7,13,0,0,4,4,54
2016-08-01,9,0,0,0,0,0,0,4,9,0,0,0,17,0,1,40,1,2,0,1,9,3,0,4,3,0,13,0,0,4,4,21,4,0,0,10,0,0,0,0,0,6,10,3,0,19,0,0,0,10,15,0,0,40,0,0,0,0,15,0,12,2,0,5,0,0,0,0,59,4,0,13,38,0,9,0,18,0,75,0,0,5,0,5,0,7,7,14,7,0,6,6,0,0,4,71
2016-09-01,17,0,0,0,0,0,0,4,21,0,16,0,0,1,1,91,2,2,0,0,9,0,0,8,2,0,17,0,4,0,0,37,8,0,19,0,0,0,0,0,1,0,12,5,0,39,0,0,5,9,9,10,0,38,0,0,15,0,5,5,16,4,3,20,3,0,0,0,66,8,0,12,40,0,9,0,0,0,74,0,0,5,5,7,5,0,10,14,20,12,12,25,0,4,0,97
2016-10-01,24,0,22,0,0,0,0,0,14,16,32,0,0,0,2,40,3,2,0,0,18,5,0,11,2,0,8,0,0,0,0,28,8,9,9,9,0,0,0,0,1,3,21,5,0,30,5,5,5,9,0,23,0,44,0,0,0,5,25,14,25,6,2,36,2,0,0,0,63,6,0,14,41,0,8,8,12,0,77,0,1,9,5,14,0,0,13,17,17,18,21,6,0,4,4,53
2016-11-01,19,0,22,21,0,0,0,4,8,32,16,0,0,0,0,44,4,2,0,0,15,2,0,13,7,8,12,0,0,0,0,35,8,9,0,0,0,0,0,0,0,6,16,4,0,22,5,0,0,0,9,18,45,29,0,14,0,4,20,9,24,2,4,25,3,0,0,0,58,8,0,19,29,0,20,8,8,0,68,0,0,4,4,18,0,0,16,10,13,0,18,18,6,7,4,70
2016-12-01,18,0,0,42,0,0,0,4,6,15,15,0,0,0,1,67,5,4,0,1,14,3,0,21,5,4,31,4,0,0,11,44,12,9,9,0,0,0,0,0,2,7,7,6,0,22,0,5,7,0,9,26,13,28,14,0,28,4,17,17,19,5,2,15,3,0,0,0,62,4,6,11,21,0,16,0,8,0,79,0,0,7,0,15,0,6,38,22,13,23,40,6,0,11,4,53
2017-01-01,21,20,20,20,20,0,4,4,18,22,22,0,22,0,2,71,6,3,0,0,19,4,0,16,6,11,18,0,0,4,0,40,11,8,8,17,0,0,0,1,2,4,15,8,0,37,14,0,11,8,8,8,0,33,20,27,13,4,14,20,20,8,2,18,6,0,0,0,63,9,7,21,28,15,30,7,0,0,81,1,0,8,4,12,0,6,9,24,24,16,16,8,0,3,5,70
2017-02-01,19,0,0,31,21,4,4,6,13,23,46,0,15,0,0,75,3,3,0,1,25,2,0,13,3,0,46,0,0,0,4,59,11,0,26,0,9,0,0,0,4,6,16,6,0,58,5,0,17,0,35,22,13,84,14,0,28,4,17,6,21,8,2,9,11,0,0,0,63,7,4,28,52,16,24,16,12,0,79,0,1,4,4,24,4,6,25,6,25,17,14,20,0,5,0,64
2017-03-01,17,0,0,0,0,3,0,7,9,0,28,0,14,0,1,50,3,2,0,0,18,4,0,18,2,7,24,0,0,5,3,33,10,16,0,0,8,0,0,0,3,16,13,3,0,43,9,0,13,12,24,8,12,38,0,13,13,4,17,8,23,11,6,9,9,0,0,0,68,3,3,27,32,0,21,0,21,0,84,0,1,4,6,10,0,0,14,9,26,8,13,10,0,5,0,50
2017-04-01,18,0,0,20,20,0,0,7,4,14,22,0,29,0,1,49,8,4,0,0,19,4,0,24,5,11,26,0,4,0,11,54,7,8,17,8,0,0,0,0,3,7,12,5,0,53,14,5,14,0,25,17,17,47,13,13,0,4,29,6,31,9,2,4,6,0,0,0,75,5,0,28,43,7,26,7,15,0,95,0,1,0,0,23,0,6,27,6,12,22,24,19,5,7,5,55
2017-05-01,16,20,0,30,0,0,4,4,16,15,37,0,0,0,1,44,7,3,0,1,16,4,0,23,3,4,15,0,0,4,5,33,9,0,9,9,0,0,0,2,1,6,11,3,0,51,9,0,5,0,21,13,8,68,14,0,14,4,27,4,23,11,0,5,2,0,0,0,69,9,0,14,32,8,8,0,8,0,100,0,1,6,13,17,0,0,30,6,21,11,16,6,0,3,7,78
2017-06-01,10,0,0,0,0,0,0,8,10,0,16,0,0,0,1,39,3,1,0,0,7,2,0,6,3,4,12,0,0,0,4,36,4,0,18,9,0,0,0,0,2,0,16,3,0,43,15,5,8,0,18,0,9,15,15,0,15,0,4,4,27,2,9,5,5,0,0,0,69,4,0,8,19,0,16,8,12,0,88,0,0,9,0,5,5,7,13,13,7,9,12,18,0,0,0,50
2017-07-01,7,0,0,0,0,4,0,4,8,16,32,0,0,0,1,34,3,1,0,0,9,2,0,12,2,0,8,0,0,0,4,14,10,0,0,0,0,0,0,0,1,0,4,6,0,45,10,0,5,0,9,18,0,15,0,14,0,0,9,4,7,4,2,2,0,0,0,0,65,0,0,10,29,8,0,0,20,0,86,0,0,5,5,0,0,0,20,20,13,0,6,6,0,4,4,47
2017-08-01,10,19,0,0,0,0,0,4,9,0,0,0,14,0,1,27,4,2,0,0,7,3,0,8,3,0,0,0,0,0,0,32,11,8,16,16,0,0,0,0,1,0,7,3,0,29,4,0,4,8,8,16,24,0,0,13,13,0,10,8,20,5,2,18,3,0,0,0,69,0,0,3,31,0,11,0,14,0,79,0,0,16,0,12,0,0,12,0,6,16,16,8,0,3,0,57
2017-09-01,20,0,29,0,0,0,0,0,19,21,14,0,0,0,3,35,3,2,0,0,16,2,0,13,0,4,22,0,0,0,4,28,11,8,16,8,24,0,0,0,2,5,27,8,0,27,9,0,9,8,8,12,8,52,0,0,0,0,28,8,22,8,6,33,6,0,0,0,72,0,0,17,48,0,7,7,29,0,71,0,0,0,0,8,0,6,23,18,38,5,8,5,0,3,3,58
2017-10-01,27,0,19,19,0,0,3,0,23,21,71,0,0,1,2,50,1,2,0,0,19,4,0,4,0,4,14,4,0,3,3,37,10,0,0,8,8,0,0,1,1,5,15,0,0,44,7,0,7,0,8,8,0,26,26,0,26,0,8,4,14,4,6,36,2,0,0,0,68,5,0,19,33,15,11,0,11,0,81,0,1,12,0,8,4,6,9,20,20,10,16,8,0,3,7,58
2017-11-01,24,19,19,0,19,4,4,0,12,14,14,0,14,1,2,52,7,3,0,0,20,2,0,21,5,11,25,4,0,7,7,25,11,25,16,8,16,1,0,0,2,3,9,5,0,52,4,0,9,8,20,12,12,33,0,0,20,12,12,8,40,8,6,30,5,0,0,0,65,10,0,24,35,7,22,7,7,0,78,0,1,0,0,14,4,0,44,18,24,11,27,24,0,7,5,82
2017-12-01,57,79,69,0,20,7,7,13,25,29,72,0,65,0,4,83,24,12,0,0,64,6,0,80,7,7,96,4,4,13,7,72,23,8,59,67,8,3,0,1,12,14,46,5,0,69,16,0,55,13,79,33,12,40,47,13,13,8,47,55,98,22,3,32,20,2,0,0,69,11,7,41,50,45,71,7,7,1,89,1,1,4,8,85,8,15,33,36,60,41,79,33,5,20,5,70
2018-01-01,100,0,100,36,36,7,7,17,100,27,33,0,47,1,1,96,29,10,0,1,100,5,0,100,16,7,65,0,3,8,5,100,23,69,100,54,15,100,0,1,10,19,87,18,0,51,25,0,48,15,100,54,46,43,31,12,12,11,77,53,100,30,8,34,22,2,0,0,79,44,3,100,36,21,100,21,10,0,88,1,3,8,6,100,4,14,44,30,83,40,100,52,10,30,6,80
2018-02-01,59,0,29,39,19,4,4,7,62,21,29,0,57,1,2,86,13,8,0,0,64,8,0,56,9,11,47,4,4,7,4,75,16,25,49,25,0,69,0,3,6,16,53,12,0,36,29,0,29,8,53,25,41,66,13,13,26,8,46,44,59,18,3,18,11,1,0,0,80,30,4,72,42,18,55,7,7,0,82,1,2,8,8,43,0,12,30,12,50,21,54,29,0,19,7,79
2018-03-01,24,18,54,0,18,3,3,3,29,13,26,0,13,0,0,66,7,2,0,0,26,4,0,19,4,7,10,0,0,3,7,33,8,8,15,0,8,25,0,0,4,10,12,5,0,56,4,0,21,0,23,15,23,55,24,0,12,6,24,15,37,11,2,4,4,1,0,0,71,6,3,16,48,17,20,0,14,0,83,0,1,0,4,28,4,5,35,19,33,25,34,15,5,11,11,82
2018-04-01,16,0,37,0,19,0,0,3,15,21,21,0,14,0,2,55,6,2,0,1,18,6,0,20,2,10,21,0,0,3,7,36,3,8,8,8,0,12,0,0,1,4,18,5,0,48,4,0,4,12,24,20,8,25,0,13,13,0,10,8,12,8,2,4,7,0,0,0,70,13,0,22,40,7,14,7,14,0,94,0,1,12,4,16,0,6,28,11,40,10,10,8,0,3,3,61
2018-05-01,13,19,19,0,0,0,0,0,17,28,28,0,0,0,1,40,5,1,0,0,10,0,0,14,3,0,7,0,0,7,0,34,7,8,8,8,8,9,0,0,2,8,6,3,0,28,4,0,9,0,8,12,8,25,0,0,13,4,16,12,17,6,4,7,2,0,0,0,67,3,3,10,42,0,11,0,7,0,98,0,1,0,0,6,0,0,17,0,23,8,10,10,0,19,0,58
2018-06-01,10,0,20,0,0,0,0,0,7,15,15,0,15,0,1,31,2,2,0,0,7,2,0,9,0,0,22,0,0,0,0,37,4,0,25,0,0,5,0,0,0,3,3,0,0,42,9,0,0,0,8,13,8,54,0,0,0,0,17,4,10,6,2,2,4,0,0,0,66,4,0,4,27,15,8,0,0,0,93,0,1,6,0,8,0,6,12,0,9,5,19,11,0,0,0,64
2018-07-01,10,0,29,0,0,0,0,0,5,43,29,0,0,0,0,30,3,2,0,0,9,2,0,6,4,11,18,0,0,0,0,36,7,0,17,0,8,5,0,0,0,3,7,4,0,32,0,0,0,0,0,8,8,53,0,0,13,0,16,8,12,3,2,4,2,0,0,0,64,0,0,4,33,15,7,0,7,0,89,0,0,4,0,8,0,0,12,12,24,11,11,5,0,0,7,54
2018-08-01,11,0,19,0,0,0,0,0,10,27,34,0,14,0,2,31,3,3,0,0,11,2,0,7,0,14,21,0,0,0,3,20,10,0,0,8,0,11,0,0,1,6,14,3,0,41,0,4,6,0,12,8,0,13,0,0,19,0,13,8,15,5,2,12,4,0,0,0,67,0,0,5,48,0,7,0,7,0,88,0,1,4,4,8,0,0,20,11,14,8,10,8,0,3,3,66
2018-09-01,25,19,38,19,0,0,0,0,24,28,42,0,0,0,2,35,5,2,0,0,22,2,0,13,0,7,28,0,0,3,3,16,3,0,16,0,0,22,0,0,1,5,20,7,0,51,9,0,4,0,8,32,0,26,13,13,19,4,12,8,16,4,6,31,2,0,0,0,66,10,3,10,27,14,7,0,7,0,90,0,0,4,0,8,4,6,12,12,12,5,31,10,0,3,3,69
2018-10-01,38,0,37,0,0,0,3,3,26,0,14,0,0,0,2,55,10,3,0,0,32,4,0,30,2,3,32,0,0,3,0,22,14,8,16,0,16,26,0,1,1,10,35,5,0,48,4,0,4,0,0,16,16,25,0,0,13,8,14,12,29,10,2,59,2,0,0,0,67,10,3,14,30,0,7,0,11,0,82,0,1,8,4,6,0,6,14,20,11,8,39,5,0,10,3,68
2018-11-01,30,0,19,0,19,0,0,0,22,14,0,0,28,0,3,70,9,4,0,0,22,2,0,20,2,0,35,4,0,3,3,31,7,0,0,8,0,18,0,0,5,7,21,8,0,33,9,0,22,8,12,28,8,13,13,0,13,0,29,4,25,6,6,28,8,0,0,0,66,7,3,32,34,7,21,0,11,0,87,0,1,0,0,12,0,0,37,17,32,26,29,13,0,8,3,77
2018-12-01,35,0,67,0,38,4,11,9,33,21,28,0,14,1,3,68,11,9,0,0,34,4,0,38,8,4,100,4,0,4,3,63,11,8,41,24,8,23,0,1,3,12,9,5,0,62,18,0,16,8,16,24,16,39,0,0,19,4,18,12,40,14,8,17,6,0,0,0,63,14,3,31,31,11,33,7,15,0,82,0,1,0,8,32,0,6,26,20,29,29,47,21,0,5,3,85
2019-01-01,33,18,36,18,35,3,0,13,15,39,19,0,39,1,1,100,17,7,0,1,33,3,0,58,12,7,50,0,3,3,8,57,13,15,30,37,0,7,0,1,3,10,16,9,0,64,12,0,16,7,41,22,15,78,24,24,18,4,27,20,42,22,12,18,8,1,0,0,66,14,3,16,38,7,40,0,7,0,94,1,1,11,4,39,0,5,22,24,24,22,36,19,5,6,6,72
2019-02-01,29,19,56,19,0,3,3,7,19,27,27,0,14,1,3,96,11,6,0,0,28,3,0,31,8,14,38,0,0,7,3,54,3,0,8,32,8,2,0,0,4,10,10,5,0,58,9,4,17,0,35,27,12,25,13,0,13,4,35,15,66,11,2,11,8,1,0,0,69,3,0,27,34,0,32,0,14,0,84,0,1,6,8,29,4,6,31,11,31,10,41,18,5,13,5,60
2019-03-01,24,18,62,18,0,3,3,13,21,52,39,0,32,0,3,73,9,5,0,0,24,3,0,31,10,10,39,0,0,6,5,36,16,7,30,30,15,1,0,0,1,7,11,9,0,59,16,0,6,7,30,11,7,36,24,12,12,5,20,22,48,17,4,3,6,1,0,0,75,10,3,16,52,7,47,7,10,0,85,0,0,0,11,34,0,8,16,30,27,15,46,17,0,6,3,66
2019-04-01,18,0,55,18,0,3,0,3,18,0,27,0,14,1,1,63,7,2,0,0,18,2,0,19,2,7,24,0,3,3,0,44,0,23,16,8,0,1,0,0,0,5,13,3,0,55,13,9,0,0,19,15,8,31,0,12,37,8,17,13,40,6,4,6,8,0,0,0,69,10,0,8,38,10,17,0,14,0,97,1,0,6,4,17,0,11,25,17,20,8,18,10,0,6,3,60
2019-05-01,14,19,28,19,0,3,3,9,9,21,55,0,0,0,2,47,3,3,0,0,15,4,0,15,2,7,28,0,3,0,7,41,9,8,8,0,0,1,0,0,2,8,9,6,0,39,11,4,9,0,16,16,28,25,0,0,13,0,12,14,19,9,8,6,4,0,0,0,72,7,0,12,30,0,18,0,7,0,99,0,0,8,0,10,4,11,28,11,23,0,18,10,0,8,0,52
2019-06-01,10,0,19,0,0,0,0,4,9,14,43,0,0,0,2,33,8,1,0,0,10,4,0,18,0,4,7,0,0,7,4,43,5,0,8,8,0,1,0,1,0,3,3,0,0,29,5,0,0,0,8,8,0,26,0,0,13,0,10,12,20,9,5,4,2,0,0,0,74,4,0,7,23,0,19,0,7,0,97,0,0,6,0,12,4,0,6,0,12,5,19,0,0,3,0,44
2019-07-01,9,0,19,0,0,0,0,3,7,42,14,0,0,0,3,46,3,3,0,0,6,0,0,8,2,4,42,0,0,7,3,23,3,0,0,8,0,1,0,1,0,5,8,5,0,24,9,0,0,0,8,8,12,0,0,0,26,4,8,4,8,5,2,8,4,0,0,0,68,5,0,7,14,14,7,0,7,0,95,0,0,12,0,8,0,0,14,6,12,0,10,8,5,3,3,56
2019-08-01,11,0,0,0,18,0,0,3,18,26,33,0,0,0,1,40,3,2,0,0,10,0,0,11,2,3,17,0,0,0,3,18,3,0,15,8,8,1,0,0,1,5,5,2,0,31,6,0,4,0,0,15,8,18,12,0,0,0,7,4,17,6,5,6,4,0,0,0,68,0,3,6,29,0,20,0,0,0,89,0,0,7,0,8,4,0,8,8,11,5,20,12,0,0,3,64
2019-09-01,21,0,0,17,0,3,3,0,27,13,38,0,0,0,2,54,4,2,0,0,16,2,0,21,4,0,19,0,0,0,9,43,6,0,7,7,0,1,0,0,1,8,14,0,0,50,6,0,6,0,22,29,15,23,0,12,23,0,13,4,20,7,2,37,6,0,0,0,68,5,3,6,42,7,7,7,7,0,90,1,0,7,4,11,4,5,10,5,13,5,9,0,0,3,0,75
2019-10-01,41,17,17,0,0,0,3,0,42,12,25,0,13,1,2,64,8,4,0,0,30,3,0,25,3,6,38,0,3,0,0,53,6,7,36,7,14,2,0,1,1,23,25,11,0,67,8,4,4,0,18,7,14,58,12,0,17,0,11,9,32,6,3,63,5,0,0,0,68,12,3,12,41,19,19,6,6,0,84,0,1,4,4,9,0,0,23,26,18,9,26,7,5,6,12,63
2019-11-01,37,0,51,0,0,3,8,3,23,19,44,0,12,0,1,82,9,4,0,0,31,4,0,31,4,3,44,0,3,0,3,40,9,0,21,21,7,0,0,0,2,13,22,8,0,43,10,0,12,0,21,14,14,23,11,0,11,5,18,14,42,9,3,29,6,0,0,0,67,11,0,41,38,16,48,0,13,0,86,0,1,11,4,21,0,0,23,23,23,12,42,12,0,7,3,76
2019-12-01,45,0,34,17,17,0,9,8,48,12,31,0,44,0,2,98,15,9,0,1,49,3,0,59,11,6,89,3,3,3,3,67,17,22,36,29,21,1,0,0,10,14,28,9,0,71,26,0,49,7,29,39,18,80,11,0,11,9,33,19,60,16,2,20,10,0,0,0,64,21,6,56,37,22,55,0,19,0,82,0,1,4,0,36,7,10,36,21,44,9,61,26,0,15,9,91
