date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu symptoms,flu game,cure flu,cold vs. flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu chicago,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,walgreens flu shot,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,illinois flu,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2014-10-01,30,10,10,0,0,17,0,0,1,74,2,3,0,1,0,57,4,2,0,0,17,15,1,0,0,2,11,1,8,6,14,0,0,6,67,4,13,0,61,0,0,49,4,6,10,3,22,45,3,4,2,2,7,20,10,10,0,50,21,3,33,4,19,3,8,78,7,2,9,3,5,0,63,7,19,0,9,0,61,0,0,5,0,13,0,3,17,19,25,4,25,11,0,3,0,83
2014-11-01,21,12,35,12,12,15,0,1,1,35,1,2,0,1,0,67,7,3,0,0,19,16,1,1,0,2,13,3,13,0,22,26,6,17,77,10,12,1,25,0,0,28,12,0,9,0,18,39,11,7,4,2,10,11,23,22,17,27,27,0,21,5,30,3,4,39,2,2,20,4,16,0,74,13,29,0,8,0,66,0,1,7,0,29,3,4,41,12,19,12,20,16,0,4,4,70
2014-12-01,44,12,30,12,12,60,0,0,2,18,3,2,1,1,1,80,23,4,0,0,44,43,2,1,0,11,43,3,20,13,36,26,13,28,56,10,43,1,22,0,0,47,2,9,19,0,13,79,13,7,7,2,49,52,98,40,17,9,41,3,67,15,61,16,10,50,20,4,46,20,24,12,83,24,92,19,24,0,76,1,2,8,8,66,3,10,57,26,51,29,29,58,0,14,8,85
2015-01-01,28,12,24,24,12,22,1,1,1,8,3,3,1,1,1,65,10,3,0,0,25,29,1,1,0,5,25,3,16,0,26,7,10,15,60,10,23,0,11,0,0,26,12,7,7,0,28,47,15,7,2,2,18,0,68,11,11,6,27,3,36,7,38,5,4,27,10,4,15,4,14,4,65,16,19,5,16,0,73,0,1,11,4,21,0,8,41,18,45,25,20,37,0,7,9,74
2015-02-01,17,0,25,0,0,15,1,0,1,3,1,1,0,0,0,62,9,2,0,0,18,16,1,0,0,4,13,3,11,0,10,10,7,5,70,8,5,0,4,0,0,10,7,5,12,0,12,44,8,6,4,0,9,18,12,24,24,0,24,6,23,6,44,4,1,16,2,6,18,0,19,4,61,14,26,6,6,0,72,1,1,7,0,26,0,8,38,19,27,9,9,13,4,8,0,69
2015-03-01,18,0,12,24,12,24,0,0,1,3,3,2,1,0,1,67,8,2,0,1,19,19,1,1,0,5,20,3,8,0,7,33,13,18,100,13,23,0,5,0,0,14,5,7,0,0,21,55,17,4,2,0,14,23,41,12,12,0,31,3,26,6,58,10,2,12,10,4,22,4,14,4,62,8,22,5,22,0,77,1,1,11,0,31,0,8,52,14,32,4,17,29,4,9,2,68
2015-04-01,20,12,12,12,12,26,0,0,1,4,1,4,0,0,0,54,5,2,0,0,13,19,1,0,0,2,15,2,8,0,13,13,13,8,66,8,20,0,3,0,0,90,2,7,2,0,17,39,9,2,2,2,11,23,29,11,17,6,32,6,23,5,39,3,4,20,9,2,12,0,16,8,69,0,16,0,5,0,73,0,1,5,0,17,0,4,38,10,22,8,25,21,0,7,0,65
2015-05-01,12,0,12,24,0,11,0,0,0,2,2,6,0,0,0,47,2,1,0,0,8,8,1,0,0,1,17,5,6,7,0,0,7,5,39,0,10,0,1,0,0,26,0,0,0,0,17,32,4,4,2,4,7,12,41,12,0,0,17,3,11,2,20,2,4,5,2,0,2,4,10,0,46,6,6,0,11,0,72,0,0,0,0,3,3,0,16,14,20,0,8,0,0,2,5,52
2015-06-01,7,0,12,0,0,5,0,0,0,1,1,4,0,0,0,39,1,1,0,0,5,7,1,0,0,1,6,3,5,0,7,0,0,10,52,10,5,0,1,0,0,10,0,0,0,0,19,34,0,0,2,0,3,12,12,12,0,6,17,3,14,2,12,1,3,6,2,0,5,0,10,0,40,0,17,0,14,0,71,0,0,7,0,7,0,0,10,8,12,0,8,8,0,0,2,43
2015-07-01,5,0,10,0,0,4,0,0,0,3,3,2,0,0,0,37,1,0,0,0,3,4,0,0,0,0,4,1,2,0,0,0,5,4,38,4,8,0,0,0,0,12,0,4,2,0,9,39,0,0,2,0,2,19,29,9,0,0,24,0,5,3,14,2,2,3,2,2,4,0,3,0,49,0,5,0,9,0,66,0,0,7,0,6,0,0,5,7,8,3,7,10,0,3,2,44
2015-08-01,7,10,19,0,0,4,0,0,0,5,2,1,0,0,0,38,2,1,0,0,4,6,1,0,0,1,5,5,3,0,11,5,5,6,65,0,8,0,3,0,0,13,0,0,0,0,10,34,4,0,0,0,4,0,23,0,0,5,23,0,5,2,10,1,1,12,3,0,2,0,3,0,63,4,0,4,11,0,64,0,0,6,2,3,0,3,16,14,6,3,10,0,0,2,0,49
2015-09-01,14,0,9,9,9,9,0,0,0,24,1,4,0,0,0,58,2,1,0,0,10,7,0,0,0,2,7,2,7,0,15,5,10,8,52,4,10,0,20,0,0,11,6,2,0,0,18,62,7,4,1,0,4,9,32,9,0,23,29,0,20,3,11,2,3,44,2,0,3,5,3,0,61,9,4,4,15,0,61,0,0,5,2,4,0,0,16,16,23,3,6,10,0,2,4,86
2015-10-01,26,9,9,9,0,11,1,1,1,54,2,1,0,1,0,66,3,3,0,0,17,12,0,0,0,2,10,1,15,0,10,0,10,4,56,12,14,0,52,0,0,17,6,2,7,0,9,34,6,5,0,0,5,14,27,0,0,42,14,2,17,3,17,3,4,78,4,3,7,5,14,3,69,0,6,4,11,0,62,0,0,4,0,10,0,0,9,14,33,3,13,10,0,6,0,48
2015-11-01,18,0,10,10,10,11,1,0,0,29,1,0,1,0,1,64,5,2,0,0,14,11,1,0,0,2,11,1,12,0,11,6,9,13,48,4,13,0,24,0,0,22,4,6,4,0,23,34,3,2,0,0,3,15,25,0,0,20,21,3,24,7,26,4,2,39,7,3,8,7,15,0,62,5,14,0,5,0,65,0,0,7,2,12,0,3,26,22,17,4,14,0,0,4,0,61
2015-12-01,18,10,42,10,11,10,0,0,1,9,5,2,0,0,1,73,6,3,0,0,12,14,1,0,0,2,15,2,14,9,0,0,6,9,58,4,7,0,10,0,0,12,8,6,2,0,15,50,13,4,3,2,6,10,20,20,0,5,27,3,34,7,45,2,1,22,4,3,11,0,10,3,52,7,38,5,14,0,71,0,1,7,5,15,0,4,40,24,16,7,11,11,0,6,0,67
2016-01-01,18,41,20,16,8,12,0,1,1,4,4,3,0,0,0,64,6,3,0,0,13,15,2,0,0,4,14,4,13,4,4,4,9,12,80,7,19,0,6,0,0,29,3,0,6,0,17,63,6,4,1,3,8,12,35,8,8,4,23,3,18,6,57,7,1,12,7,1,12,3,15,5,77,6,26,4,19,0,81,0,1,5,4,17,2,3,34,23,8,3,23,20,0,5,2,78
2016-02-01,20,13,21,17,0,20,0,1,1,3,5,5,1,0,1,75,9,3,0,0,17,17,3,0,0,2,17,5,13,5,18,9,9,21,80,7,4,1,4,0,0,13,2,2,5,0,22,79,9,3,1,3,10,32,36,8,0,2,21,5,36,9,57,4,2,17,7,7,21,0,11,3,82,13,25,6,13,0,78,0,1,10,2,30,2,4,43,19,22,6,38,15,0,2,3,69
2016-03-01,19,0,24,16,8,31,0,1,1,3,4,3,1,0,0,63,11,3,0,0,19,16,3,0,0,1,14,3,13,0,9,11,13,17,75,3,13,0,4,0,0,19,0,5,8,0,16,61,5,3,1,4,16,15,50,8,11,2,19,2,13,6,48,6,3,8,7,6,17,3,24,7,75,7,22,7,13,0,79,0,1,11,4,24,0,3,34,20,25,5,22,14,3,4,1,66
2016-04-01,13,8,8,8,8,14,0,0,0,3,1,5,1,0,0,55,5,1,0,0,10,8,4,0,0,1,12,1,6,0,4,0,11,9,84,0,7,0,3,0,0,8,2,6,2,0,17,41,6,3,1,1,8,8,47,8,0,4,19,0,17,4,26,3,0,8,4,1,6,4,8,0,73,4,20,7,7,0,72,0,0,4,3,8,4,3,17,20,23,3,8,3,3,5,2,68
2016-05-01,12,8,8,0,0,8,0,1,1,1,3,3,0,0,0,45,3,1,0,0,6,6,16,0,0,1,6,1,5,0,4,4,6,8,40,0,10,0,2,0,0,11,0,5,0,0,18,48,5,1,0,1,4,11,23,0,8,0,18,2,13,3,19,2,1,7,3,0,2,3,3,0,48,4,4,4,14,0,73,0,0,4,2,4,0,3,16,8,6,3,11,5,3,3,0,67
2016-06-01,8,0,21,0,0,3,0,0,0,3,1,2,0,0,0,34,2,1,0,0,5,5,7,0,0,1,4,4,6,0,0,5,4,9,58,0,11,0,1,0,0,6,0,3,3,0,8,44,3,0,0,0,1,24,12,0,0,2,10,2,6,4,15,1,0,5,3,0,1,0,3,0,45,4,4,0,11,0,70,0,0,3,0,2,0,0,7,16,7,3,6,0,0,0,0,43
2016-07-01,6,0,0,0,0,4,0,0,0,4,2,3,0,1,0,30,1,0,0,0,4,4,4,0,0,0,3,1,2,5,0,0,4,7,31,3,7,0,1,0,0,5,2,0,2,0,12,37,4,1,1,1,1,8,16,8,0,0,15,0,6,2,16,0,1,5,5,1,2,0,3,3,49,0,4,4,4,0,67,0,0,5,0,3,0,0,15,11,8,0,3,6,0,3,0,37
2016-08-01,7,0,8,0,0,5,0,0,0,4,1,1,0,0,0,34,2,1,0,0,5,4,2,0,0,2,4,2,7,0,5,0,9,7,18,7,4,0,4,0,0,5,0,2,0,0,15,35,8,1,0,0,0,0,12,0,0,6,9,2,11,3,14,2,1,8,3,1,4,0,4,3,49,0,6,0,8,0,65,0,0,3,0,6,0,4,15,6,8,6,6,6,0,2,3,49
2016-09-01,16,12,8,8,0,8,0,0,1,28,3,1,0,0,0,78,4,2,0,0,9,7,3,0,0,2,6,3,8,0,5,9,0,4,73,7,12,0,25,0,0,18,3,3,0,0,21,46,7,3,0,0,3,8,28,0,0,17,19,0,14,3,17,3,2,43,1,1,6,0,3,3,72,4,19,0,13,0,68,0,0,5,2,8,0,4,14,18,22,14,3,6,0,2,3,67
2016-10-01,23,0,0,11,0,10,0,0,0,49,3,3,1,0,0,59,5,2,0,0,17,10,2,0,0,1,8,2,8,0,11,4,4,10,56,7,10,0,48,0,0,29,3,6,9,0,23,45,22,4,2,1,2,15,26,15,0,44,16,4,18,4,17,2,2,51,7,0,5,0,5,3,52,7,16,0,19,0,64,0,1,6,2,7,0,3,23,11,28,5,19,5,0,4,1,62
2016-11-01,17,0,15,8,0,9,1,0,0,18,2,2,0,1,0,65,5,2,0,0,12,10,3,0,0,1,8,3,11,0,0,4,0,15,47,5,10,0,20,0,0,12,1,7,1,0,16,40,11,1,1,0,7,7,44,7,0,18,9,2,16,4,24,3,1,25,7,5,8,3,8,3,62,3,9,0,10,0,66,0,0,4,2,12,0,3,29,23,13,8,21,11,0,3,1,53
2016-12-01,19,11,11,8,0,11,0,0,1,11,4,3,1,0,0,78,9,3,0,0,16,13,3,1,0,3,13,3,16,0,8,4,8,16,64,3,16,0,13,0,0,15,5,8,5,0,20,43,11,4,1,0,6,11,44,7,0,11,13,0,15,6,54,4,1,16,7,2,15,3,8,0,54,5,16,5,14,0,74,0,1,4,0,21,0,5,37,20,20,13,29,10,0,4,3,60
2017-01-01,27,0,26,11,11,29,1,0,1,7,4,2,1,1,1,72,11,4,0,0,22,21,3,1,0,3,22,4,18,4,12,6,25,14,60,16,22,0,10,0,0,19,6,0,7,0,25,64,12,7,1,1,15,18,64,7,11,8,29,2,43,8,85,5,5,16,11,2,25,6,25,0,91,10,34,5,17,0,94,0,1,4,3,35,3,7,66,27,28,23,34,26,0,4,4,71
2017-02-01,32,12,45,32,12,61,1,1,1,6,4,7,1,0,1,75,15,4,0,0,31,28,2,1,0,4,32,3,21,4,18,9,9,28,78,9,38,1,10,0,0,37,6,16,10,3,27,64,23,6,6,1,34,20,31,39,31,6,35,0,50,12,76,11,5,15,13,2,32,8,22,5,90,6,43,4,13,0,89,0,1,5,5,45,4,4,53,24,36,23,40,20,0,8,2,86
2017-03-01,21,7,18,14,7,38,1,0,1,2,2,2,0,1,0,64,10,3,0,0,22,16,2,0,0,5,15,3,14,0,12,10,10,20,75,3,18,0,5,0,0,19,4,1,3,0,18,72,9,3,6,2,23,38,35,38,14,0,17,4,29,8,44,5,4,7,9,1,15,2,12,0,60,7,31,10,15,0,81,0,1,7,10,22,3,0,35,17,20,15,45,20,0,10,1,64
2017-04-01,13,0,15,0,15,18,0,0,0,1,1,4,0,1,0,52,5,2,0,0,11,8,1,1,0,2,6,3,9,0,10,8,12,10,65,3,5,0,3,0,0,5,3,6,5,0,10,35,10,2,1,0,8,15,44,7,7,4,20,0,17,4,28,3,1,8,5,2,6,5,8,5,62,0,12,7,7,0,76,0,0,7,2,9,0,3,9,15,10,0,11,11,3,1,1,65
2017-05-01,8,0,8,8,0,7,0,0,1,3,2,2,0,0,0,41,2,1,0,0,8,6,2,1,0,0,5,1,6,4,4,4,6,10,63,10,3,0,1,0,0,8,3,5,2,0,12,36,2,2,1,0,3,22,29,7,7,2,11,2,16,3,19,2,1,8,2,1,5,3,6,0,64,3,9,0,9,0,75,0,0,3,0,8,3,8,22,8,19,0,13,13,0,3,1,55
2017-06-01,7,0,8,0,0,4,0,0,0,4,2,2,0,0,0,34,3,1,0,0,5,4,2,0,0,2,5,2,3,0,4,0,9,7,51,0,3,0,2,0,0,2,0,3,2,0,16,43,5,3,0,0,3,8,24,0,0,0,6,0,6,3,14,1,1,3,2,0,6,0,7,0,49,7,7,0,11,0,72,0,0,3,0,8,0,0,11,14,3,3,11,0,0,2,2,52
2017-07-01,5,0,17,0,8,3,0,0,1,1,1,2,0,0,0,34,1,0,0,0,3,4,1,0,0,1,3,1,2,0,0,0,0,5,55,0,7,0,2,0,0,7,2,2,2,0,3,28,3,2,0,0,1,16,16,0,0,0,10,0,5,2,15,1,0,4,4,1,3,0,3,3,48,4,0,0,4,0,76,0,0,4,0,4,2,0,7,6,3,3,6,6,0,0,0,44
2017-08-01,8,8,8,0,0,5,0,0,0,4,1,3,0,0,0,35,2,1,0,0,4,5,1,0,0,1,3,1,6,0,4,0,4,3,53,0,10,0,5,0,0,12,3,2,5,0,9,27,2,2,1,0,1,8,19,7,0,8,11,0,3,2,15,2,1,18,2,1,3,0,10,0,50,4,9,0,7,0,71,0,0,3,0,4,0,3,9,5,16,3,3,3,0,1,1,50
2017-09-01,17,0,0,16,8,11,0,0,0,39,2,3,0,0,0,44,3,2,0,0,11,8,0,1,0,2,8,1,8,0,9,4,0,8,56,3,8,0,33,0,0,23,5,2,2,0,18,43,2,2,3,1,1,11,23,15,8,24,15,0,14,3,18,3,5,37,3,0,4,3,8,0,77,5,7,0,14,0,68,0,0,6,0,6,0,5,19,8,19,5,11,3,0,0,2,58
2017-10-01,25,7,15,7,7,12,0,0,1,51,4,3,0,0,0,55,4,2,0,0,15,8,1,0,0,2,11,3,11,0,8,8,6,22,48,6,8,0,58,1,0,29,3,1,6,2,15,52,6,2,1,0,4,7,32,7,7,34,22,0,20,5,25,3,3,64,5,0,8,2,5,0,56,0,3,3,12,0,69,0,1,8,0,12,0,2,20,19,29,3,10,0,0,4,0,70
2017-11-01,22,12,19,8,0,12,0,1,0,26,1,3,1,1,0,61,6,3,0,0,16,12,1,0,0,1,12,2,15,0,8,6,9,3,74,5,13,1,32,0,0,9,6,3,12,0,24,44,9,6,0,0,4,15,15,0,0,21,20,0,28,3,34,5,3,35,6,2,12,3,9,3,74,7,12,4,32,0,75,0,1,8,2,17,0,3,19,13,18,3,24,8,0,6,2,75
2017-12-01,38,16,47,16,0,53,1,0,1,18,4,5,0,2,1,78,19,6,0,1,37,31,1,1,0,8,27,3,29,4,30,30,13,45,65,8,51,1,22,1,0,18,22,12,11,0,20,80,23,12,3,2,43,64,64,19,23,13,32,6,48,16,84,10,3,35,14,2,43,5,31,5,75,21,62,9,18,0,90,1,1,6,12,61,3,5,48,21,45,5,70,30,0,12,7,71
2018-01-01,100,19,100,26,18,100,3,1,3,25,6,7,2,2,1,100,41,7,0,0,100,100,1,1,0,13,100,8,37,8,57,35,14,98,91,24,74,2,41,58,0,100,34,21,31,2,20,86,47,27,11,10,100,61,61,67,39,44,28,11,100,33,100,21,19,57,38,15,70,7,78,14,100,29,100,17,30,1,100,1,4,6,17,100,2,7,83,30,100,33,98,49,5,16,6,100
2018-02-01,79,12,52,24,8,87,3,1,2,16,4,6,1,2,1,85,30,6,0,0,78,73,2,1,0,11,77,4,29,7,53,31,15,51,84,20,51,3,23,47,0,52,25,19,19,3,21,100,37,31,10,4,76,39,31,61,35,7,21,10,81,31,65,18,14,54,27,10,52,13,63,5,87,27,66,13,26,1,89,1,2,6,10,74,4,8,53,25,85,25,100,25,11,17,8,89
2018-03-01,25,7,40,7,7,31,1,0,1,2,2,1,2,1,0,63,12,3,0,0,25,24,1,1,0,5,23,2,13,0,8,8,0,30,64,6,34,1,5,13,0,16,10,6,12,0,14,39,15,6,2,1,33,21,18,11,7,2,18,6,24,9,40,7,5,15,12,2,20,11,17,2,71,10,28,3,3,0,84,0,1,5,3,29,2,4,40,13,27,10,20,15,3,6,3,55
2018-04-01,16,0,8,0,8,21,1,0,1,2,3,2,0,0,0,58,8,3,0,0,14,14,1,1,0,1,11,2,14,4,13,8,8,8,78,8,23,1,3,8,0,9,6,3,0,0,12,51,7,6,0,2,16,22,30,0,0,2,29,4,22,5,39,7,3,11,4,0,10,4,8,0,81,4,21,4,19,0,88,0,1,5,3,14,0,0,38,12,24,3,13,5,0,5,3,80
2018-05-01,9,0,7,7,0,8,0,1,0,3,1,2,0,0,0,40,3,1,0,0,9,7,1,0,0,2,11,3,7,8,4,4,12,8,48,0,22,0,1,2,0,15,1,1,0,0,20,52,5,1,1,0,5,7,29,7,7,2,16,0,11,3,24,3,1,4,4,0,2,0,2,2,59,3,7,3,15,0,79,0,0,5,3,3,0,2,20,15,11,8,18,3,3,2,1,64
2018-06-01,7,0,8,8,0,4,0,0,0,2,1,2,0,0,0,38,2,2,0,0,5,6,2,1,0,0,5,2,8,0,4,0,4,7,34,0,8,0,2,2,0,3,2,2,3,0,13,38,5,1,0,1,1,0,31,0,0,4,9,0,11,3,15,2,2,7,4,0,3,3,7,3,40,4,0,4,7,0,78,0,0,6,2,4,0,3,9,15,8,8,19,6,0,2,2,36
2018-07-01,7,8,0,0,0,4,0,0,0,1,1,1,0,0,0,41,1,2,0,0,5,4,1,0,0,0,5,2,8,0,0,4,0,3,40,5,13,0,2,2,0,3,0,3,5,0,10,33,2,0,0,1,3,0,27,0,0,2,13,2,13,2,19,1,1,4,1,1,1,3,8,3,43,4,7,0,9,0,84,0,0,3,0,2,0,3,13,8,10,3,19,5,0,3,2,40
2018-08-01,7,0,0,0,8,5,0,0,0,5,2,1,0,1,0,40,2,1,0,0,7,6,1,0,0,1,2,3,6,0,4,0,4,3,48,7,7,0,5,4,0,12,3,0,2,0,6,52,4,3,0,4,2,15,26,0,0,6,17,2,12,3,15,2,2,17,2,1,1,0,6,0,45,7,12,0,12,0,82,0,0,8,0,2,0,3,15,8,8,0,8,3,0,2,0,54
2018-09-01,20,16,0,8,0,9,1,0,1,35,2,2,1,0,0,55,4,3,0,0,14,11,1,0,0,1,6,3,15,0,19,0,0,10,84,0,13,1,33,12,0,14,5,6,6,0,21,53,7,2,1,0,2,8,15,7,0,33,15,2,12,5,20,2,3,54,4,1,6,5,12,3,70,0,11,0,14,0,77,0,0,2,3,8,2,3,16,9,16,8,13,5,3,1,0,77
2018-10-01,39,0,15,7,0,12,0,0,1,93,1,1,0,0,0,64,8,3,0,0,26,15,1,1,0,4,9,2,14,4,8,8,0,14,68,3,17,0,95,18,0,46,12,9,16,0,23,49,7,7,1,1,7,11,18,7,0,93,20,2,28,8,22,4,6,100,4,0,8,2,15,2,62,3,10,0,7,0,76,0,0,2,2,12,0,0,16,19,27,3,23,3,0,2,1,69
2018-11-01,26,0,12,8,15,12,0,1,0,32,4,1,0,0,0,72,7,4,0,0,21,17,0,0,0,2,13,2,19,0,25,0,4,11,85,5,25,0,47,12,0,15,11,6,8,0,16,46,5,6,0,1,4,11,7,0,0,38,21,2,27,7,41,3,5,45,12,2,9,3,12,0,75,0,19,0,19,0,75,0,0,6,7,13,3,3,31,13,24,5,24,11,3,6,3,63
2018-12-01,27,16,12,24,8,15,0,1,1,12,3,2,0,1,0,79,13,5,0,1,26,19,1,0,0,4,18,2,23,0,17,4,4,10,81,3,27,0,17,6,0,12,5,3,12,0,12,53,12,6,0,2,8,23,34,0,0,17,15,4,28,9,71,7,5,24,13,2,21,5,20,3,64,13,34,9,13,0,94,0,1,3,5,30,2,8,47,12,35,3,49,25,0,2,3,70
2019-01-01,32,0,27,12,8,32,1,0,1,14,4,5,1,1,0,88,15,6,0,0,25,25,1,0,0,3,22,2,28,4,21,6,11,26,63,7,36,1,17,3,0,23,14,3,5,0,27,73,17,11,2,2,17,26,26,15,7,10,26,4,37,14,62,9,5,20,9,2,26,3,21,0,64,0,30,7,12,0,94,0,1,9,4,37,0,3,31,10,33,13,46,8,5,10,1,78
2019-02-01,32,8,44,24,8,49,1,0,1,8,4,6,1,0,1,75,14,4,0,0,32,28,1,1,0,4,22,2,21,0,13,13,9,33,72,12,29,0,8,1,0,24,6,11,6,5,17,69,23,9,3,1,39,51,70,19,19,6,18,5,46,14,53,10,4,14,13,3,35,5,25,7,68,11,46,4,13,0,92,0,1,10,5,50,4,5,35,19,38,8,34,11,3,12,2,76
2019-03-01,35,30,15,15,8,57,1,0,1,7,3,7,1,1,0,83,19,4,0,0,33,28,1,0,0,7,25,5,22,0,21,14,6,27,90,10,45,0,8,1,0,36,12,9,9,0,33,82,20,8,6,2,43,22,44,36,40,4,19,3,26,15,67,13,6,20,17,1,38,8,21,2,83,9,62,0,21,0,94,1,1,5,8,55,3,4,41,10,28,13,57,16,0,9,4,78
2019-04-01,18,8,19,11,0,24,1,0,1,3,1,5,0,0,0,57,8,2,0,0,17,13,0,1,0,3,16,1,11,0,6,4,4,18,70,5,13,0,3,0,0,14,11,6,5,0,13,59,10,7,2,2,12,7,26,15,15,2,13,4,24,8,43,4,3,7,10,0,18,8,11,0,56,10,40,7,10,0,88,0,1,9,0,26,3,0,23,9,20,11,21,8,3,3,6,48
2019-05-01,10,7,7,15,7,10,0,0,0,1,1,2,0,1,0,51,5,2,0,0,9,7,1,0,0,1,6,4,9,0,12,0,8,9,59,6,17,0,2,0,0,9,4,1,3,0,8,49,5,3,0,0,5,14,21,0,7,5,9,3,9,3,27,3,2,9,5,1,8,2,6,2,59,0,8,7,8,0,78,0,0,4,0,11,2,2,13,11,20,0,21,8,0,7,1,47
2019-06-01,7,0,0,0,0,6,0,0,0,2,3,4,0,0,0,48,2,1,0,1,5,5,0,0,0,1,3,3,5,0,4,0,9,0,66,3,10,0,1,0,0,2,0,2,0,0,10,57,7,3,1,0,1,8,15,8,0,2,13,0,5,3,20,2,2,3,3,2,8,0,3,3,70,0,14,0,13,0,80,0,0,5,2,11,0,3,11,7,5,3,5,3,3,3,2,43
2019-07-01,6,0,8,0,0,4,0,0,0,0,2,1,1,0,0,38,2,1,0,0,5,5,0,0,0,1,4,1,4,0,0,0,7,7,64,0,3,0,3,0,0,5,5,0,0,0,8,48,3,4,1,1,1,8,15,8,0,0,15,0,8,4,16,2,1,5,1,0,5,3,5,0,44,0,5,4,7,0,81,0,0,4,0,7,0,3,17,11,11,5,5,5,0,3,2,44
2019-08-01,9,8,8,0,0,4,0,0,0,9,2,2,0,0,0,44,3,1,0,0,5,5,1,0,0,1,4,1,6,0,4,0,4,0,47,3,11,0,8,0,0,7,5,1,1,0,7,48,2,2,0,0,1,7,37,0,0,10,16,2,7,3,14,1,1,13,3,2,3,3,5,3,54,0,7,0,12,0,77,0,0,2,0,4,0,3,13,6,6,3,3,5,0,4,0,42
2019-09-01,21,7,14,7,0,8,0,0,0,45,2,2,0,0,1,67,5,3,0,0,14,9,1,0,0,2,7,2,13,0,12,4,8,11,64,9,6,0,42,0,0,13,3,1,7,0,23,46,9,3,0,0,1,14,31,0,0,38,21,2,18,5,18,3,3,39,4,2,2,5,5,0,63,0,16,7,5,0,75,0,0,4,0,3,3,2,14,11,20,10,22,2,0,7,0,66
2019-10-01,40,7,11,7,0,13,0,0,0,100,2,3,1,0,0,79,10,3,0,0,27,14,1,1,0,2,15,2,16,0,6,4,6,17,54,8,9,0,100,1,0,29,6,6,24,0,14,35,9,6,1,3,5,14,20,7,0,80,15,4,27,9,24,5,7,95,11,3,10,2,13,0,56,8,19,3,18,0,70,0,1,3,2,14,2,8,20,14,43,15,27,5,2,4,3,68
2019-11-01,26,8,23,8,8,14,1,1,1,39,3,3,0,1,0,85,8,3,0,0,22,16,0,0,0,2,13,2,17,0,21,4,4,10,89,3,28,0,46,0,0,28,5,2,15,0,10,39,12,5,1,0,8,11,37,7,0,43,17,4,29,8,26,4,5,46,14,4,17,3,12,3,60,5,25,4,12,0,77,0,1,7,2,24,3,0,37,10,33,3,29,11,0,4,3,62
2019-12-01,37,0,15,7,18,34,1,1,1,20,3,6,2,1,0,99,18,6,0,0,36,28,1,1,0,6,22,4,31,0,18,12,16,25,60,14,34,0,28,1,0,28,12,15,18,0,14,69,19,9,2,2,21,36,71,11,11,22,25,4,38,12,66,10,3,23,15,6,35,6,21,5,97,10,37,14,20,0,90,1,1,4,7,50,2,2,48,21,45,15,46,23,3,9,5,64
