date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,flu shots,dangerous fever,break a fever,how long is the flu contagious,medicine for the flu,treating flu,flu like symptoms,flu how long,fever cough,flu and cold,flu lasts,the flu,flu symptoms,cure flu,cold vs. flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,treating the flu,flu children,flu iowa,incubation period for flu,how long contagious,i have the flu,low body,treat the flu,is the flu contagious,do i have the flu,flu shot,flu 2018,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,flu symptoms 2018,human temperature,high fever,medicine for flu,flu treatments,cold vs flu,influenza type a,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,influenza a,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,flu in iowa,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,treatment for flu,cdc flu,taking temperature,flu contagious,flu length,bronchitis,get over the flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu shot side effects,flu complications,signs of the flu,treat flu,body temperature
2014-10-01,35,0,0,2,0,0,9,1,0,11,100,0,0,0,0,0,23,17,6,8,0,28,9,0,0,7,10,7,10,0,4,32,4,25,8,21,0,0,0,66,0,0,54,0,40,0,0,5,16,0,0,52,0,2,3,2,0,0,0,23,0,5,10,7,5,1,3,11,1,22,0,0,33,0,52,12,12,0,0,26,0,24,0,18,0,8,0,54,0,37,0,19,0,28,0,0,0,27
2014-11-01,24,0,0,2,0,0,3,0,0,8,43,0,0,46,0,0,0,35,9,12,0,20,7,1,0,0,18,7,14,0,4,8,0,30,34,17,0,0,0,25,0,0,0,28,0,0,0,5,14,27,0,0,0,3,3,3,3,0,0,24,71,0,10,37,5,6,1,7,2,11,0,0,0,0,71,12,0,0,0,27,13,18,0,12,0,4,0,49,4,19,0,0,19,29,0,15,0,51
2014-12-01,42,0,0,2,2,0,40,1,1,12,15,0,0,34,0,0,0,51,11,9,0,44,32,3,0,7,56,7,11,0,6,26,4,58,8,25,0,0,2,18,0,0,54,55,41,0,0,5,26,0,0,52,66,42,8,3,2,23,46,0,46,7,15,88,7,37,3,9,2,90,0,11,23,0,41,17,12,13,26,39,13,30,0,36,12,34,0,81,0,19,0,38,0,14,0,0,36,72
2015-01-01,60,0,0,2,2,0,53,2,0,18,11,0,0,0,22,0,44,54,8,22,0,49,59,1,0,0,100,0,27,0,13,48,6,16,16,12,8,2,2,18,0,0,26,26,52,0,0,4,27,25,0,25,75,82,5,2,4,0,22,0,0,5,16,72,5,58,2,5,2,11,0,0,21,0,50,33,11,0,12,43,12,34,11,11,11,9,0,65,4,18,0,0,71,0,0,34,27,65
2015-02-01,22,0,2,0,0,0,22,1,1,16,8,12,0,0,0,0,23,17,14,6,0,22,15,3,0,0,21,7,7,0,4,18,0,41,17,17,0,0,2,4,0,0,0,27,27,0,0,9,16,0,0,0,0,20,0,0,0,0,23,23,91,5,19,53,5,15,1,1,1,45,0,11,0,0,29,0,0,0,0,51,13,18,0,12,18,13,0,65,0,75,19,0,0,0,0,21,0,49
2015-03-01,17,0,2,2,0,0,17,0,0,0,0,8,8,0,0,0,0,11,16,5,0,15,12,3,0,7,17,7,7,0,4,6,0,32,16,16,0,0,0,2,0,0,0,26,26,0,0,9,13,0,0,0,0,19,5,0,4,0,0,0,22,7,7,33,9,12,1,3,0,22,0,0,0,0,28,11,0,0,0,19,0,17,0,12,0,7,0,70,0,54,0,18,18,0,0,0,27,48
2015-04-01,28,0,0,40,0,0,16,1,1,0,0,0,8,0,0,0,22,11,11,11,0,16,15,3,0,0,23,7,14,0,8,54,0,32,0,36,8,0,0,3,0,0,0,26,26,0,0,9,11,50,0,0,0,11,2,0,2,0,0,0,66,0,0,23,5,4,1,3,0,0,0,0,43,0,50,0,0,0,0,0,0,12,0,12,0,0,0,54,4,36,0,0,0,0,0,14,0,78
2015-05-01,28,0,0,100,0,0,5,0,0,0,0,0,0,0,0,0,22,14,6,6,0,16,16,1,0,0,28,0,7,0,0,100,0,21,0,25,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,12,5,0,2,0,0,0,23,7,10,14,10,1,0,2,0,0,0,0,100,0,34,12,0,0,0,26,0,35,12,18,0,4,0,50,0,0,0,19,0,0,0,0,0,62
2015-06-01,12,0,0,26,0,0,4,0,0,0,0,8,0,0,0,0,0,6,6,6,0,7,5,0,0,0,0,0,8,0,0,38,0,23,9,9,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,2,2,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,40,4,20,0,0,0,0,0,0,0,59
2015-07-01,6,0,0,5,0,0,4,0,0,0,0,8,0,0,0,0,0,0,6,17,0,5,4,0,0,0,7,7,21,0,0,6,0,29,0,0,0,2,0,3,0,0,0,0,0,0,0,5,9,27,0,0,0,0,3,0,3,0,0,0,0,0,10,12,0,1,0,1,0,0,0,0,0,0,23,0,0,0,13,26,0,12,0,12,24,4,0,25,0,19,0,0,0,0,0,0,0,23
2015-08-01,8,0,2,7,0,0,5,0,0,7,8,0,8,0,0,0,22,6,6,6,0,4,1,0,0,0,14,0,7,0,0,12,0,20,0,16,0,0,0,3,0,0,27,0,0,0,0,0,16,0,0,26,0,0,0,0,2,0,0,0,45,5,5,14,5,1,0,3,1,0,0,0,11,0,45,0,0,0,13,13,0,12,0,12,0,0,0,38,0,0,0,0,0,0,0,0,0,48
2015-09-01,18,0,0,3,0,0,3,0,0,14,48,0,7,0,0,0,20,8,0,10,0,12,9,2,0,0,12,6,12,0,0,18,0,15,0,15,0,0,1,18,0,0,0,0,24,0,0,4,12,0,0,0,23,2,2,0,0,20,20,0,40,0,4,32,0,4,0,5,0,0,0,10,20,0,41,10,10,0,11,11,11,21,0,0,16,0,0,39,0,0,0,17,33,25,0,13,0,68
2015-10-01,29,0,0,2,0,0,6,1,0,13,56,0,7,0,0,0,0,14,10,14,0,17,7,0,0,6,21,6,18,0,0,22,0,32,7,28,0,0,0,59,0,0,0,0,46,0,0,4,12,0,0,0,0,0,2,0,2,0,0,19,39,0,6,17,0,2,1,13,0,0,0,0,29,0,49,10,0,0,11,16,0,20,10,35,10,3,0,59,0,32,0,16,16,30,0,0,0,46
2015-11-01,23,0,2,6,0,0,7,0,0,13,34,0,7,0,0,0,40,17,10,5,0,20,9,1,0,0,9,0,6,0,3,28,4,25,0,22,7,1,0,34,0,0,0,47,24,0,0,4,8,0,0,0,23,2,3,2,0,20,0,0,20,8,8,53,11,2,0,5,1,10,0,0,49,0,50,10,0,0,23,22,0,10,10,10,10,3,0,60,0,0,0,0,0,25,0,12,12,55
2015-12-01,20,0,2,2,0,0,6,0,0,0,13,0,7,19,19,0,19,29,5,29,0,21,12,0,0,9,21,6,36,0,0,14,3,21,7,25,7,2,0,13,0,0,23,23,0,0,0,6,6,22,0,22,23,6,0,0,0,0,0,0,39,0,8,73,8,3,2,1,0,29,0,10,10,0,25,10,0,0,11,22,0,41,0,10,20,8,0,68,0,32,0,0,0,0,0,12,0,69
2016-01-01,15,0,0,6,0,0,5,0,0,6,6,11,0,0,0,0,50,12,6,6,0,16,5,1,0,0,15,5,8,0,3,12,0,15,0,27,0,0,0,5,0,0,0,20,0,0,0,7,7,0,0,0,0,7,2,0,3,0,0,17,33,4,0,42,4,2,0,2,1,0,0,0,8,0,42,0,8,0,19,0,0,9,0,0,13,3,0,52,0,41,0,0,0,10,0,0,0,39
2016-02-01,15,0,0,2,0,0,15,1,0,8,5,5,8,16,0,0,24,14,14,6,0,13,13,1,0,5,10,5,7,0,0,13,0,41,6,27,0,2,1,2,0,0,19,29,0,0,0,5,18,0,0,19,19,11,2,0,0,0,0,16,16,3,9,38,3,12,3,1,2,8,0,8,24,0,54,21,8,18,18,23,9,8,0,0,8,3,0,76,0,0,0,40,0,10,0,20,0,61
2016-03-01,17,0,0,2,2,0,23,0,0,5,0,5,10,15,0,0,15,25,23,13,0,16,11,0,0,0,21,0,17,0,0,22,0,45,0,34,0,2,0,3,0,0,0,18,18,0,0,9,5,0,0,0,27,13,3,0,2,16,0,0,15,7,5,62,10,18,2,2,1,0,0,0,23,0,27,0,0,0,9,13,0,20,8,0,8,3,0,68,0,50,0,0,0,0,0,19,19,67
2016-04-01,12,0,0,2,2,0,10,0,0,0,0,0,6,0,0,0,33,10,8,12,0,10,8,0,0,5,13,0,15,0,0,9,0,37,6,27,0,1,0,1,0,0,0,20,20,0,0,8,15,19,0,0,0,13,3,0,0,0,0,0,33,0,7,23,0,10,0,1,1,8,0,0,0,0,47,17,8,0,0,19,9,9,0,9,13,6,0,47,0,27,0,0,0,0,0,0,0,59
2016-05-01,9,2,2,2,0,0,6,0,0,0,6,0,0,0,0,0,0,0,7,0,0,9,7,0,0,5,5,0,0,0,0,8,3,16,0,32,0,0,0,2,0,0,0,0,0,0,0,4,13,20,0,0,0,2,0,0,2,0,0,18,18,0,7,19,0,3,1,2,1,0,0,0,17,0,31,0,0,0,10,20,0,0,0,0,9,0,0,37,0,0,14,0,0,0,0,11,0,52
2016-06-01,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,20,12,0,7,0,7,6,0,0,0,6,6,9,0,0,3,0,7,0,32,0,0,0,1,0,0,0,0,0,0,0,4,6,0,0,0,0,2,0,0,2,0,0,0,20,6,4,12,6,0,0,1,0,19,0,0,0,0,30,0,10,0,0,11,0,0,0,0,10,7,0,31,0,16,0,0,0,0,0,0,0,58
2016-07-01,5,2,0,2,0,0,1,0,0,0,0,0,7,0,0,0,19,10,7,0,0,4,3,0,0,0,6,6,0,0,0,10,0,18,7,14,0,0,0,3,0,0,0,23,0,0,0,0,16,0,0,0,0,4,2,0,2,0,0,0,19,0,0,18,0,0,0,1,0,9,0,0,0,0,15,0,0,0,44,0,0,0,0,0,10,3,0,16,0,0,0,0,16,0,0,0,12,30
2016-08-01,8,0,0,4,0,0,2,0,0,6,6,0,6,0,0,0,0,5,9,5,0,9,2,0,0,0,6,0,6,0,0,5,3,20,7,13,0,0,0,5,0,0,0,0,22,0,0,4,8,0,0,0,0,2,0,0,0,0,0,0,19,4,0,24,4,1,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,29,0,0,0,22,0,30,15,0,0,0,0,0,0,29
2016-09-01,17,0,0,0,0,0,3,0,0,11,37,6,6,0,0,0,25,8,4,0,0,11,10,0,0,0,15,0,0,0,0,13,0,12,6,30,0,0,0,27,0,0,0,0,20,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,17,0,7,23,0,3,0,7,1,0,0,0,0,0,25,8,0,0,9,19,9,17,0,9,0,0,0,44,0,0,0,0,14,26,0,16,0,30
2016-10-01,27,0,0,3,0,0,2,0,0,8,44,0,0,0,0,0,24,6,8,6,0,21,7,0,0,0,10,5,7,0,3,13,0,21,9,24,0,1,1,48,0,0,0,39,19,0,0,10,10,0,0,0,19,3,0,0,2,16,0,16,0,0,14,21,0,1,1,8,0,0,0,0,0,0,33,0,8,0,9,37,0,9,0,8,9,0,0,60,0,40,0,0,0,25,0,0,0,67
2016-11-01,19,0,2,3,0,0,6,0,0,8,38,0,5,0,0,0,16,6,12,8,0,21,7,1,0,0,20,0,10,0,3,6,0,26,12,15,6,2,2,26,0,0,19,19,19,0,0,10,7,18,0,18,0,4,2,0,0,0,0,16,0,3,7,41,3,2,0,4,1,8,0,8,8,0,41,0,8,0,9,18,9,0,0,0,8,3,0,77,0,26,0,0,0,15,0,10,20,41
2016-12-01,22,2,2,3,0,0,8,0,0,0,21,0,11,16,0,0,16,17,8,12,0,20,10,0,0,10,14,10,14,0,0,7,3,37,0,37,0,1,0,16,0,0,19,19,19,0,0,3,13,0,0,18,18,8,2,0,3,16,0,31,31,3,12,73,3,6,0,2,1,31,0,0,0,0,59,8,16,0,18,31,0,25,8,8,16,8,0,66,0,0,0,13,0,0,0,19,19,55
2017-01-01,29,0,3,3,0,0,30,0,0,5,10,5,10,15,15,0,37,57,9,9,0,34,23,1,0,7,30,0,11,0,0,18,0,49,11,30,11,1,1,10,0,0,18,0,0,0,0,6,11,34,0,17,26,40,2,2,3,15,15,15,75,8,14,98,13,34,1,3,1,44,0,0,15,0,64,23,8,17,42,38,0,19,12,12,0,14,0,64,2,36,0,24,24,9,0,9,9,77
2017-02-01,38,2,0,2,0,0,74,2,0,8,5,5,8,0,32,0,16,37,24,22,0,41,24,1,0,10,55,10,27,0,6,35,3,78,11,20,6,1,0,11,0,0,47,37,19,0,0,10,16,18,0,45,100,68,3,2,4,80,16,0,32,7,20,77,15,88,0,2,2,8,0,0,23,0,44,12,16,0,27,53,9,50,0,12,8,9,0,73,3,13,0,13,26,10,0,0,20,100
2017-03-01,16,0,1,3,0,0,30,0,0,12,0,0,12,0,14,0,14,34,11,14,0,20,13,0,0,9,17,0,17,0,0,9,3,31,5,16,0,0,1,6,0,0,25,25,0,0,0,3,10,0,0,24,16,25,0,0,2,14,57,0,14,5,3,39,6,22,0,2,0,28,0,0,7,0,29,14,7,0,12,8,0,19,0,7,7,9,0,64,2,12,0,23,12,0,0,9,9,42
2017-04-01,12,2,0,2,0,0,14,0,0,10,5,8,5,15,15,0,0,8,13,4,0,11,4,0,0,5,5,0,5,0,0,8,0,30,11,33,0,1,0,3,0,0,18,0,27,0,0,6,6,17,0,17,0,11,0,0,0,0,0,0,45,3,10,29,5,9,4,2,2,0,0,0,0,0,54,0,8,0,0,26,0,16,0,16,8,13,0,46,0,0,12,0,25,9,0,9,0,48
2017-05-01,7,0,0,2,0,0,6,0,0,8,16,0,0,0,0,0,47,6,4,4,0,8,6,0,0,5,7,0,5,0,3,4,3,29,6,32,6,0,1,1,1,0,19,0,0,0,0,5,10,0,0,18,18,3,2,2,0,16,0,0,0,0,3,25,0,5,1,2,0,15,0,0,8,0,40,0,0,0,9,9,0,8,0,12,0,5,0,43,3,0,0,0,0,0,0,0,0,41
2017-06-01,6,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,18,4,0,4,0,5,3,1,0,0,5,5,5,0,0,3,0,23,0,19,0,1,0,3,0,0,0,0,0,0,0,4,11,0,0,0,0,2,0,0,2,0,0,0,18,0,8,9,0,2,2,2,1,0,0,0,9,0,27,0,0,0,0,20,0,0,9,9,0,3,0,30,0,0,0,0,0,0,0,0,0,31
2017-07-01,4,2,0,0,0,0,2,0,0,6,6,12,0,0,0,0,26,4,6,0,0,3,2,0,0,0,5,0,0,0,0,3,0,19,0,16,0,1,0,0,0,0,0,0,0,0,0,4,5,20,0,0,0,2,2,0,0,0,0,0,52,0,0,11,0,2,2,0,0,0,0,0,9,0,26,0,0,0,10,0,0,9,0,0,9,3,0,15,0,0,0,0,0,0,0,0,0,34
2017-08-01,6,0,0,2,0,0,1,0,0,5,11,0,5,0,0,0,16,0,8,0,0,6,2,1,0,0,5,0,0,0,3,7,0,23,6,20,0,0,0,4,0,0,0,0,0,0,0,3,8,0,0,0,18,2,4,0,2,16,0,0,0,0,0,10,0,2,2,1,0,0,0,0,8,0,32,0,0,0,0,0,0,8,0,0,0,3,0,20,0,0,0,0,13,0,0,10,0,47
2017-09-01,21,0,0,0,0,0,5,0,0,5,36,5,5,0,0,0,30,9,8,6,0,17,7,1,0,0,7,0,7,0,0,16,0,17,0,25,0,1,0,29,1,0,18,0,18,0,0,9,5,0,0,17,0,2,3,2,2,0,0,15,15,6,5,31,6,1,1,4,1,7,0,0,0,0,39,15,0,0,0,13,0,8,0,16,0,3,0,32,0,0,0,0,25,38,0,0,0,39
2017-10-01,33,0,0,1,0,0,9,0,0,10,73,0,0,0,0,0,14,16,5,16,0,27,10,0,0,0,9,0,20,0,3,15,0,13,8,26,0,0,1,61,0,0,17,51,0,0,0,13,10,16,0,17,17,6,2,2,3,0,0,14,43,3,18,24,6,3,1,10,1,14,0,0,7,0,40,0,0,0,16,49,0,7,8,19,22,4,0,55,0,12,0,0,0,45,0,9,9,48
2017-11-01,21,0,0,3,0,0,7,0,0,5,44,0,0,14,0,0,29,23,14,7,0,18,13,0,0,4,20,4,9,0,3,20,3,34,8,26,0,2,0,28,1,0,17,17,17,0,3,3,9,33,0,16,0,6,2,0,2,0,14,14,29,9,8,47,9,5,0,6,1,7,7,0,7,0,55,0,7,8,0,20,0,23,8,0,11,5,0,61,0,12,0,0,0,40,0,18,9,54
2017-12-01,37,1,1,1,1,0,26,1,0,5,20,0,7,15,0,0,15,42,13,13,0,34,25,1,0,7,29,4,16,0,0,25,3,67,11,21,0,3,0,23,1,0,17,26,35,0,0,9,18,0,0,17,51,32,3,2,0,0,0,0,59,8,6,100,13,26,0,4,1,43,0,0,7,0,37,22,0,16,8,17,8,19,15,15,0,12,0,78,2,24,0,0,24,18,0,9,9,55
2018-01-01,100,1,3,3,1,0,90,5,0,44,28,5,9,41,27,0,54,100,17,15,0,100,85,2,0,29,96,8,19,0,5,83,2,92,22,25,5,1,3,33,61,0,65,57,65,0,100,3,22,23,0,62,86,100,4,2,2,69,68,14,27,22,38,97,23,100,1,5,4,60,7,20,93,0,38,14,7,0,8,100,23,43,11,43,7,28,0,100,9,11,100,22,89,13,0,21,25,70
2018-02-01,79,0,3,1,1,0,100,4,0,43,25,5,5,37,30,0,22,98,18,22,0,89,69,1,0,18,77,5,27,0,3,70,5,100,24,46,5,2,2,24,54,0,35,35,71,0,38,12,21,43,0,34,68,91,5,3,3,45,30,0,0,19,24,81,21,94,1,4,5,51,7,7,58,0,49,23,8,17,25,63,17,78,12,50,0,19,0,88,3,0,60,36,84,18,0,37,14,100
2018-03-01,29,0,1,1,0,0,30,1,0,19,9,5,5,21,14,0,14,24,19,12,0,29,20,2,0,9,21,4,15,0,2,19,2,59,15,26,5,1,0,5,15,0,42,17,33,0,23,9,10,32,0,40,16,31,5,2,3,0,14,0,14,0,18,48,12,28,1,3,1,27,0,0,7,0,25,28,7,0,8,47,8,7,7,11,15,8,0,65,5,11,11,0,23,9,0,0,0,53
2018-04-01,13,1,0,0,1,0,15,0,0,5,0,10,10,0,0,0,14,14,14,7,0,14,7,0,0,0,11,4,9,0,0,13,0,15,5,36,5,0,1,2,6,0,17,0,0,0,6,3,6,16,0,16,0,11,2,2,2,0,14,14,57,6,3,33,9,5,1,1,1,7,0,7,0,0,40,7,0,8,12,8,0,11,0,7,22,2,0,55,0,12,0,12,35,0,0,9,9,53
2018-05-01,9,0,1,1,0,0,5,0,0,10,0,5,5,0,0,0,15,11,13,7,0,10,6,0,0,4,4,4,9,0,0,5,0,22,0,21,5,2,0,2,0,0,17,26,0,0,3,7,13,17,0,17,0,4,2,3,3,0,0,30,44,3,5,23,6,4,1,1,0,0,0,7,0,0,41,0,0,8,8,12,0,8,8,8,8,2,0,48,2,12,0,0,12,0,0,0,0,29
2018-06-01,6,3,0,2,0,0,3,0,0,0,0,0,8,0,0,0,0,8,8,8,0,5,4,0,0,0,5,5,10,0,0,6,0,12,0,15,0,0,0,2,3,0,19,0,0,0,3,3,16,0,0,18,0,2,0,0,2,0,0,16,0,3,3,20,3,1,1,2,0,8,0,0,0,0,20,8,0,0,9,9,0,0,0,8,8,3,0,24,0,13,0,13,13,0,0,0,0,28
2018-07-01,7,0,0,0,0,0,2,0,0,0,5,11,11,0,0,0,39,8,4,6,0,3,5,0,0,0,5,0,7,0,0,0,0,29,0,9,0,0,1,2,4,0,19,0,0,0,6,3,11,0,0,18,0,2,0,2,0,0,0,0,0,3,7,29,7,0,0,1,0,0,0,0,0,0,40,8,0,0,18,18,0,0,0,17,8,0,0,33,3,26,0,13,0,10,0,0,0,50
2018-08-01,9,0,3,2,0,0,1,0,0,10,0,10,0,0,0,0,15,6,4,4,0,4,2,0,0,0,5,0,5,0,0,7,0,36,6,22,0,0,0,5,3,0,18,0,0,0,3,3,0,0,0,18,0,2,0,0,3,0,0,15,31,5,3,7,7,2,2,4,0,0,0,0,0,0,47,8,8,0,9,9,0,0,0,20,8,0,0,22,0,13,0,0,0,0,0,0,0,39
2018-09-01,22,0,0,0,1,0,6,0,0,10,38,0,10,0,0,0,30,6,9,13,0,17,11,0,0,5,9,0,16,0,5,26,0,16,5,19,0,0,0,36,10,0,18,18,35,0,5,6,6,0,0,17,0,0,2,0,5,0,0,0,15,3,8,13,3,1,1,7,0,0,7,0,7,0,38,8,0,0,8,21,0,15,0,19,0,0,0,63,0,0,0,12,12,19,0,0,0,32
2018-10-01,44,0,3,0,1,0,9,0,0,19,80,5,10,0,0,0,29,16,9,13,0,28,16,0,0,9,26,4,16,0,3,23,3,32,0,34,0,2,1,79,15,0,17,17,26,0,6,9,7,33,0,16,0,6,5,0,0,0,0,0,43,0,8,46,9,3,2,12,1,21,0,0,14,0,33,7,7,8,0,20,8,23,8,30,8,6,0,72,0,12,0,12,0,36,0,9,0,60
2018-11-01,31,0,0,1,0,0,6,0,0,5,54,0,5,0,0,0,22,16,16,11,0,20,11,1,0,4,13,4,13,0,0,30,0,21,11,11,0,1,0,33,9,0,35,17,35,0,3,3,9,0,0,33,17,4,3,3,0,15,0,0,15,6,9,64,9,4,1,6,1,0,0,0,21,0,37,15,7,8,0,25,8,19,0,8,0,7,0,58,0,24,12,24,36,36,0,37,9,52
2018-12-01,29,0,2,2,2,0,9,0,0,5,28,5,0,0,0,0,30,28,11,17,0,28,11,0,0,5,14,0,21,0,0,13,3,47,22,11,5,2,2,17,5,0,54,27,45,0,9,6,17,35,0,52,0,7,2,2,0,0,0,0,15,3,3,72,6,6,2,3,2,30,0,0,15,0,27,0,8,0,13,9,0,8,16,8,8,11,0,52,3,12,37,0,12,19,0,0,9,54
2019-01-01,36,0,1,3,0,0,25,1,0,14,7,5,7,0,14,0,28,28,7,18,0,25,24,0,0,4,13,9,22,0,3,9,3,49,10,36,5,2,0,14,2,0,51,34,34,0,6,0,15,0,0,49,33,17,2,2,2,0,43,0,100,11,8,77,14,29,1,2,2,21,0,0,7,0,62,7,0,16,12,20,8,22,7,0,0,7,0,52,2,12,12,12,0,9,0,9,0,65
2019-02-01,30,2,0,2,2,0,49,0,0,10,10,8,10,15,0,0,30,34,30,15,0,38,18,1,0,5,32,5,19,0,3,13,0,74,6,33,6,2,1,17,3,0,18,18,0,0,0,6,23,35,0,17,17,50,2,0,2,0,91,0,15,3,11,55,8,55,1,1,2,15,0,0,15,0,27,12,8,0,9,30,9,24,0,24,12,6,0,60,0,25,49,25,0,9,0,0,0,30
2019-03-01,35,0,3,2,0,0,67,1,0,10,5,5,7,0,14,0,14,54,22,22,0,37,30,2,0,9,40,4,27,0,6,14,3,50,13,29,11,2,1,11,3,0,34,17,0,0,0,7,15,33,0,33,17,76,2,0,2,15,73,0,44,15,15,45,23,85,1,2,2,21,0,7,21,0,51,15,0,8,8,41,8,19,8,15,23,11,0,66,2,24,47,24,47,9,0,14,0,51
2019-04-01,14,0,0,3,0,0,15,0,0,13,0,5,0,0,0,0,22,20,11,7,0,13,10,0,0,5,11,0,9,0,3,8,0,14,16,30,5,0,1,4,0,0,35,0,0,0,0,8,11,0,0,34,0,16,2,2,3,0,0,0,59,6,13,44,6,19,2,1,1,0,0,0,15,0,30,8,0,8,34,34,25,19,0,0,0,5,0,69,0,37,0,12,0,0,0,9,0,68
2019-05-01,12,0,1,3,0,0,4,0,0,5,20,0,12,14,0,0,44,9,11,11,0,13,7,1,0,0,20,4,14,0,3,8,3,27,0,19,5,1,0,2,0,0,17,35,26,0,0,3,13,0,0,17,0,7,2,2,2,0,0,0,0,0,3,26,0,2,2,2,0,7,0,0,7,0,11,0,15,0,8,8,0,15,0,0,0,2,0,53,2,12,0,0,0,0,0,0,9,35
2019-06-01,9,2,0,0,0,0,3,0,0,6,0,0,6,0,0,0,0,10,12,8,0,7,4,1,0,0,10,5,10,0,0,7,0,15,0,21,0,0,0,1,0,0,0,20,0,0,0,5,13,0,0,0,0,4,4,0,2,0,0,0,0,3,5,19,3,2,1,1,2,0,0,0,0,0,25,8,0,0,9,14,0,17,0,9,17,3,0,39,0,0,0,14,27,0,0,0,0,29
2019-07-01,7,0,2,0,2,0,3,0,0,5,5,5,5,0,0,0,32,0,0,0,0,6,4,0,0,0,5,0,0,0,3,6,0,26,0,14,0,0,1,2,0,0,0,0,0,0,0,3,15,0,0,0,0,2,0,0,0,0,0,0,0,0,3,10,0,2,1,2,0,0,0,0,8,0,24,0,0,0,9,9,0,8,0,8,8,0,0,40,0,0,0,0,0,0,0,0,10,19
2019-08-01,8,0,0,0,2,0,4,0,0,5,13,5,5,0,0,0,0,4,6,8,0,7,3,0,0,0,7,0,9,0,0,4,0,22,5,30,0,0,1,9,0,0,0,18,0,0,0,9,12,17,0,0,0,0,2,0,2,0,0,0,46,0,6,19,3,1,1,1,1,0,0,0,15,0,23,0,0,9,9,17,0,16,0,8,12,3,0,28,0,25,25,0,12,9,0,0,0,24
2019-09-01,23,0,0,1,0,0,5,0,0,11,36,0,13,13,0,0,26,13,8,12,0,15,7,0,0,0,8,0,14,0,2,16,0,31,5,10,5,0,2,40,0,0,0,16,16,0,0,5,16,15,0,0,15,4,1,1,2,13,0,13,27,4,6,27,4,2,2,7,2,0,0,0,6,0,47,7,0,0,15,15,0,7,0,21,10,7,0,62,0,22,0,11,11,17,0,0,8,52
2019-10-01,43,0,0,3,0,0,10,0,0,21,97,0,4,12,12,0,25,16,14,11,0,27,9,0,0,0,15,4,13,0,2,32,2,43,9,21,5,1,0,100,1,0,30,22,30,0,0,6,17,14,0,29,0,6,4,0,2,0,0,13,0,0,11,28,3,4,1,12,1,6,0,12,24,0,38,6,6,0,11,28,0,13,0,20,7,2,0,64,0,20,0,0,0,55,0,8,0,37
2019-11-01,33,0,3,1,1,0,9,0,0,7,48,9,13,26,26,0,26,22,22,13,0,30,12,0,0,8,14,0,16,0,2,21,0,44,14,28,0,1,1,43,1,0,15,15,46,0,0,8,16,30,0,15,0,10,2,0,1,0,0,0,26,6,7,56,5,4,0,7,2,12,0,0,6,0,23,6,0,7,7,18,7,10,7,20,0,5,0,78,0,21,0,10,21,40,0,12,8,43
2019-12-01,40,0,0,0,0,0,32,0,0,9,17,4,4,38,0,0,13,58,21,26,0,35,22,0,0,14,29,8,32,0,0,17,2,89,9,12,5,3,1,23,0,0,38,15,46,0,0,3,20,30,0,37,0,23,3,1,4,0,13,13,26,7,14,97,11,20,2,2,2,63,0,0,6,0,26,10,7,7,7,36,0,10,0,20,10,16,0,91,2,21,21,11,32,12,0,12,8,41
