date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu shots,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,flu like symptoms,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,kentucky flu,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,treatment for flu,taking temperature,flu contagious,flu length,bronchitis,get over the flu,type a flu,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature
2014-10-01,22,0,0,0,0,0,4,0,88,26,0,13,13,3,53,6,1,0,0,14,9,0,7,3,17,9,0,0,22,7,10,9,0,10,10,10,10,0,0,0,3,32,8,0,64,13,0,38,0,0,7,5,9,26,0,0,0,0,14,0,16,7,7,60,0,7,0,0,4,7,33,7,7,0,4,16,0,3,1,0,0,2,0,46,0,4,9,11,0,0,6,0,0,5,64
2014-11-01,15,0,0,0,0,0,0,0,13,0,0,13,14,1,58,6,3,0,0,9,12,0,7,2,22,37,0,0,28,0,27,5,7,10,15,21,0,0,0,0,0,17,13,0,17,0,0,0,13,0,10,0,5,27,13,0,0,4,14,8,14,3,5,38,3,19,0,0,0,0,46,0,8,0,4,14,4,1,6,0,2,7,0,46,0,4,12,8,6,0,24,0,6,0,67
2014-12-01,48,0,18,0,0,4,4,10,29,13,0,61,0,2,86,45,6,0,0,46,47,0,100,11,36,42,18,0,65,7,74,40,14,21,51,46,31,0,0,0,4,25,8,0,25,20,13,47,13,5,56,27,24,33,13,0,13,8,57,39,45,49,3,50,7,87,4,0,27,8,64,8,8,12,6,45,12,14,60,1,5,30,2,87,2,45,17,41,10,6,18,0,36,6,100
2015-01-01,36,0,0,17,0,0,7,11,6,45,0,45,26,3,81,18,6,0,1,39,37,0,34,10,65,40,22,0,53,3,36,16,12,20,25,59,29,0,0,1,3,20,12,0,32,38,0,38,32,0,19,9,9,19,32,0,13,0,49,18,33,16,5,10,21,44,0,0,37,29,47,22,11,8,4,33,6,13,45,1,2,24,0,86,2,24,9,17,4,23,6,0,17,11,85
2015-02-01,16,0,0,0,0,0,0,4,4,14,0,55,14,1,64,12,5,0,0,20,17,0,26,2,13,43,0,0,29,0,31,7,9,11,10,0,10,0,0,1,2,9,13,0,39,14,27,27,0,0,12,10,10,21,0,0,0,0,21,15,17,11,12,14,14,28,0,0,8,8,47,0,8,0,0,17,4,5,19,0,2,8,2,73,2,12,4,18,4,19,6,0,0,6,80
2015-03-01,13,0,18,36,0,4,0,0,0,27,0,27,14,3,58,9,3,0,0,15,12,0,20,0,11,37,9,0,0,4,22,4,5,10,0,15,10,0,0,1,0,0,17,0,0,13,0,0,0,0,15,10,10,27,0,0,13,4,14,10,4,15,5,7,3,8,0,0,4,0,53,0,8,0,4,4,4,4,6,1,1,4,0,55,0,8,4,16,4,6,0,0,6,0,50
2015-04-01,10,0,0,0,0,0,0,4,4,28,0,14,0,0,40,7,3,0,0,8,9,0,15,0,11,24,0,0,0,0,15,4,0,11,21,11,0,0,0,0,0,9,0,0,22,0,14,0,14,0,5,5,10,0,14,0,0,0,11,6,6,4,4,5,5,0,0,0,0,0,59,16,0,0,4,6,0,4,8,0,2,0,0,53,0,4,8,10,0,13,0,0,6,0,78
2015-05-01,7,0,0,0,0,0,0,0,0,36,0,14,0,2,43,3,3,0,0,3,5,0,2,2,8,20,0,0,10,12,13,4,4,0,11,11,0,0,0,0,0,0,13,0,0,14,0,0,0,0,10,5,5,29,0,0,14,0,11,0,13,7,4,7,7,0,0,0,4,0,24,0,0,0,4,13,4,2,1,0,1,2,0,37,0,4,8,8,4,0,0,0,0,0,45
2015-06-01,4,0,0,0,0,0,0,4,0,0,0,0,0,1,34,1,1,0,0,2,3,0,2,0,2,11,0,0,11,0,13,4,4,0,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,31,0,0,16,0,14,0,5,0,4,12,0,0,0,0,0,0,35,0,0,0,10,5,0,0,1,0,0,0,0,32,0,0,5,14,0,0,0,0,7,0,62
2015-07-01,4,0,0,31,0,0,0,0,7,23,0,0,0,2,34,2,3,0,1,2,3,0,3,0,0,0,0,0,0,6,21,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,8,8,0,22,23,0,22,0,7,0,7,0,0,6,0,0,0,0,0,0,39,13,0,0,0,7,0,0,2,0,0,0,0,29,0,0,0,7,0,0,0,0,0,10,56
2015-08-01,5,0,0,30,0,0,0,0,6,33,0,0,0,0,35,0,5,0,0,3,2,0,0,0,9,0,0,0,15,0,6,6,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,8,0,0,22,0,0,0,0,7,0,17,0,6,11,6,0,0,0,0,0,62,0,0,0,0,17,0,2,2,0,2,0,0,22,0,6,10,6,0,0,0,0,0,9,27
2015-09-01,12,0,29,0,0,0,0,0,31,22,0,0,0,2,68,2,6,0,1,9,4,0,3,0,0,37,0,0,15,0,12,6,0,0,17,17,17,0,0,0,2,0,0,0,0,0,0,22,0,0,8,0,8,0,0,0,0,0,13,0,13,5,0,36,6,0,0,0,0,0,37,12,0,0,13,13,7,1,3,0,1,0,0,53,0,6,9,0,6,0,10,0,0,0,54
2015-10-01,20,0,0,0,0,0,0,0,45,43,0,0,0,3,80,10,6,0,0,13,9,0,14,0,11,22,15,0,15,0,8,8,0,0,0,32,16,0,0,0,2,0,27,0,20,21,0,21,0,0,15,8,8,21,0,0,0,0,13,13,10,11,8,81,11,0,0,6,12,0,42,0,0,0,6,10,6,4,3,0,0,2,0,51,0,0,9,6,0,10,10,0,0,0,61
2015-11-01,17,0,0,0,0,0,0,6,24,53,0,21,0,2,59,9,2,0,1,11,14,0,19,0,8,22,0,0,14,6,37,17,11,0,24,0,16,0,0,0,2,0,20,0,20,0,0,21,0,0,11,0,8,21,0,0,21,0,6,13,13,5,0,32,5,6,0,0,18,12,36,0,0,0,6,13,13,4,1,0,0,2,0,81,3,6,12,12,6,19,0,0,0,0,65
2015-12-01,11,0,0,0,0,0,0,6,12,21,0,0,0,0,97,2,6,0,0,8,10,0,3,0,3,29,0,0,0,6,36,6,6,0,16,16,16,0,0,0,2,13,26,0,13,0,0,21,21,0,23,8,11,41,21,0,0,0,6,6,16,5,11,8,5,24,0,0,6,0,71,0,0,0,6,16,6,3,6,0,0,6,0,100,0,0,9,24,0,0,0,0,9,9,69
2016-01-01,9,0,0,0,0,0,0,0,8,15,0,0,0,1,65,3,5,0,0,8,10,0,6,2,4,35,0,0,10,8,24,8,4,0,22,11,11,0,0,0,2,0,9,0,9,0,0,29,0,0,5,21,5,15,0,0,0,0,7,4,7,4,11,6,4,0,0,0,0,0,21,8,8,0,5,7,0,3,6,1,0,2,0,72,0,0,8,4,4,7,0,0,0,6,42
2016-02-01,16,0,0,0,0,4,0,0,4,15,0,30,0,4,69,11,2,0,0,17,14,0,24,0,14,41,0,0,10,4,28,4,4,0,17,0,0,0,0,1,1,9,9,0,23,0,0,15,0,0,14,0,16,15,0,0,0,5,30,7,7,13,4,13,8,9,0,4,9,8,42,8,8,0,5,7,5,4,12,1,0,4,0,62,4,13,24,15,0,13,0,0,7,0,43
2016-03-01,21,0,19,0,0,4,0,0,8,43,0,29,0,2,56,14,6,0,0,26,23,0,27,2,25,20,10,0,10,4,33,8,4,11,33,22,11,0,0,0,1,27,9,0,18,21,0,14,14,0,18,10,21,14,14,0,28,0,22,9,22,13,11,11,9,16,0,8,0,8,32,8,8,0,0,22,9,13,25,0,3,9,0,65,2,33,10,17,4,19,6,0,19,6,65
2016-04-01,13,0,20,0,0,4,0,0,4,15,0,15,0,2,45,9,4,0,0,14,11,0,16,2,12,31,0,0,0,0,26,8,0,0,17,40,11,0,0,0,0,19,9,0,9,30,0,0,0,0,22,5,11,0,0,0,15,0,16,16,16,13,8,6,4,34,0,0,4,0,51,17,17,0,5,16,0,4,13,1,2,8,0,48,2,11,11,11,0,13,0,0,20,6,53
2016-05-01,9,20,0,0,0,0,0,4,4,30,0,0,0,1,56,1,3,0,0,5,4,0,2,2,8,15,0,0,0,0,12,10,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,30,0,0,0,0,11,5,7,10,15,6,8,0,0,0,4,0,42,8,0,0,9,7,0,2,2,1,0,0,0,41,0,4,9,4,0,7,0,0,0,0,78
2016-06-01,3,0,0,0,0,0,0,0,0,16,0,0,0,2,38,1,3,0,0,3,3,0,2,0,2,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,10,20,0,0,16,0,0,0,0,6,0,6,16,0,0,0,0,5,0,7,0,0,4,4,5,0,0,0,0,27,0,9,0,5,7,0,1,3,0,1,2,0,33,0,0,9,0,0,0,0,0,0,7,40
2016-07-01,4,0,0,0,0,0,0,0,4,15,0,16,0,1,31,0,2,0,1,4,1,0,0,0,2,11,0,0,11,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,15,0,0,6,0,6,15,0,0,16,0,19,0,9,0,4,6,0,0,0,0,9,0,31,0,0,0,7,9,0,1,1,0,1,0,0,19,0,5,5,0,0,7,7,0,0,6,61
2016-08-01,6,0,0,0,0,4,0,0,13,23,0,0,0,1,37,2,2,0,0,4,4,0,2,0,4,26,0,0,0,6,12,4,4,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,6,0,6,15,0,0,0,0,9,5,5,8,6,8,0,4,0,4,9,0,35,9,0,0,5,5,0,1,0,1,0,2,0,37,0,0,7,9,0,0,0,0,0,0,44
2016-09-01,11,20,0,0,0,0,0,13,30,15,0,0,0,3,81,5,2,0,0,11,6,0,12,0,4,31,0,0,0,0,22,8,8,0,11,0,23,0,0,0,1,9,19,0,9,0,15,15,0,0,0,0,5,15,0,0,0,0,16,11,9,8,4,28,0,0,0,0,0,0,59,8,0,0,0,9,5,3,1,0,0,0,0,55,2,0,0,11,0,13,0,0,0,6,62
2016-10-01,16,0,0,0,0,0,4,0,48,29,0,0,0,2,66,6,3,0,0,12,5,0,12,2,6,45,0,0,0,4,17,8,4,0,22,11,0,0,0,0,2,18,0,0,14,0,0,29,0,0,5,0,5,15,0,0,0,0,4,4,11,9,6,44,4,0,0,0,0,0,41,8,8,4,7,11,0,0,3,0,0,2,0,49,0,0,0,6,0,7,7,0,13,0,48
2016-11-01,14,0,0,0,0,0,4,0,22,0,0,28,0,2,69,7,4,0,0,11,7,0,13,4,2,34,0,0,10,0,23,6,9,11,32,0,11,0,0,0,1,9,0,0,9,0,0,14,0,0,0,5,5,21,0,0,0,4,11,9,17,7,4,11,5,4,0,0,4,8,28,12,0,0,4,17,0,0,2,1,3,2,0,80,0,0,8,12,4,0,0,0,6,0,41
2016-12-01,14,0,18,0,0,0,4,8,8,41,0,0,0,2,80,12,6,0,0,13,12,0,25,4,16,65,0,0,9,4,45,4,5,0,20,20,10,0,0,0,1,0,13,0,8,13,0,13,0,0,12,7,17,34,0,0,0,0,23,12,19,14,3,12,9,11,0,0,0,0,34,8,11,0,4,19,8,1,7,0,1,3,0,84,2,4,12,8,8,6,12,0,0,6,62
2017-01-01,19,0,0,0,0,4,4,4,5,0,0,13,13,3,60,11,2,0,0,20,19,0,17,3,24,26,0,0,9,0,29,14,10,10,39,29,10,0,0,1,3,16,8,0,20,25,0,38,13,0,21,5,7,38,13,0,0,4,25,20,14,11,7,10,6,15,0,0,7,7,29,7,7,0,8,14,4,7,14,1,3,7,0,73,0,17,19,9,7,11,0,0,0,5,72
2017-02-01,39,0,37,18,0,0,4,8,0,41,0,42,14,2,77,36,6,0,0,44,36,0,64,5,44,52,19,0,14,4,52,24,18,0,37,52,10,0,0,1,3,26,17,0,17,41,0,41,14,5,37,10,20,21,14,0,14,4,42,29,67,40,5,26,19,43,0,8,43,8,66,19,31,4,4,67,8,19,35,1,4,18,0,67,3,46,12,16,6,37,12,0,43,9,54
2017-03-01,29,0,0,0,0,3,3,0,3,24,0,42,24,3,59,19,4,0,0,31,27,0,48,3,30,58,8,0,12,3,42,29,14,9,23,41,14,0,0,2,3,15,11,0,26,18,0,36,18,4,28,17,7,18,18,0,18,0,29,24,40,41,3,12,6,45,3,3,10,0,51,7,10,0,4,40,6,7,37,1,4,19,1,67,1,49,7,17,7,65,5,0,11,5,70
2017-04-01,11,0,18,18,0,0,4,4,4,14,0,14,14,1,54,7,2,0,0,11,9,0,13,2,11,42,9,0,9,0,20,4,7,0,21,0,0,0,0,0,0,0,17,0,21,0,13,0,0,0,12,7,10,13,0,0,14,4,10,8,12,12,5,5,3,4,0,0,4,8,61,0,8,0,4,12,0,2,5,0,0,4,0,52,2,6,4,6,4,6,6,0,0,0,68
2017-05-01,6,0,0,0,0,0,0,0,4,0,0,0,14,1,41,2,3,0,0,4,5,0,4,0,7,19,0,0,9,0,26,4,0,0,0,0,0,0,0,0,1,8,0,0,0,40,0,13,13,0,0,5,10,14,13,0,0,0,6,8,10,3,3,0,3,0,0,0,4,0,65,0,0,0,4,10,4,4,3,0,2,2,0,49,0,4,10,4,0,0,0,0,0,0,54
2017-06-01,7,0,0,0,0,0,0,0,4,15,0,0,0,1,32,1,2,0,0,5,6,0,0,0,4,10,0,0,0,4,8,18,4,0,0,0,0,0,0,0,0,9,0,0,9,14,0,0,0,0,0,5,0,14,0,0,0,0,0,4,4,7,7,22,4,0,0,0,0,8,12,0,0,0,0,4,4,1,4,0,1,2,0,31,0,0,0,0,4,0,7,0,0,0,48
2017-07-01,8,0,0,0,0,0,0,8,8,14,0,14,0,1,34,2,2,0,0,4,5,0,6,0,4,10,0,0,0,0,21,19,4,0,27,11,0,0,0,0,0,0,9,0,13,14,0,0,0,0,5,5,0,29,0,0,0,4,7,0,9,7,11,22,4,4,0,0,4,0,32,0,0,0,13,9,0,2,0,1,0,2,0,23,0,4,4,0,0,0,0,0,0,6,71
2017-08-01,8,17,0,17,0,0,0,4,22,0,0,0,0,2,33,3,3,0,0,5,6,0,7,0,5,27,0,0,0,3,24,3,5,0,10,0,0,0,0,0,0,12,8,0,0,0,0,0,13,0,0,0,5,0,13,0,0,0,12,0,4,3,5,12,7,0,0,0,4,0,52,0,0,0,4,4,0,0,1,1,2,0,0,39,0,8,9,4,4,6,6,0,0,0,41
2017-09-01,14,0,0,17,0,0,0,0,32,26,0,0,0,3,55,7,2,0,0,9,6,0,19,2,5,27,0,0,0,0,16,5,7,10,20,10,0,1,0,0,2,8,8,0,16,13,0,26,13,0,5,0,9,13,13,0,0,4,12,4,12,3,3,35,0,0,0,0,4,0,40,7,7,0,0,12,0,3,3,0,1,2,0,46,0,6,4,8,0,23,0,0,6,5,54
2017-10-01,19,0,0,0,0,0,0,0,49,19,0,0,13,3,50,7,1,0,0,13,10,0,15,3,7,35,0,0,9,3,20,12,10,0,10,0,10,2,0,0,1,16,12,0,12,25,0,13,13,0,16,7,12,32,13,0,25,0,19,10,17,11,3,53,5,4,0,4,0,0,36,7,0,0,4,17,0,3,1,0,0,2,0,50,0,0,15,17,0,6,11,0,0,5,66
2017-11-01,17,16,0,0,0,0,0,0,19,12,0,12,12,1,67,8,5,0,0,13,10,0,15,2,10,55,8,0,9,0,38,7,3,10,0,14,9,0,0,0,1,15,8,0,16,0,0,12,12,9,9,0,4,18,12,0,12,4,8,4,26,6,3,35,3,10,0,3,10,7,63,7,0,4,0,26,0,3,3,0,3,4,0,58,0,4,12,11,4,0,6,0,17,0,87
2017-12-01,46,17,0,17,0,4,4,4,9,19,0,58,13,2,79,30,6,0,0,46,41,0,53,12,39,75,9,0,26,3,79,17,10,24,34,64,0,0,0,1,2,12,12,0,12,45,13,25,13,5,44,19,9,38,13,0,13,6,35,25,43,26,3,28,13,77,0,0,7,7,43,22,18,6,10,43,10,9,46,0,3,32,2,89,2,52,19,17,31,23,0,0,6,11,77
2018-01-01,100,0,47,63,0,7,5,15,28,59,0,100,53,3,100,56,5,0,0,100,87,0,86,16,100,81,8,0,60,3,86,74,14,27,85,94,36,100,0,3,3,51,40,0,55,52,0,41,12,9,100,25,38,29,12,0,12,9,61,45,100,39,9,48,37,100,7,3,97,13,50,17,17,7,9,100,9,17,91,3,5,49,0,90,2,85,10,54,100,100,16,0,37,10,70
2018-02-01,87,17,17,0,0,11,4,14,14,13,0,57,25,2,87,54,5,0,0,100,72,0,83,12,90,100,9,0,48,5,100,51,20,19,48,92,24,88,0,3,5,44,20,0,24,56,12,56,13,9,83,21,32,50,13,0,0,4,62,54,89,52,3,40,29,65,4,4,76,7,100,18,36,10,6,89,27,18,100,1,1,35,2,85,2,95,9,62,33,57,46,11,34,11,81
2018-03-01,24,0,31,31,0,3,0,7,3,12,0,23,0,1,67,18,4,0,0,24,18,0,40,5,18,36,0,0,16,6,45,9,11,13,13,26,13,17,0,0,1,14,7,0,29,11,11,17,0,4,21,4,4,12,0,0,0,4,12,16,35,16,9,18,12,36,7,0,3,0,39,7,7,0,14,35,11,5,27,3,2,12,0,55,1,12,7,10,0,21,5,0,26,5,50
2018-04-01,12,0,0,0,0,4,0,11,4,12,0,0,12,1,62,5,4,0,0,10,10,0,15,3,11,47,0,0,8,0,28,5,7,0,24,10,10,13,0,0,0,23,16,0,16,37,0,0,0,0,20,14,9,12,0,0,0,0,15,8,17,6,3,5,5,7,0,0,11,0,53,11,0,0,4,17,0,3,7,3,2,4,0,63,0,9,7,5,0,0,6,0,0,0,51
2018-05-01,6,0,0,0,0,0,0,0,3,18,0,0,12,1,38,3,2,0,0,5,4,0,6,2,10,17,0,0,8,3,13,0,0,0,0,0,0,3,0,1,0,0,8,0,19,0,0,0,0,0,7,4,0,12,0,0,0,0,4,4,11,3,3,11,0,7,0,0,7,7,24,0,0,0,6,11,0,0,1,2,0,2,0,46,0,4,9,4,7,0,0,0,5,0,53
2018-06-01,4,0,0,0,0,0,0,0,0,26,0,0,0,1,35,3,1,0,0,4,3,0,5,0,2,9,0,0,0,0,21,0,0,0,0,0,10,2,0,0,0,8,0,0,12,0,0,0,0,0,14,0,5,13,0,0,13,0,4,0,4,3,3,10,0,4,0,0,7,0,36,0,0,0,4,4,0,0,0,0,0,2,0,33,0,7,4,4,0,12,0,0,0,0,40
2018-07-01,4,0,0,0,0,4,4,4,7,13,0,0,0,2,37,2,5,0,0,3,2,0,0,0,2,17,0,0,0,7,15,0,0,0,10,0,10,2,0,0,0,0,8,0,8,13,0,0,13,0,5,5,5,19,13,0,13,0,6,4,4,6,3,8,0,0,0,0,4,0,43,7,0,0,8,4,0,0,3,0,1,0,2,28,0,4,4,6,0,6,0,0,0,0,50
2018-08-01,6,0,0,0,0,0,0,4,5,12,0,0,0,2,46,2,2,0,0,5,3,0,5,3,5,21,0,0,0,0,21,7,5,0,0,0,19,4,0,0,0,15,0,0,23,0,0,0,0,0,11,4,4,24,0,0,12,0,8,4,6,0,0,16,3,3,3,3,0,0,49,7,0,0,8,6,4,2,1,0,2,1,0,41,1,0,4,4,7,0,6,0,0,0,51
2018-09-01,15,0,0,0,0,4,0,0,32,0,0,0,0,2,63,7,1,0,0,12,6,0,18,2,8,43,0,0,0,3,30,10,7,0,9,9,9,15,0,0,0,16,12,0,8,12,0,0,12,0,5,0,7,12,12,0,12,0,8,4,11,13,3,30,13,4,0,0,7,0,28,0,0,0,4,11,11,1,5,0,3,4,0,51,0,5,5,5,4,0,0,0,17,0,67
2018-10-01,26,0,16,0,0,0,0,3,77,12,0,0,25,3,59,11,1,0,0,17,13,0,16,3,8,46,0,0,21,0,25,15,5,0,37,19,0,21,0,0,0,8,23,0,12,24,0,0,12,0,9,0,11,12,12,0,12,0,13,7,28,8,0,64,5,3,0,0,10,7,42,14,0,4,9,28,6,3,3,0,1,2,0,60,0,7,11,18,7,11,6,6,0,0,61
2018-11-01,19,0,16,0,0,0,3,7,30,25,0,12,0,4,67,6,3,0,0,19,13,0,13,2,16,51,8,0,17,0,33,3,10,0,14,14,9,13,0,2,1,19,8,0,11,12,0,12,0,0,18,4,11,12,0,0,0,0,17,11,24,8,0,25,5,0,0,0,0,7,45,14,0,0,0,24,7,3,5,0,1,1,0,57,0,14,9,14,5,11,11,0,5,0,76
2018-12-01,23,0,50,0,0,4,5,0,14,19,0,13,13,2,85,16,7,0,0,23,17,0,35,5,20,64,13,0,9,0,53,10,7,19,24,29,19,14,0,0,2,19,8,0,27,31,0,25,25,0,20,4,16,12,25,0,0,4,23,11,23,11,8,14,8,42,7,0,11,0,42,7,14,6,0,23,0,3,13,1,0,20,0,63,3,13,5,22,18,11,6,6,6,10,49
2019-01-01,45,31,16,16,0,0,7,3,13,29,0,23,17,4,89,38,5,0,0,47,37,0,70,6,37,87,24,0,12,6,53,19,20,9,44,31,18,7,0,1,3,29,29,0,18,52,0,34,11,6,54,6,34,23,11,0,0,3,28,32,69,19,10,19,22,63,3,10,20,6,62,20,26,4,5,69,3,10,38,0,2,23,0,85,2,43,8,33,40,52,5,5,31,5,79
2019-02-01,56,16,65,16,0,3,0,7,12,37,0,37,31,4,66,41,6,0,0,59,46,0,75,10,47,80,0,0,13,7,51,23,12,14,23,23,23,7,0,2,4,27,39,0,39,61,0,43,12,4,58,13,22,31,12,0,12,7,24,26,94,53,6,19,23,94,3,0,31,7,56,10,7,0,4,94,11,11,56,2,2,30,0,76,5,82,16,36,55,99,11,5,44,5,66
2019-03-01,31,31,46,0,0,3,0,10,3,35,0,35,23,3,66,27,5,0,0,32,21,0,58,6,21,55,0,0,12,6,57,14,18,26,13,22,0,3,0,1,1,22,14,0,22,17,0,17,11,0,27,12,4,46,11,0,23,7,16,37,44,28,4,13,16,56,0,3,16,0,62,6,13,3,5,44,10,8,30,1,0,23,3,65,1,35,7,20,18,31,0,5,10,5,52
2019-04-01,13,0,0,0,0,0,0,0,4,25,0,0,0,1,58,5,5,0,0,10,10,0,10,3,3,13,0,0,9,0,17,7,8,0,38,14,9,2,0,0,1,8,0,0,19,0,0,12,0,0,9,0,11,12,0,0,0,0,15,8,17,16,3,6,3,11,0,0,0,7,67,14,14,0,11,17,4,1,8,0,1,4,1,46,0,14,7,13,7,0,0,6,0,0,69
2019-05-01,7,0,0,0,0,0,0,0,4,12,0,0,0,1,44,3,2,0,0,6,5,0,5,0,3,17,0,0,0,3,16,7,7,0,9,0,9,0,0,0,0,0,8,0,8,12,0,0,0,0,4,0,4,0,0,0,12,0,7,4,9,3,6,9,9,3,0,3,10,0,55,0,0,0,8,9,4,3,2,0,0,1,0,52,0,4,5,7,9,0,0,0,5,0,63
2019-06-01,5,0,0,0,0,0,0,0,0,13,0,0,0,2,43,2,2,0,0,4,2,0,3,0,2,27,0,0,0,0,22,3,3,0,0,0,10,0,0,0,0,8,0,0,12,0,0,0,13,0,12,5,5,13,13,0,0,0,12,8,10,3,3,7,0,4,0,0,4,0,33,15,0,0,0,10,0,0,1,0,0,2,0,36,0,0,7,7,0,6,6,0,0,0,62
2019-07-01,4,0,0,0,0,0,0,0,0,25,0,0,12,2,46,2,2,0,0,3,3,0,3,0,0,21,0,0,8,0,18,3,0,0,9,0,0,0,0,0,1,0,15,0,12,25,0,12,0,0,4,5,4,0,0,0,0,0,4,0,4,0,3,6,3,4,0,0,0,0,28,7,7,0,4,4,0,0,0,0,0,1,0,30,0,4,7,11,0,0,0,0,0,0,15
2019-08-01,6,0,16,0,0,0,0,0,3,12,0,12,0,3,54,2,3,0,1,6,4,0,3,0,2,36,0,0,0,0,27,6,3,9,13,9,0,1,0,0,2,7,11,0,0,0,0,23,0,0,9,4,6,12,0,0,12,0,9,7,7,5,6,8,3,0,0,0,0,0,40,0,0,4,0,7,0,1,1,1,1,3,0,29,0,0,9,10,10,0,5,0,0,5,37
2019-09-01,14,0,15,0,0,0,0,0,37,34,0,11,0,1,64,4,3,0,0,11,7,0,6,0,7,19,0,0,0,3,24,5,6,9,9,9,9,1,0,0,1,0,0,0,18,11,0,11,22,0,24,4,6,45,22,0,0,0,9,10,17,4,3,26,0,3,0,0,3,6,48,6,0,0,7,17,0,2,2,0,2,1,1,66,0,3,6,8,3,10,10,5,0,0,63
2019-10-01,29,0,13,0,0,0,0,0,95,10,0,10,0,4,64,12,3,0,0,23,12,0,28,0,11,34,0,0,7,3,30,13,4,15,15,8,8,2,0,0,2,19,32,0,13,20,10,20,10,0,13,4,7,20,10,0,10,0,26,3,15,6,3,86,8,11,0,3,8,0,45,6,0,0,3,15,0,3,5,1,1,4,0,58,1,6,9,7,4,18,4,4,13,4,41
2019-11-01,25,0,15,0,0,3,3,3,41,22,0,27,0,1,83,13,4,0,0,22,16,0,23,4,20,53,0,0,15,3,47,6,10,25,12,17,8,0,0,0,3,34,14,0,7,11,11,38,0,0,20,6,8,11,0,0,11,7,20,13,23,11,3,36,6,22,0,3,15,0,43,6,0,3,7,23,7,5,11,1,0,8,1,79,1,8,3,17,9,15,5,0,10,0,54
2019-12-01,43,0,100,0,0,3,9,5,12,16,0,75,16,3,100,30,5,0,0,44,35,0,45,7,27,62,7,0,15,6,71,19,7,16,33,82,24,2,0,1,1,23,23,0,13,26,0,16,11,0,31,0,12,21,11,0,11,3,34,34,65,35,5,27,16,42,0,0,24,6,39,12,6,7,0,65,0,7,35,1,1,27,0,88,3,51,8,22,28,57,10,14,14,4,68
