date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu in maine,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,flu maine,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,maine cdc flu,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,maine cdc,flu vs. cold,flu symptoms 2018,human temperature,high fever,medicine for flu,flu treatments,cold vs flu,influenza type a,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,flu map,treatment for flu,taking temperature,exposed to flu,keto flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,oscillococcinum,flu medicine,flu remedies,flu shot side effects,flu complications,treat flu,how to get rid of the flu,body temperature
2014-10-01,26,0,0,32,0,0,0,0,0,0,0,0,0,0,11,50,0,4,0,0,21,4,2,0,0,22,11,11,11,0,40,0,0,0,0,0,0,0,66,0,0,0,0,9,100,0,0,9,0,0,0,0,0,34,22,0,0,0,0,0,27,0,12,12,0,29,0,14,0,0,0,36,18,0,0,0,19,0,38,56,0,0,0,0,14,35,0,6,10,26,0,27,0,0,0,30
2014-11-01,14,0,0,0,0,44,0,0,0,0,0,0,0,0,0,67,8,0,0,5,5,7,0,0,5,0,0,0,0,0,44,0,0,0,0,0,0,0,29,0,0,0,0,0,29,0,0,20,39,22,0,0,0,25,0,0,0,0,0,0,60,13,14,27,20,0,0,16,0,0,0,40,0,21,0,0,21,0,21,21,0,0,0,0,16,39,0,7,0,0,0,0,0,0,0,33
2014-12-01,23,0,0,33,0,41,0,0,0,0,0,0,0,0,4,44,6,4,0,0,13,7,0,0,2,11,0,0,11,0,0,0,0,22,0,0,22,3,19,0,0,0,0,0,36,0,0,0,9,0,0,0,0,24,23,0,0,0,0,0,0,25,13,13,19,15,0,22,0,38,0,38,0,60,0,0,20,20,20,39,0,0,0,0,22,47,0,0,0,0,0,28,0,15,0,0
2015-01-01,31,0,32,0,0,0,0,39,0,0,0,0,45,0,7,77,22,8,0,8,29,30,2,0,8,44,11,0,22,0,40,40,0,43,0,0,43,5,13,0,0,17,0,9,48,0,0,18,9,0,0,40,20,100,0,0,0,27,0,27,27,12,18,73,12,14,0,36,0,18,0,45,36,38,0,19,29,57,56,19,19,0,0,0,36,100,0,10,0,0,0,27,0,0,0,15
2015-02-01,19,0,0,35,0,0,0,0,0,50,0,0,100,0,4,72,16,7,0,0,7,21,0,0,7,18,12,0,18,0,0,0,0,24,24,0,0,4,4,0,0,19,0,0,39,0,0,10,15,0,0,45,0,25,25,0,25,0,0,0,30,14,14,20,14,0,0,24,0,0,0,0,0,43,0,0,21,21,21,0,0,0,0,0,24,54,0,7,0,0,0,0,0,0,0,66
2015-03-01,14,0,32,0,0,39,0,0,0,0,0,0,0,0,4,87,15,4,0,0,12,21,0,0,11,33,11,0,11,0,40,0,0,21,21,0,21,0,3,0,0,0,9,9,30,0,0,9,13,20,0,0,0,23,22,0,0,0,0,0,0,12,0,55,12,14,0,22,0,0,0,0,0,19,0,0,0,19,19,19,19,0,0,0,22,68,0,13,6,26,26,0,0,0,0,15
2015-04-01,14,0,0,33,0,0,0,0,0,47,0,0,0,0,0,60,4,0,0,0,9,2,0,0,2,11,0,0,0,0,0,0,0,22,44,0,0,3,3,0,0,0,0,0,41,0,0,0,9,0,0,0,0,47,23,0,46,0,0,0,28,0,13,32,13,0,0,0,0,0,0,38,38,20,0,0,20,20,0,29,0,0,0,0,0,37,0,7,7,0,0,0,0,0,0,16
2015-05-01,2,0,0,68,0,0,42,0,0,48,0,0,0,0,0,39,0,4,0,4,4,0,0,0,0,0,0,0,12,0,43,0,0,0,46,0,0,0,0,0,0,0,9,9,28,0,0,9,19,22,0,0,0,0,0,0,0,0,0,29,29,0,13,13,0,0,0,0,0,0,0,20,0,0,0,0,20,0,20,0,0,0,0,15,0,28,0,0,0,28,28,0,0,0,0,48
2015-06-01,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,36,0,9,0,4,4,9,0,0,0,12,0,0,24,0,0,0,0,0,24,0,0,0,7,0,0,0,0,0,53,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,59,14,0,52,14,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,16
2015-07-01,2,0,0,63,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,0,0,0,13,0,0,0,0,22,22,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,36,0,0,0,0,19,0,0,0,0,14,0,0,0,22,0,0,0,0,0,0,0,0,0,30
2015-08-01,5,0,0,0,0,0,0,0,0,44,0,0,0,0,5,25,4,0,0,0,12,2,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,30,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,72
2015-09-01,18,0,29,0,0,0,0,0,0,0,0,0,0,0,3,47,5,8,0,0,9,0,0,0,4,10,0,0,20,0,73,0,0,0,0,0,0,0,30,0,0,16,8,0,12,0,0,8,16,0,0,37,0,0,0,0,31,0,0,0,25,0,22,22,0,0,0,0,0,0,0,33,0,0,0,0,35,0,17,17,0,13,0,0,0,44,0,6,0,0,0,49,0,0,0,27
2015-10-01,34,0,0,0,0,0,0,0,0,42,0,0,0,0,10,82,3,11,0,0,17,8,0,0,0,20,10,0,30,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,65,0,0,8,12,0,0,0,0,21,21,0,0,0,0,0,25,0,0,11,0,0,0,0,0,17,0,34,17,0,0,18,0,0,17,18,0,0,0,0,0,39,0,6,6,25,0,99,0,0,0,83
2015-11-01,17,0,31,31,0,0,0,0,0,0,0,0,0,0,7,84,7,0,0,0,16,8,0,0,4,26,11,0,0,0,0,0,0,0,41,0,0,0,29,0,0,0,0,0,21,0,0,9,17,20,0,0,0,22,22,0,0,0,0,0,0,0,0,18,0,28,0,14,0,18,0,53,0,0,0,0,0,0,18,18,0,0,0,0,14,47,0,9,0,0,26,39,0,0,0,87
2015-12-01,16,0,30,0,0,0,0,0,0,0,0,0,43,0,3,63,3,0,0,0,6,6,0,0,2,21,0,0,0,0,0,0,0,0,40,0,0,0,6,0,0,8,0,8,0,0,0,17,25,0,0,19,0,21,21,0,0,0,0,0,0,17,11,74,23,14,0,20,0,17,0,26,0,36,0,18,18,18,0,18,36,0,0,0,20,70,0,12,0,0,0,25,0,0,0,84
2016-01-01,12,0,0,27,0,0,0,0,0,0,0,0,38,0,3,62,3,10,0,0,5,5,0,0,2,9,0,9,27,0,0,0,0,54,0,0,0,0,7,0,0,0,7,7,48,0,0,0,11,17,0,0,0,19,0,0,19,0,0,0,23,0,10,36,0,12,0,18,0,0,0,69,15,32,0,0,16,16,16,47,0,12,0,0,18,43,0,0,0,22,22,0,0,0,0,25
2016-02-01,14,0,28,0,0,0,0,0,0,0,0,0,0,0,3,53,6,7,0,0,14,7,0,0,0,0,0,0,19,0,35,35,0,0,19,0,37,0,9,0,0,8,0,0,26,0,0,8,8,0,0,17,0,38,0,0,0,0,0,23,70,0,0,53,0,12,0,19,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,19,39,0,6,0,0,46,23,0,0,0,26
2016-03-01,25,0,25,25,0,0,0,0,0,0,0,0,0,0,6,86,10,7,0,0,7,15,0,0,8,18,9,0,18,0,0,0,0,17,34,0,0,3,5,0,0,0,7,0,32,0,0,0,21,0,0,0,0,36,0,0,18,0,0,0,22,10,19,54,10,12,0,12,0,15,0,22,29,0,0,15,31,0,0,0,15,0,0,0,12,49,0,10,0,0,21,0,0,0,0,72
2016-04-01,19,0,28,0,0,34,0,34,0,78,0,0,39,0,3,57,11,4,0,4,7,13,0,0,7,14,9,9,9,0,34,0,0,0,18,0,0,0,3,0,0,8,7,0,45,0,0,8,19,0,0,18,0,19,0,0,19,0,0,0,0,10,21,58,10,12,0,19,0,0,0,47,0,0,0,0,33,16,0,16,16,0,0,0,19,39,0,8,0,0,0,0,0,0,0,78
2016-05-01,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,38,3,7,0,0,3,12,0,0,2,9,0,0,18,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,29,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,12,0,0,0,15,0,37,0,0,0,0,0,0,0,0,0,12,0,23,0,42,0,5,0,0,22,0,0,0,0,61
2016-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,0,5,2,0,0,0,0,0,9,9,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,0,6,0,23,0,0,0,0,13
2016-07-01,9,0,0,26,0,0,0,0,0,0,0,0,0,0,6,31,3,3,0,0,0,2,0,0,2,9,0,0,9,0,0,0,0,0,18,0,0,0,6,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,45,0,0,0,0,16,0,0,0,15,0,0,12,0,24,0,0,0,0,0,0,0,0,0,37
2016-08-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,3,3,0,0,5,2,0,0,0,9,0,9,9,0,0,0,0,0,18,0,0,3,7,0,0,0,0,7,18,0,0,0,14,0,0,0,0,0,18,0,36,0,0,0,0,10,0,15,10,0,0,12,0,0,0,22,0,0,0,16,0,15,15,0,0,0,0,0,12,34,0,5,0,0,0,0,0,0,0,48
2016-09-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,0,5,0,3,13,3,0,0,0,9,9,9,13,0,0,0,0,0,34,0,0,3,32,0,0,0,0,0,10,0,0,7,7,0,0,0,0,0,0,0,0,0,0,22,0,10,10,19,10,0,0,0,0,0,0,36,0,0,0,16,15,0,15,0,0,0,0,0,0,46,0,5,0,0,0,0,0,0,0,12
2016-10-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,6,5,0,0,9,13,0,0,3,17,0,0,12,0,0,0,0,0,0,0,0,0,58,0,0,7,7,7,27,0,0,10,10,0,0,15,0,0,0,0,17,0,0,0,31,0,0,0,9,11,0,11,0,14,0,69,14,0,0,0,0,0,0,14,0,11,0,11,11,57,0,5,0,0,0,41,0,0,0,23
2016-11-01,15,0,0,25,0,0,0,0,0,0,0,0,35,0,3,64,6,6,0,0,5,7,0,0,3,13,0,0,17,0,0,0,0,0,33,0,17,0,16,0,0,0,0,0,21,0,0,0,10,16,0,0,0,0,0,0,18,0,0,0,32,0,10,14,0,11,0,0,0,0,0,57,0,0,0,0,15,0,0,0,0,0,0,0,0,51,0,0,5,0,21,42,0,0,0,35
2016-12-01,13,0,24,24,0,0,0,0,0,35,0,0,0,0,0,51,6,5,0,0,6,6,0,0,2,8,0,8,13,0,0,0,0,0,33,0,0,0,11,0,0,7,0,7,27,0,0,0,14,0,0,15,0,17,0,0,0,0,0,0,0,0,0,51,0,0,0,11,0,0,0,14,0,30,0,0,0,14,14,0,14,0,0,0,11,47,0,7,0,0,20,0,0,0,0,11
2017-01-01,28,0,0,0,0,0,0,0,0,0,0,0,33,0,3,72,3,6,0,0,18,15,0,0,2,8,8,0,16,0,0,0,0,0,0,0,16,0,11,0,0,0,10,0,26,0,0,16,16,15,0,0,0,0,33,0,17,0,0,0,20,0,22,81,0,0,0,11,0,0,0,40,13,0,0,14,35,14,28,14,14,10,0,10,11,69,0,0,0,20,0,0,0,0,0,77
2017-02-01,17,0,0,25,0,0,0,0,0,0,0,0,0,0,4,61,6,7,0,0,11,18,0,0,2,26,9,26,17,0,32,0,0,0,0,0,0,0,11,0,0,0,0,0,24,0,0,7,18,16,0,0,0,44,0,0,0,0,0,0,43,0,24,62,10,0,0,23,0,0,0,22,0,0,0,0,38,15,15,15,0,11,0,0,23,69,0,5,0,21,0,0,0,12,0,12
2017-03-01,20,0,22,44,0,0,27,0,0,0,0,0,0,0,6,71,8,3,0,0,17,15,1,0,7,11,11,8,8,0,56,28,0,15,59,0,15,0,3,0,0,6,6,0,27,0,0,6,15,0,0,14,0,39,0,0,0,0,0,0,0,13,25,63,13,0,0,20,0,12,0,38,12,13,0,0,40,13,0,26,0,10,0,0,20,51,0,4,4,18,18,0,0,0,0,41
2017-04-01,20,0,0,48,0,0,0,0,0,0,0,0,0,0,7,42,10,8,0,3,22,6,0,0,8,16,8,8,21,0,0,0,0,0,64,0,16,0,5,0,0,0,0,0,43,0,0,20,20,0,0,0,0,17,0,0,17,0,0,21,0,9,23,27,9,11,0,11,0,0,0,34,14,14,0,14,36,14,29,0,0,0,0,0,11,49,0,10,0,20,40,0,0,0,0,45
2017-05-01,7,0,0,24,0,0,0,0,0,0,0,0,0,0,3,37,7,5,0,0,12,2,0,0,5,0,16,8,12,0,0,0,0,16,48,0,0,0,2,0,0,7,0,0,36,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,9,9,27,9,0,0,0,0,0,0,14,0,0,0,14,14,0,0,0,0,0,0,0,0,48,0,5,0,20,0,0,0,0,0,22
2017-06-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,3,0,0,5,3,0,0,0,9,0,0,9,0,32,0,0,0,51,0,0,0,0,0,0,0,0,0,28,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,22,10,19,39,10,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,11,0,26,0,0,0,21,0,0,0,0,0,47
2017-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,3,0,0,3,2,0,0,2,8,0,8,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,20,0,0,7,20,0,0,0,0,0,0,0,17,0,0,0,0,0,9,9,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,14,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,34
2017-08-01,5,0,0,23,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,19,0,26,17,0,0,0,10,0,0,0,13,13,14,0,0,41,0,0,0,0,0,0,10,10,18,0,0,0,0,0,0,0,0,0,43
2017-09-01,11,0,0,23,0,0,0,0,0,0,0,0,0,0,3,44,5,3,0,0,7,6,0,0,3,0,8,0,8,0,0,0,0,0,31,0,31,0,23,2,0,0,0,6,16,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,19,0,9,26,9,0,0,0,0,0,0,46,0,0,0,14,14,0,13,0,0,0,0,0,0,26,0,0,0,0,0,39,0,0,0,43
2017-10-01,23,0,0,0,0,0,0,0,0,32,0,0,0,0,7,51,3,3,0,0,13,7,0,0,0,8,8,8,8,0,0,0,0,0,15,0,0,0,52,0,0,0,0,0,40,0,0,0,13,0,0,0,0,31,16,0,16,0,0,0,19,9,17,9,9,10,0,10,0,0,0,26,0,27,0,0,27,13,20,13,0,10,0,10,10,43,0,5,0,0,0,66,0,0,0,42
2017-11-01,16,0,23,23,0,0,0,0,0,33,0,0,32,0,3,70,9,18,0,0,7,3,0,0,2,0,8,0,47,0,0,29,0,0,0,0,0,0,32,0,0,6,6,0,34,0,0,6,22,0,0,14,0,33,0,0,16,0,0,0,0,9,26,30,9,0,0,15,0,0,0,26,13,0,0,14,41,0,0,14,0,10,0,15,15,49,0,0,0,19,19,38,0,0,0,21
2017-12-01,24,0,22,22,0,0,0,0,0,0,0,0,32,0,3,62,12,6,0,0,6,24,0,0,7,8,0,0,15,0,28,0,0,0,30,0,15,0,18,0,0,0,6,0,28,0,0,13,16,0,0,0,0,32,24,0,16,0,0,0,19,9,21,69,17,10,0,35,0,26,0,38,0,14,0,27,34,13,27,13,13,10,0,0,35,73,0,5,0,19,19,19,0,0,0,42
2018-01-01,87,0,21,0,0,26,26,26,0,0,0,0,30,0,40,82,26,14,0,0,100,70,0,0,13,76,43,0,36,0,27,27,0,42,0,0,14,4,47,71,0,17,9,12,46,0,100,0,26,0,0,40,13,37,74,0,0,18,0,18,18,16,24,73,24,43,0,24,0,36,0,30,12,25,0,13,38,12,88,100,12,9,0,19,24,88,0,13,9,70,35,18,0,10,0,30
2018-02-01,100,0,0,23,0,0,0,0,0,0,0,0,49,0,23,81,31,12,0,3,82,100,0,0,20,100,20,16,32,0,59,0,0,62,31,0,15,5,45,100,0,32,10,19,45,0,91,19,13,15,0,74,29,58,33,0,25,39,0,20,39,22,58,71,22,37,0,100,0,100,0,60,47,49,0,0,91,35,55,83,14,0,0,21,100,76,0,5,7,20,20,0,0,0,0,66
2018-03-01,33,0,0,0,0,0,27,0,0,60,0,0,30,0,5,84,10,4,0,0,14,14,1,0,6,18,11,0,11,0,0,40,0,29,100,0,0,2,7,21,0,12,6,0,38,0,9,18,15,0,0,27,14,45,15,0,15,18,0,0,18,8,32,45,12,24,0,34,0,18,0,42,18,13,0,13,51,12,38,19,0,0,0,10,34,56,0,0,4,18,0,0,0,0,0,59
2018-04-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,9,12,0,0,4,12,0,0,7,11,0,8,31,0,0,28,0,0,75,0,15,5,0,14,0,6,0,0,18,0,12,6,6,0,0,14,14,31,0,0,16,19,0,0,38,17,34,30,17,20,0,20,0,13,0,51,13,0,0,13,54,13,13,39,0,0,0,10,20,57,0,5,0,0,19,0,0,0,0,42
2018-05-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,3,3,0,0,3,9,0,0,1,0,7,0,7,0,27,0,0,0,58,0,0,0,0,9,0,6,0,0,21,0,6,6,6,0,0,14,14,15,0,0,0,18,0,0,0,8,25,17,8,0,0,0,0,0,0,37,0,0,0,13,39,0,0,19,0,10,0,10,0,31,0,13,0,0,0,0,0,0,0,40
2018-06-01,6,0,0,23,0,0,0,0,0,0,0,0,0,0,3,38,3,0,0,0,6,7,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,22,0,0,6,9,0,0,0,0,0,16,0,0,0,0,0,39,0,9,17,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,13,0,0,0,0,39,0,9,0,0,0,0,0,0,0,11
2018-07-01,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,30,2,0,0,0,3,7,0,0,0,7,0,0,0,0,0,0,0,0,42,0,0,0,2,3,0,0,6,0,17,0,6,0,12,0,0,0,0,0,0,0,14,0,0,0,0,16,8,8,16,0,0,0,0,0,0,36,0,0,0,13,12,0,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,29
2018-08-01,6,0,0,0,0,0,0,0,0,30,0,0,0,0,0,27,2,3,0,0,11,1,0,0,1,7,0,7,7,0,0,0,0,0,28,0,0,0,4,0,0,0,0,0,26,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,18,0,8,12,0,0,0,0,0,0,0,12,0,0,0,13,13,0,0,0,0,9,0,19,0,26,0,0,0,0,0,0,0,0,0,39
2018-09-01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,53,6,6,0,0,19,3,0,0,3,11,8,0,15,0,0,0,0,0,30,0,0,0,29,21,0,6,0,6,34,0,6,6,12,0,0,14,0,0,15,0,15,0,0,0,38,0,17,13,0,0,0,0,0,0,0,32,0,0,0,0,26,0,13,13,0,10,0,25,0,32,0,0,0,19,0,0,0,0,0,41
2018-10-01,37,0,0,43,0,26,0,27,0,30,0,0,30,0,5,61,4,4,0,3,22,9,0,0,3,7,0,0,11,0,0,0,0,29,29,0,0,0,92,9,0,9,9,9,15,0,6,12,6,0,0,21,0,30,15,0,15,0,0,37,0,0,16,12,17,10,0,19,0,0,0,31,12,13,0,13,26,0,13,0,0,10,0,0,19,44,0,4,0,36,0,18,0,0,0,60
2018-11-01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,7,3,0,0,15,4,0,0,3,8,8,0,8,0,56,0,0,0,15,0,0,0,38,13,0,6,6,6,25,0,16,13,6,0,0,14,14,16,0,0,0,19,0,0,0,0,9,61,17,10,0,10,0,13,0,26,0,20,0,0,14,0,13,13,0,10,0,0,10,39,0,0,0,19,0,94,0,0,0,32
2018-12-01,21,0,0,23,0,29,0,0,0,32,0,0,65,0,3,53,9,9,0,3,10,14,0,0,6,16,0,0,24,0,29,0,0,0,15,0,0,0,18,7,0,6,0,6,19,0,16,6,6,0,0,15,0,16,0,0,0,0,0,0,0,17,9,48,17,21,0,36,0,0,0,13,13,0,0,14,14,0,0,14,0,10,0,10,36,58,0,5,5,19,19,19,0,0,0,32
2019-01-01,31,0,0,22,0,27,0,27,0,31,0,0,31,0,4,100,18,11,0,3,23,23,1,0,4,11,7,7,30,0,0,28,0,0,58,0,0,0,18,3,0,18,6,0,24,0,0,12,15,14,0,41,0,31,31,0,15,0,0,37,19,21,21,100,25,10,0,20,0,13,0,31,13,13,0,13,33,0,32,39,26,0,0,15,20,69,0,7,9,18,18,18,0,0,0,51
2019-02-01,42,0,0,24,0,0,0,29,0,34,0,0,34,0,7,95,13,6,0,0,14,35,2,0,3,37,8,8,16,0,0,0,0,32,32,0,0,0,11,0,0,20,0,10,46,0,0,20,23,46,0,46,15,51,17,0,17,20,0,0,20,14,45,96,18,33,0,49,0,21,0,68,28,29,0,15,71,14,21,14,14,11,0,22,49,85,0,10,10,40,20,0,0,0,0,45
2019-03-01,30,0,22,22,0,27,0,28,0,0,0,0,31,0,4,68,17,13,0,0,16,37,0,0,6,23,8,0,34,0,28,28,0,30,30,0,30,2,10,5,0,6,6,18,30,0,0,0,6,14,0,14,0,85,16,0,15,0,0,0,57,17,42,63,17,20,0,10,0,13,0,51,13,13,0,0,66,13,26,13,13,0,0,10,10,83,0,18,0,28,0,0,0,0,0,41
2019-04-01,20,0,0,23,0,0,28,0,0,32,0,0,32,0,3,52,8,9,0,3,21,12,0,0,3,16,0,0,24,0,0,0,0,15,31,0,15,2,13,2,0,0,0,0,31,0,0,13,16,0,0,0,0,56,16,0,16,0,0,19,0,9,26,57,9,10,0,15,0,0,0,39,13,14,0,28,41,13,27,0,0,10,0,26,15,65,0,14,0,0,0,0,0,0,0,32
2019-05-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,13,4,0,0,8,1,0,0,7,15,8,0,11,0,0,0,0,15,15,0,0,0,2,0,0,0,12,6,48,0,0,6,21,14,0,0,28,15,0,0,15,37,0,0,28,8,12,25,8,0,0,10,0,0,0,31,0,13,0,0,20,13,13,13,0,10,0,20,10,55,0,7,0,0,37,0,0,0,0,61
2019-06-01,7,0,0,22,0,0,0,0,0,32,0,0,0,0,3,46,3,0,0,0,6,10,0,0,0,11,0,0,0,0,0,0,0,15,15,0,0,2,2,0,0,6,0,0,34,0,0,6,12,0,0,14,0,16,0,0,0,0,0,0,38,0,8,13,8,0,0,0,0,0,0,25,0,14,0,0,13,0,13,0,0,10,0,10,0,41,0,9,0,19,0,0,0,0,0,11
2019-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,8,4,0,0,3,7,0,7,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,6,17,0,0,0,15,0,0,0,0,15,0,0,15,0,0,18,0,8,8,16,8,0,0,0,0,12,0,12,0,0,0,13,13,0,0,0,0,9,0,0,0,23,0,0,0,0,0,0,0,0,0,29
2019-08-01,7,0,0,20,0,0,0,0,0,29,0,0,0,0,2,33,0,3,0,0,3,1,0,0,0,7,0,0,7,0,0,0,0,14,14,0,0,2,5,0,0,0,0,6,28,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0,0,8,8,16,8,0,0,0,0,0,0,23,0,0,0,12,12,0,12,0,0,0,0,9,0,37,0,4,0,0,17,17,0,0,0,29
2019-09-01,19,0,0,0,0,0,0,0,0,29,0,0,0,0,4,51,2,8,0,0,12,10,0,0,1,7,7,0,21,0,26,0,0,0,55,0,14,0,28,0,0,0,0,6,28,0,0,6,6,26,0,0,0,0,0,0,14,0,0,0,18,8,20,0,8,0,0,9,0,12,0,29,12,0,0,0,31,0,37,12,0,0,0,9,9,48,0,6,0,52,0,17,0,0,0,48
2019-10-01,31,0,40,0,0,25,0,25,0,0,0,0,0,0,7,62,6,3,0,0,25,9,0,0,1,7,0,0,7,0,25,0,0,0,67,0,13,0,84,0,0,11,0,0,28,0,0,6,11,0,0,26,0,28,0,0,0,0,0,0,34,0,15,12,0,0,0,14,0,0,0,46,0,12,0,0,24,0,24,24,12,0,0,9,14,59,0,4,4,25,17,59,0,0,0,28
2019-11-01,24,0,21,0,0,0,0,0,0,30,0,0,0,0,2,67,7,6,0,0,19,17,0,0,6,22,0,0,15,0,0,0,0,0,14,0,0,0,42,2,0,0,0,0,23,0,0,6,9,0,0,0,0,15,15,0,0,0,0,18,18,8,8,45,8,10,0,19,0,12,0,49,12,26,0,0,13,13,25,0,0,10,0,10,19,69,0,4,0,27,0,27,0,0,0,60
2019-12-01,29,0,42,0,0,0,39,0,0,30,0,0,0,0,2,49,17,10,0,3,18,15,0,0,14,11,15,7,25,0,27,27,0,0,28,0,0,2,24,0,0,0,0,0,32,0,0,0,12,13,0,0,0,15,15,0,15,0,0,0,18,16,24,81,16,14,0,24,0,12,0,36,24,32,0,0,38,13,12,19,0,9,0,9,24,73,0,6,4,18,35,18,0,0,0,69
