date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu maryland,flu game,cure flu,cold vs. flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,fever,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,stomach,how long is flu contagious,treatment for flu,cdc flu,taking temperature,exposed to flu,flu length,bronchitis,get over the flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature
2014-10-01,41,0,3,45,3,15,0,30,0,88,3,9,0,0,0,63,7,3,0,1,23,26,4,4,0,10,20,0,17,0,18,12,24,27,46,0,18,0,73,0,0,18,12,36,24,37,27,9,9,0,16,0,41,1,100,0,0,15,0,30,6,9,8,2,75,4,8,0,6,74,1,0,1,0,0,10,10,1,0,58,0,7,39,7,0,2,66,0,2,11,0,22,11,5,0,0,89
2014-11-01,26,0,0,29,0,16,0,0,0,42,3,0,3,0,0,64,5,2,0,1,15,23,17,4,0,0,10,0,10,0,25,19,0,19,67,10,38,1,28,0,1,0,13,0,0,19,29,0,19,34,0,17,43,1,39,1,0,19,6,10,6,13,8,7,34,4,19,0,0,58,1,0,1,20,0,10,0,1,0,62,0,18,22,15,0,0,41,0,6,12,23,12,0,5,10,5,71
2014-12-01,43,3,0,23,3,16,0,16,32,19,9,3,9,0,2,81,18,4,0,1,38,32,4,8,0,15,25,0,25,12,25,25,0,14,90,19,29,0,20,0,2,19,25,31,44,0,38,9,0,34,0,17,26,1,49,1,1,35,9,41,41,35,17,3,40,0,42,0,6,70,2,0,6,30,20,49,0,3,1,62,1,7,55,7,22,0,78,2,3,11,34,69,34,9,19,0,90
2015-01-01,42,5,6,16,5,39,0,16,31,6,3,4,9,0,1,65,9,5,0,0,35,31,0,0,0,18,33,3,23,0,49,24,0,47,84,19,33,1,14,0,2,31,12,50,31,9,47,19,0,17,17,67,42,1,38,1,0,37,16,34,19,63,14,3,28,4,33,4,4,75,3,0,6,29,10,68,0,2,1,77,1,14,47,7,0,2,65,2,2,23,34,34,23,14,7,0,72
2015-02-01,20,0,3,7,3,17,0,0,33,5,0,0,0,0,0,63,5,3,0,0,19,7,13,4,0,5,13,5,8,0,26,13,0,10,55,10,10,1,6,0,0,20,27,13,13,20,90,0,10,0,0,45,18,1,45,0,0,36,0,40,17,35,7,10,7,4,18,0,9,64,1,0,2,31,10,21,0,1,0,75,0,8,15,15,0,0,63,0,4,12,36,24,12,5,5,0,77
2015-03-01,14,0,0,7,0,0,0,0,16,3,3,3,3,0,0,47,9,1,0,1,17,4,4,0,0,5,21,3,5,0,0,0,0,10,43,14,10,1,4,0,1,38,0,13,19,38,29,0,0,0,0,0,0,1,39,0,0,16,6,13,16,41,7,7,4,0,15,0,0,79,1,0,1,0,0,10,0,2,0,71,1,7,7,15,0,2,62,0,3,0,0,23,35,5,5,0,69
2015-04-01,12,0,3,24,0,0,0,0,33,3,3,3,0,0,0,49,3,1,0,0,12,9,0,4,0,0,5,5,5,0,13,0,0,20,85,20,20,0,2,0,0,27,40,13,13,10,20,0,0,0,0,27,18,1,42,0,0,17,0,13,7,29,8,3,11,0,9,0,0,69,1,0,2,0,0,42,0,1,0,66,1,8,0,8,0,0,57,0,3,12,0,24,12,0,10,0,65
2015-05-01,8,0,0,14,0,0,0,0,0,3,0,3,0,0,0,40,5,2,0,1,8,4,0,0,0,0,3,3,8,0,13,0,0,10,45,0,10,0,1,0,0,26,0,0,0,40,90,0,10,0,0,27,36,1,32,0,0,30,0,27,0,16,4,11,4,0,0,0,4,69,1,0,1,10,0,0,0,1,0,64,0,0,0,0,0,0,40,0,5,0,12,0,12,0,0,0,55
2015-06-01,7,0,0,17,3,0,0,0,0,3,6,5,0,0,0,41,2,1,0,1,4,7,9,0,0,3,6,6,0,0,0,0,0,0,25,0,0,0,1,0,0,27,0,0,13,21,0,0,0,0,0,0,18,1,38,0,0,7,0,14,0,14,0,3,4,0,0,0,0,66,1,0,1,0,0,0,0,1,0,62,0,8,8,0,0,0,43,2,2,0,0,0,0,0,5,0,35
2015-07-01,6,0,0,7,3,0,0,0,0,3,0,3,0,0,0,47,2,1,0,0,2,7,0,0,0,0,3,3,5,0,0,0,0,0,61,0,10,0,2,0,0,0,0,13,0,20,40,0,0,0,18,18,0,1,38,0,0,34,0,7,7,8,5,3,7,0,5,0,5,54,0,0,1,0,0,0,0,0,0,65,0,0,8,0,0,0,34,2,3,12,0,0,0,0,5,5,73
2015-08-01,7,0,0,5,3,0,0,0,0,11,0,3,0,1,0,41,2,0,0,1,2,5,7,0,0,0,0,0,0,0,0,0,0,10,15,0,0,1,5,0,0,13,0,0,14,0,51,0,0,0,0,0,0,1,40,0,0,20,0,7,0,13,3,0,14,0,4,0,0,55,0,0,0,0,0,0,0,0,0,73,0,0,12,0,0,0,28,0,2,0,0,0,0,0,0,0,33
2015-09-01,18,0,0,13,0,16,16,0,16,37,0,6,0,0,0,51,3,1,0,0,14,17,4,0,0,0,3,3,10,0,19,13,13,20,59,0,29,1,27,0,0,0,0,13,0,29,49,0,0,0,0,35,18,1,42,0,0,29,0,13,19,8,3,3,43,0,9,0,4,66,0,0,1,10,0,10,0,1,0,56,0,0,30,8,0,0,51,0,4,0,12,24,12,0,0,5,73
2015-10-01,32,0,3,8,3,15,0,0,15,93,3,3,0,0,1,62,7,1,0,0,15,23,4,4,0,0,10,5,5,12,24,0,0,18,69,0,9,0,61,0,0,12,0,25,18,28,28,0,0,17,0,17,25,1,44,1,1,22,0,18,12,9,8,0,65,0,4,0,4,62,0,0,2,10,10,19,0,1,0,56,0,0,29,7,0,0,48,0,4,0,11,34,11,0,0,0,65
2015-11-01,19,0,0,8,0,24,0,16,16,29,0,3,0,0,0,67,3,1,0,1,13,8,8,0,0,0,10,3,3,0,19,0,13,14,67,10,0,0,31,0,0,13,26,32,13,29,29,0,0,0,0,0,17,0,42,0,0,6,0,6,0,17,5,3,37,0,8,0,0,67,1,0,1,0,0,0,0,1,0,52,0,0,30,7,0,0,69,0,6,12,0,35,0,5,7,10,65
2015-12-01,17,0,3,6,0,0,0,0,16,16,6,3,3,1,0,71,4,3,0,0,11,8,4,0,0,0,5,0,8,0,12,0,12,9,28,9,19,0,16,0,1,12,19,13,12,19,38,9,9,0,17,17,34,1,39,0,0,16,0,31,6,37,10,3,27,4,4,0,0,70,0,0,1,10,0,10,0,1,0,73,0,7,11,0,0,2,41,2,3,0,11,11,0,0,5,0,54
2016-01-01,16,0,0,7,2,0,0,0,23,6,0,2,0,0,0,71,4,2,0,0,11,6,10,0,0,0,7,4,9,0,9,9,0,7,64,7,7,1,8,0,0,0,9,13,9,0,61,7,0,0,12,18,18,1,33,0,0,9,4,11,7,33,3,6,9,0,9,0,0,74,1,0,1,0,0,21,7,1,0,74,0,0,8,16,0,0,61,1,5,16,0,25,8,3,3,0,56
2016-02-01,14,0,2,5,3,11,0,0,17,3,0,2,2,1,0,65,9,3,0,0,14,8,12,3,0,6,4,0,9,0,13,0,27,7,48,7,20,2,7,0,1,35,18,9,9,21,76,7,0,12,12,0,24,2,44,0,0,9,4,14,11,39,4,6,7,3,16,3,3,75,1,0,2,7,0,22,7,1,0,73,0,0,8,5,5,0,64,0,3,25,8,42,0,7,0,3,83
2016-03-01,19,7,2,8,4,0,0,11,16,2,4,4,0,0,0,66,8,3,0,0,21,14,6,6,0,0,16,5,11,0,13,9,9,6,98,7,13,1,6,0,0,9,17,9,26,7,59,0,0,12,23,23,29,1,40,0,0,13,0,19,13,30,6,8,5,3,17,0,0,70,0,0,3,14,7,21,7,1,0,79,0,5,23,5,5,1,86,1,6,0,16,40,16,3,3,3,57
2016-04-01,16,0,4,8,0,0,0,0,0,2,2,2,0,1,0,51,8,2,0,0,15,14,26,6,0,3,10,0,9,8,8,0,8,13,39,0,0,1,3,0,0,0,17,9,9,13,19,0,0,0,12,0,23,0,45,0,0,19,0,17,6,18,4,4,8,8,10,0,6,66,0,1,1,7,0,13,7,1,0,75,0,0,5,0,0,0,49,0,2,8,8,16,8,5,0,0,55
2016-05-01,12,0,0,4,0,0,0,0,0,0,0,2,0,0,0,45,3,2,0,0,10,6,100,3,0,2,2,0,7,0,0,0,8,13,38,6,13,0,1,0,0,12,8,0,8,13,44,6,0,0,0,11,23,1,34,0,0,6,4,23,4,24,5,3,7,5,8,0,0,71,1,0,1,13,0,7,0,1,0,74,0,0,14,0,0,0,48,0,4,0,15,8,0,0,3,0,59
2016-06-01,9,0,0,34,0,11,0,0,0,6,2,4,0,1,0,40,2,2,0,0,5,0,29,0,0,0,6,4,4,0,9,9,0,0,51,7,7,0,2,0,0,0,9,0,9,41,68,0,0,0,0,12,12,0,35,0,0,14,0,5,9,17,4,3,4,0,6,0,0,66,0,0,0,7,0,0,0,0,0,69,0,5,5,0,0,0,38,0,4,0,8,0,8,0,0,3,44
2016-07-01,6,0,0,22,0,0,0,0,0,2,0,7,0,0,0,32,2,2,0,0,4,3,11,3,0,0,2,2,6,0,0,0,9,0,39,0,14,0,2,1,0,0,9,0,0,0,36,0,0,0,0,13,13,2,38,0,0,5,0,9,5,6,2,0,4,0,0,0,0,58,1,0,0,0,0,7,0,0,0,74,0,6,6,11,0,0,25,0,1,0,0,17,0,0,0,0,37
2016-08-01,7,0,0,16,0,0,0,0,0,2,2,0,0,0,0,33,1,1,0,0,6,5,19,3,0,0,2,0,6,0,0,0,19,0,40,0,0,0,4,0,0,9,0,14,14,36,58,0,0,0,0,0,13,1,38,0,0,10,0,10,10,14,2,0,9,0,3,0,3,55,0,0,1,8,0,8,0,0,0,71,0,6,6,6,0,0,27,0,1,0,9,0,0,4,0,0,45
2016-09-01,17,0,0,6,2,0,12,0,0,28,3,0,0,1,0,84,2,2,0,0,12,3,5,3,0,2,4,0,9,0,9,0,0,0,66,0,14,0,33,0,0,9,9,18,0,14,28,0,0,12,0,12,25,0,36,0,0,11,5,11,5,11,4,2,24,0,6,0,0,54,1,0,1,7,0,22,0,0,0,72,0,5,21,5,0,0,35,1,1,8,8,17,17,3,3,0,62
2016-10-01,26,2,2,2,2,11,11,0,0,60,0,3,2,0,0,63,4,3,0,1,16,18,9,0,0,0,2,0,18,0,18,9,0,10,74,7,7,1,54,0,1,0,0,18,0,27,20,14,0,0,0,0,12,0,37,0,0,11,0,20,7,17,8,0,46,0,7,0,0,56,1,0,1,0,0,0,0,1,0,66,0,5,16,8,0,1,58,2,4,0,0,8,41,0,5,0,67
2016-11-01,18,0,0,12,0,0,0,0,11,25,2,0,0,0,0,59,6,2,0,0,13,7,6,0,0,2,15,2,11,0,0,9,0,0,40,7,7,1,27,0,0,9,9,18,18,7,41,0,0,0,0,0,18,1,36,0,0,9,0,13,7,18,2,4,26,3,12,0,3,59,0,0,1,7,0,7,0,1,0,67,0,0,16,8,0,0,61,1,4,0,8,8,0,0,3,0,54
2016-12-01,18,0,2,7,4,11,11,21,21,13,2,4,0,1,0,71,5,2,0,0,13,10,8,6,0,0,14,2,9,0,8,0,8,6,35,0,10,1,16,0,0,25,8,17,17,13,51,6,6,11,0,11,40,1,31,0,0,19,4,36,13,62,6,2,14,0,13,0,0,59,0,0,2,20,7,33,0,1,0,82,0,0,15,5,5,0,67,0,3,23,23,31,0,3,5,0,87
2017-01-01,25,3,10,7,2,0,10,10,20,12,2,7,0,1,0,69,11,4,0,1,20,27,15,3,0,0,13,2,20,0,0,8,8,9,67,12,12,0,11,0,0,28,16,16,24,12,73,12,0,11,0,16,22,1,35,0,0,24,4,22,14,57,6,3,13,3,16,0,5,76,1,0,2,19,0,25,13,2,0,99,0,0,24,0,0,1,79,2,6,15,22,44,7,3,9,3,81
2017-02-01,33,2,3,11,7,11,0,0,27,5,4,10,0,1,0,77,21,5,0,1,37,32,7,8,0,5,32,5,26,0,25,25,0,6,74,10,26,0,11,0,0,38,25,34,30,13,57,0,0,11,11,45,40,1,41,0,0,19,4,28,36,60,21,2,10,3,35,0,6,87,2,0,6,20,13,53,0,2,0,86,0,5,22,5,12,1,64,1,3,31,23,85,46,6,5,3,86
2017-03-01,23,0,2,9,2,19,9,9,9,4,2,5,0,1,0,56,12,3,0,0,23,12,5,4,0,3,14,2,20,0,18,7,0,6,54,6,23,0,4,0,0,11,22,26,15,51,51,17,0,15,0,20,15,1,44,1,0,22,0,22,24,29,12,3,7,4,21,0,0,83,1,0,4,12,12,24,0,2,0,84,0,7,15,9,0,1,58,2,4,0,14,62,7,3,3,3,61
2017-04-01,13,2,4,6,0,0,20,10,10,2,0,4,0,1,1,49,6,2,0,0,13,3,11,3,0,0,15,0,8,0,8,8,0,25,49,0,12,0,2,0,0,8,24,16,8,37,31,18,0,11,0,33,44,1,35,0,0,8,0,20,12,17,5,4,8,0,9,0,0,66,1,0,3,6,6,0,0,1,0,73,0,10,5,10,0,1,45,1,2,0,7,22,0,3,3,0,61
2017-05-01,7,0,0,6,2,10,0,10,0,2,2,2,0,0,0,34,2,2,0,0,6,3,7,3,0,2,7,2,3,0,8,8,16,0,55,6,6,0,2,0,0,16,12,20,8,49,49,0,0,0,0,11,11,1,32,0,0,16,4,8,4,9,3,2,4,0,0,0,0,59,0,0,1,0,0,0,0,0,0,77,0,0,0,0,0,0,33,0,2,0,0,7,7,0,3,3,66
2017-06-01,6,0,0,8,0,0,0,0,0,2,2,5,0,0,0,36,2,1,0,0,6,6,4,3,0,2,0,0,5,0,9,0,9,0,53,7,7,0,2,0,0,9,13,0,9,13,80,0,0,0,0,24,0,1,35,0,0,4,0,9,4,10,2,2,4,0,3,0,0,62,0,0,1,7,0,7,0,1,0,78,0,5,5,5,0,0,33,0,1,0,8,8,0,3,3,0,29
2017-07-01,6,0,0,2,0,0,0,0,11,0,3,2,0,0,0,33,1,1,0,0,3,3,3,0,0,0,0,4,0,0,0,0,9,7,46,0,0,0,4,0,0,13,9,0,0,13,46,0,0,0,0,0,0,0,31,0,0,24,0,7,0,8,0,4,9,0,0,0,0,54,0,0,0,7,0,0,0,1,0,82,0,0,0,0,0,0,26,0,0,8,8,0,0,0,0,0,38
2017-08-01,8,0,0,5,2,0,0,10,0,11,0,2,0,0,0,32,3,1,0,0,3,3,10,6,0,2,10,0,5,0,0,0,0,6,25,0,6,0,8,0,0,0,8,12,16,25,19,0,6,0,0,0,11,0,32,0,0,8,0,8,4,9,2,3,14,3,3,0,0,55,0,0,0,0,0,0,0,0,0,77,0,0,7,5,0,0,28,0,1,0,0,8,0,3,0,0,42
2017-09-01,21,0,0,3,0,10,0,0,0,31,2,0,0,0,1,51,3,3,0,0,11,11,4,3,0,2,7,2,20,0,24,8,0,9,56,0,6,0,31,1,0,16,8,8,21,6,43,6,6,11,0,11,17,0,29,0,0,21,0,21,8,14,3,51,30,3,8,0,0,70,0,0,1,26,0,13,0,0,0,72,0,5,12,5,0,1,46,0,2,7,30,7,15,0,0,0,61
2017-10-01,28,0,6,4,2,0,0,0,10,69,4,3,0,0,0,56,6,2,0,1,18,12,8,3,0,2,13,2,10,0,12,8,0,15,53,6,18,0,62,0,0,16,8,31,8,18,30,0,6,0,0,11,11,1,35,0,0,8,0,18,12,15,3,5,49,3,4,0,0,58,1,0,1,6,0,6,0,1,0,71,0,5,37,9,0,1,51,2,2,7,7,7,14,4,6,0,59
2017-11-01,21,0,2,8,0,9,9,9,14,28,6,2,0,0,0,64,5,3,0,0,16,20,2,5,0,0,9,0,15,7,7,7,7,6,67,8,6,0,32,1,0,7,18,22,7,17,61,11,0,0,0,15,20,1,29,0,0,17,4,17,7,24,3,2,21,2,6,0,0,63,1,0,1,0,0,6,0,0,0,77,0,4,19,4,0,0,66,0,4,7,0,54,20,6,8,3,54
2017-12-01,28,4,2,2,2,9,0,0,9,16,3,4,0,1,1,81,9,3,0,0,25,14,7,7,0,3,23,3,19,7,14,7,0,14,51,11,27,0,26,1,0,7,11,7,11,22,32,5,0,20,0,10,34,1,35,1,0,20,4,34,18,65,10,2,23,2,23,5,6,66,1,0,2,6,6,34,6,1,0,84,1,8,21,6,4,0,83,1,4,13,6,20,13,8,4,7,69
2018-01-01,100,3,7,3,7,21,17,9,43,43,5,3,2,1,1,96,41,5,0,1,87,88,6,8,0,15,75,1,26,7,37,24,0,41,77,21,67,1,44,50,0,79,34,68,51,10,57,31,5,23,23,65,97,1,45,1,1,17,12,67,60,100,30,6,43,10,75,5,5,85,4,0,8,54,27,86,5,4,1,100,2,14,100,8,4,1,88,1,2,100,62,94,100,5,17,8,66
2018-02-01,100,0,8,6,4,51,19,19,51,22,2,6,4,2,1,86,43,7,0,1,100,81,11,6,0,9,100,2,36,15,84,33,15,42,53,36,64,1,28,60,1,100,41,56,45,22,73,28,6,10,15,55,75,1,39,0,0,26,6,73,63,68,31,11,32,9,100,5,6,100,5,1,10,47,24,100,29,7,1,89,2,15,59,0,26,2,76,1,4,95,54,95,27,29,25,11,57
2018-03-01,28,0,2,9,0,17,0,0,13,7,2,2,0,0,0,65,11,3,0,0,27,12,2,0,0,3,18,1,17,7,17,7,7,16,52,10,31,1,6,14,0,14,10,17,14,16,47,10,0,14,0,14,28,1,42,0,0,23,0,16,16,37,9,5,11,8,23,2,3,73,2,0,3,11,11,27,0,1,0,83,1,8,46,8,0,1,52,1,1,19,13,25,0,8,5,8,77
2018-04-01,16,0,0,6,2,14,0,0,18,3,2,2,0,1,1,55,7,1,0,0,14,13,2,5,0,1,15,3,9,7,14,7,14,14,76,16,16,0,4,7,0,22,18,7,14,27,55,11,0,0,0,24,20,1,41,0,0,20,4,16,13,28,4,2,4,2,7,0,6,66,0,0,1,6,0,6,0,1,0,88,0,8,8,0,6,0,51,0,3,13,7,20,13,0,5,3,41
2018-05-01,8,0,2,7,2,0,0,0,13,2,2,3,0,0,0,42,3,1,0,0,6,7,6,2,0,0,7,0,7,0,0,14,7,5,53,0,19,0,2,2,0,14,25,7,21,11,43,0,0,19,0,10,10,0,36,1,0,9,0,14,7,20,4,2,11,0,2,0,0,66,1,0,1,0,0,6,0,0,0,82,0,4,4,6,0,0,46,0,1,6,0,19,19,3,0,4,38
2018-06-01,8,0,0,8,2,0,9,9,9,5,3,3,0,0,0,38,1,1,0,0,5,7,9,0,0,0,2,5,8,0,0,0,14,11,31,0,6,0,3,1,0,7,7,7,7,17,34,6,0,0,0,10,10,1,28,0,0,11,0,19,4,17,2,2,5,0,5,0,0,66,0,0,1,6,12,12,0,0,0,84,0,0,4,0,0,0,41,0,3,0,7,7,7,6,3,0,47
2018-07-01,6,0,0,0,0,0,0,0,0,3,3,5,0,0,0,37,1,1,0,0,4,7,4,0,0,0,0,1,4,0,0,0,7,6,33,0,11,0,2,1,0,0,7,7,7,27,33,0,0,0,10,10,20,0,25,0,0,13,0,9,0,13,3,1,2,2,0,0,2,61,0,0,1,0,6,0,0,0,0,82,0,0,4,6,4,0,32,0,2,7,0,7,0,0,0,0,33
2018-08-01,7,0,0,2,2,0,0,0,9,8,2,3,0,1,0,40,2,1,0,0,4,5,5,2,0,0,2,0,5,0,7,0,22,0,28,6,6,0,6,3,0,0,22,15,7,22,34,11,0,0,0,10,20,0,31,0,0,11,0,9,0,15,2,5,8,0,2,0,0,58,1,0,0,0,0,0,0,0,0,82,0,0,9,9,0,0,31,1,1,0,0,14,14,3,6,3,50
2018-09-01,22,0,2,3,2,0,0,9,0,34,0,3,0,1,0,52,3,2,0,0,13,12,4,7,0,0,7,0,12,0,22,7,7,11,31,6,8,0,40,12,0,15,15,15,11,28,39,0,0,0,0,20,10,1,36,0,0,15,4,18,4,21,3,2,32,0,6,0,0,66,1,0,1,6,6,6,0,1,0,80,0,0,24,0,0,0,43,0,3,7,7,7,13,3,3,0,62
2018-10-01,44,0,2,9,0,18,0,9,9,96,3,2,0,0,0,70,8,2,0,0,23,35,7,2,0,4,10,0,12,0,18,7,0,11,66,6,17,0,96,18,0,36,18,37,18,17,28,17,0,0,0,10,30,0,33,0,0,7,0,24,9,20,7,3,55,0,6,0,2,66,1,0,2,6,0,0,0,2,0,79,0,4,36,9,0,1,54,0,3,0,7,33,0,3,0,0,58
2018-11-01,28,2,4,6,0,9,0,0,9,39,2,5,0,1,0,86,4,4,0,0,18,17,4,5,0,0,12,3,13,0,14,0,7,11,39,0,17,0,44,11,0,22,29,11,11,39,39,6,0,0,10,20,10,1,36,0,0,11,7,20,9,25,2,3,28,0,11,0,2,62,1,0,1,0,0,12,0,1,0,82,0,0,13,6,4,0,72,0,3,0,0,27,0,8,3,0,62
2018-12-01,26,2,2,6,0,9,9,0,0,16,2,2,2,1,1,81,11,5,0,0,20,7,2,5,0,1,19,4,19,0,14,7,7,19,50,6,17,0,22,8,0,22,22,15,18,33,27,16,5,10,0,20,0,1,32,0,0,24,4,20,15,60,7,7,10,5,24,0,0,77,1,0,3,11,11,17,0,2,0,89,1,8,11,8,0,0,63,1,5,13,13,53,7,4,5,0,45
2019-01-01,33,2,2,2,4,9,0,9,17,12,2,0,2,1,0,88,12,6,0,0,26,31,3,2,0,3,15,4,25,0,14,17,7,21,58,5,18,0,22,4,0,24,35,28,35,37,68,26,0,0,9,19,14,1,33,0,1,21,0,30,10,57,8,9,22,5,16,5,5,76,1,0,4,16,5,38,5,2,0,95,1,12,26,0,6,0,78,1,5,13,19,57,13,4,3,8,53
2019-02-01,42,2,3,8,2,9,0,28,9,6,2,5,2,1,0,81,23,6,0,0,42,16,7,2,0,10,27,6,24,0,22,11,7,33,83,14,33,1,14,2,0,51,29,44,26,44,100,11,0,20,0,10,40,0,37,1,0,22,5,37,39,47,18,5,14,5,52,0,2,86,1,0,5,35,23,35,6,3,0,97,0,6,11,0,8,1,73,1,3,27,40,74,13,8,5,3,81
2019-03-01,35,0,5,5,2,9,18,0,18,6,3,5,0,1,2,83,21,4,0,0,38,12,5,4,0,7,16,4,14,0,10,28,14,16,69,5,29,0,8,0,0,21,28,35,35,11,69,21,0,14,0,24,33,1,33,0,0,18,5,39,37,54,15,1,6,0,40,7,8,84,1,0,4,17,0,50,11,3,0,96,1,8,16,6,12,0,70,2,3,19,19,39,26,4,11,3,65
2019-04-01,18,2,6,5,3,19,9,0,14,2,2,5,0,1,1,60,9,2,0,0,18,16,8,3,0,3,15,3,12,0,22,7,0,20,57,6,17,1,2,0,0,8,11,8,11,17,51,6,6,0,0,15,31,1,42,0,0,11,0,17,25,43,7,5,9,3,20,0,4,77,0,0,2,12,0,12,6,1,0,89,0,7,24,13,9,0,48,0,2,7,14,14,14,3,3,3,51
2019-05-01,9,2,0,2,0,0,0,9,9,0,2,3,2,1,0,56,4,2,0,1,8,10,6,2,0,1,7,3,4,0,0,7,7,5,62,0,5,0,3,0,0,14,7,7,7,11,32,11,0,10,0,15,10,0,37,0,0,23,0,11,11,20,4,4,5,2,8,0,2,67,1,0,1,0,6,0,6,1,0,79,0,4,8,8,0,0,59,0,2,0,0,13,0,3,3,3,44
2019-06-01,7,0,0,2,0,0,9,9,0,4,2,3,0,1,0,44,2,1,0,0,4,5,4,0,0,0,9,2,5,0,7,0,7,0,20,0,6,0,2,0,0,7,7,8,19,17,34,11,0,0,0,10,15,1,33,0,0,13,0,19,4,19,3,3,5,0,7,0,0,67,0,0,0,6,0,0,0,0,0,78,0,0,9,0,4,0,44,0,1,7,7,14,0,0,0,0,46
2019-07-01,6,0,0,3,2,0,0,0,9,3,3,2,0,0,0,37,1,1,0,0,5,4,2,2,0,0,0,0,3,0,15,0,0,6,34,0,6,0,3,0,0,0,15,7,7,6,39,6,0,0,0,0,20,1,31,0,0,19,0,9,4,16,2,3,5,0,4,0,0,53,0,0,0,0,0,0,0,0,0,87,0,4,0,11,0,1,31,0,2,0,0,20,0,0,0,0,56
2019-08-01,8,0,0,3,0,0,0,0,0,11,0,4,0,0,0,42,1,1,0,0,4,4,4,2,0,0,0,0,8,0,0,0,0,0,45,6,8,0,6,0,0,0,0,15,7,28,34,6,0,0,0,0,0,0,32,0,0,7,4,9,0,11,2,5,11,0,4,0,0,57,0,0,1,0,6,6,0,0,0,85,0,4,4,9,0,0,28,0,2,20,0,0,0,0,0,3,38
2019-09-01,22,0,2,4,0,0,9,0,9,30,3,3,0,0,0,60,6,3,0,0,12,13,2,2,0,1,1,0,14,0,14,0,0,8,69,5,11,0,41,1,0,14,14,18,14,43,43,5,5,0,0,0,29,0,35,0,0,16,0,11,7,15,3,2,40,0,4,0,2,60,0,0,0,0,0,0,0,1,0,79,0,0,19,6,4,0,44,1,4,0,0,13,19,4,3,0,73
2019-10-01,41,0,2,7,2,8,0,0,0,93,2,3,0,0,1,73,8,2,0,0,23,31,4,2,0,3,5,3,5,0,13,0,7,13,55,0,10,1,100,1,0,10,20,27,17,20,46,5,0,0,9,27,63,1,37,0,0,17,0,22,7,19,6,2,61,4,8,0,7,61,1,0,2,11,0,5,5,1,0,78,0,0,47,4,4,1,52,1,1,18,12,12,12,0,4,2,61
2019-11-01,31,2,0,4,2,9,0,0,9,34,2,2,0,1,0,71,10,5,0,0,18,19,7,2,0,7,8,4,24,0,13,7,0,8,34,16,10,1,51,0,0,31,14,41,34,10,26,21,5,0,0,9,28,0,35,0,0,15,3,34,15,24,5,5,27,2,11,2,5,66,1,0,2,0,5,22,0,2,0,76,0,4,20,8,4,1,70,0,3,6,0,37,12,9,5,3,67
2019-12-01,42,2,3,3,3,17,8,8,12,21,3,8,2,1,1,100,22,7,0,0,40,21,6,7,0,4,22,5,30,0,20,10,13,20,50,20,25,2,32,1,0,33,36,66,36,25,61,35,0,9,18,22,36,1,28,0,0,8,7,63,32,43,21,2,23,2,38,4,2,91,2,0,3,16,5,53,11,3,0,86,1,6,27,6,8,1,100,2,4,18,18,61,12,10,11,2,69
