date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,pneumonia,flu how long,fever cough,flu and cold,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,flu contagious period,treating the flu,flu children,incubation period for flu,how long contagious,i have the flu,low body,treat the flu,is the flu contagious,do i have the flu,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,flu symptoms 2018,human temperature,spanish flu,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,cdc,type a influenza,influenza incubation period,thermoscan,how to treat the flu,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,flu test,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,flu map,treatment for flu,cdc flu,taking temperature,flu shot symptoms,flu contagious,flu length,bronchitis,symptoms of bronchitis,boston flu,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature
2014-10-01,21,0,0,0,0,0,0,0,16,0,0,0,0,39,4,6,4,0,12,8,0,6,6,6,12,0,0,49,0,19,0,13,0,0,0,59,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,57,0,100,0,0,0,0,0,0,24,9,39,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,22,0,0,5,0,0,21,0,63,31,0,0,44,0,0,0,50
2014-11-01,14,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,4,2,11,4,0,7,0,10,0,0,0,0,0,28,0,14,0,3,0,19,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,31,0,45,0,0,3,0,12,25,37,0,23,0,0,0,0,0,0,49,20,0,20,15,0,0,0,0,0,59,0,5,0,0,30,0,0,0,33,23,23,0,0,0,60
2014-12-01,16,0,0,0,0,0,0,0,0,0,0,0,0,67,4,8,6,2,12,10,0,6,0,6,0,0,0,49,0,41,20,41,0,3,3,20,0,0,0,0,22,0,0,0,8,0,0,0,0,0,0,30,0,38,0,0,0,0,12,24,12,9,50,9,0,0,0,0,20,39,19,0,0,0,30,0,0,23,0,35,23,0,22,0,48,49,0,0,32,0,34,0,0,0,52
2015-01-01,32,0,0,0,0,0,0,0,16,0,0,100,0,74,18,4,4,0,23,28,0,28,9,13,0,0,0,49,0,100,13,46,0,7,3,13,0,0,0,0,21,0,0,0,16,27,0,0,0,0,30,30,0,42,0,0,0,12,35,18,36,0,27,0,0,0,0,20,0,29,19,0,29,15,29,0,0,23,23,45,0,5,16,0,100,0,0,0,32,0,0,0,0,0,36
2015-02-01,20,0,0,0,0,0,18,0,18,0,0,54,0,70,13,9,9,0,17,15,0,20,10,17,7,0,0,52,54,58,0,36,29,4,4,7,0,0,0,23,0,0,0,0,9,0,0,0,29,0,32,0,0,49,0,0,4,0,13,0,58,10,19,19,0,0,0,64,43,62,21,0,21,0,0,0,0,25,0,0,0,6,14,0,43,0,0,35,35,0,0,0,0,0,55
2015-03-01,11,0,0,0,0,0,0,0,0,0,0,0,0,61,10,6,0,0,7,7,0,16,6,6,0,0,0,0,0,54,14,0,14,0,0,3,0,0,0,21,42,8,0,0,0,0,0,0,27,0,0,30,0,48,0,0,0,0,12,0,61,14,9,9,0,0,20,20,0,48,0,0,0,0,0,0,0,23,0,23,0,0,0,0,38,65,0,0,0,0,0,0,0,0,22
2015-04-01,9,0,0,0,0,0,0,0,0,0,0,0,0,77,4,4,4,0,8,6,0,7,0,13,7,0,0,0,0,72,0,57,0,0,0,3,0,0,0,0,0,9,0,0,9,0,0,0,0,0,32,31,0,32,0,0,0,0,13,0,32,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,6,6,0,59,34,0,69,0,0,0,0,0,0,47
2015-05-01,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,45,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0,33,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,25,0,0,0,32,72,0,0,0,0,0,0,0,0,49
2015-06-01,5,0,0,0,0,0,0,0,18,0,0,0,0,32,0,4,4,0,0,5,0,0,0,7,0,0,0,56,0,30,0,15,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,14,10,10,0,0,0,0,22,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,36,0,0,0,0,0,0,0,57
2015-07-01,3,0,0,0,0,0,0,0,18,0,0,0,0,33,4,9,4,2,2,2,0,7,0,7,0,0,0,0,0,15,15,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,28,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,36,35,0,0,0,0,0,0,0,24
2015-08-01,4,0,0,0,0,0,0,0,18,0,0,0,0,49,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,36,0,0,0,0,0,0,0,0,32
2015-09-01,13,0,0,0,0,0,0,0,0,0,0,0,0,54,4,4,4,0,9,4,0,7,7,0,0,0,0,0,0,43,0,36,0,0,0,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,63,32,0,40,0,0,0,0,0,0,0,10,38,0,0,0,0,0,21,51,41,0,0,16,0,0,0,0,0,0,24,6,0,0,23,0,0,0,69,0,0,0,0,0,62
2015-10-01,28,0,0,0,0,0,0,0,33,0,0,0,0,62,8,6,4,0,12,10,0,12,6,9,6,0,0,0,0,20,0,27,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,3,0,12,18,18,9,76,0,0,0,0,0,0,19,19,0,0,0,14,0,0,0,22,45,0,5,0,0,34,0,0,0,32,0,100,0,0,0,36
2015-11-01,14,0,0,0,0,0,0,0,17,0,0,51,0,70,4,4,12,0,11,7,2,6,6,6,0,0,0,99,0,34,0,14,14,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,12,0,0,12,0,41,0,0,0,0,0,0,59,20,0,20,0,0,0,0,23,0,47,0,0,0,0,43,66,0,66,33,23,46,0,0,0,37
2015-12-01,9,0,0,0,0,0,0,0,0,0,0,0,0,57,4,8,0,0,8,2,0,6,0,6,0,0,0,49,0,27,0,13,0,0,0,20,0,0,0,21,0,9,0,0,9,0,0,0,27,0,0,30,0,46,0,0,0,0,12,0,12,0,9,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,0,5,5,0,29,0,0,33,0,22,0,0,0,0,44
2016-01-01,10,0,0,0,0,0,0,0,12,0,0,0,0,53,3,3,3,0,5,6,1,5,0,7,0,0,0,0,0,20,0,10,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0,0,34,0,0,0,0,0,18,50,7,7,0,0,0,0,15,0,29,0,0,0,0,33,0,0,17,0,17,17,4,4,0,24,37,0,24,0,17,17,0,0,0,28
2016-02-01,14,0,0,0,0,0,0,0,13,0,0,0,0,69,11,6,6,1,12,9,1,17,5,10,0,0,0,37,0,10,16,10,0,5,3,5,0,0,0,16,0,13,0,0,0,63,0,0,21,0,23,34,0,48,0,0,0,0,0,9,56,7,10,0,0,0,0,0,0,30,15,0,0,0,11,0,0,18,0,0,0,0,4,0,27,50,0,25,25,35,17,0,0,0,62
2016-03-01,15,0,0,0,0,12,12,0,18,0,0,0,0,74,10,10,12,0,13,11,1,16,5,9,7,0,0,0,0,30,0,20,0,5,0,6,0,0,0,16,0,0,0,0,6,20,0,0,20,0,22,0,0,41,0,0,0,0,22,0,57,7,10,7,0,0,0,22,22,35,14,0,14,0,0,0,0,0,0,17,17,0,10,0,53,24,0,24,24,17,0,0,17,0,32
2016-04-01,13,0,33,0,0,0,0,0,0,0,0,0,0,58,6,6,3,1,12,12,0,10,0,10,0,0,0,37,0,31,0,10,21,3,0,3,0,0,0,0,0,6,0,0,16,42,0,0,0,0,46,23,0,27,0,0,0,0,9,9,28,14,14,7,0,0,15,15,15,15,0,0,15,0,0,0,0,0,0,18,0,0,8,0,43,50,25,25,0,0,0,0,17,0,68
2016-05-01,6,0,0,0,0,0,0,0,12,0,0,0,0,30,6,3,0,1,5,2,0,9,0,9,5,0,0,0,0,15,0,15,0,0,0,2,0,0,0,0,0,6,0,0,0,20,0,0,0,0,22,22,0,30,0,0,3,0,0,0,13,0,7,13,0,0,15,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,4,0,31,0,0,0,0,17,17,0,0,0,54
2016-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,33,3,6,0,0,1,2,0,5,0,5,0,0,0,0,0,32,0,22,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,23,0,0,0,0,0,10,14,0,14,0,0,0,0,0,16,15,0,0,16,0,12,0,0,0,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,35
2016-07-01,5,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,0,0,3,2,0,5,0,10,5,0,0,0,0,11,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,24,0,0,3,0,0,19,14,0,14,0,0,0,0,0,0,15,0,0,0,0,0,12,0,18,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,17
2016-08-01,4,0,35,0,0,0,0,0,0,0,0,0,0,43,3,3,0,0,4,4,0,5,0,0,0,0,0,0,0,21,11,16,0,0,3,3,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,17,0,0,0,0,0,0,9,7,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,18,4,0,0,25,0,0,0,0,0,0,0,0,0,23
2016-09-01,13,0,0,0,0,0,13,0,25,0,0,0,0,92,3,3,5,0,6,2,1,5,5,5,10,0,0,0,0,10,0,15,0,3,0,32,0,0,0,16,0,0,0,0,6,0,21,0,21,0,23,0,0,26,0,0,0,0,0,18,14,7,27,0,0,0,0,0,0,15,0,0,0,23,0,0,0,17,0,35,0,0,0,0,32,0,0,0,0,0,17,0,0,0,34
2016-10-01,18,0,0,0,0,0,0,0,0,0,0,0,0,62,10,4,3,0,12,5,0,16,0,0,0,0,0,0,0,10,10,10,0,0,0,71,0,0,0,15,0,0,0,0,6,20,0,0,19,0,0,0,0,43,0,0,0,0,9,0,17,0,36,0,0,0,0,0,29,28,0,0,14,0,0,0,0,0,0,33,0,4,0,0,40,24,0,0,0,0,41,0,0,0,37
2016-11-01,14,0,0,0,0,0,0,0,0,0,0,0,0,54,3,3,6,0,11,4,0,5,0,5,0,0,0,36,0,34,0,53,0,0,0,11,0,0,0,15,0,6,0,0,6,20,20,0,19,0,21,21,0,44,0,0,0,9,0,17,30,10,13,10,0,0,0,0,0,14,0,0,0,0,21,0,0,16,0,16,0,0,0,0,25,0,23,47,0,0,41,0,0,0,32
2016-12-01,13,0,30,0,0,0,0,0,0,0,0,35,0,65,7,3,3,0,15,9,0,11,9,13,0,0,0,0,0,33,9,33,9,2,0,12,0,0,0,0,0,6,0,0,0,19,0,0,0,0,41,0,0,28,0,0,0,0,8,13,46,6,6,6,0,0,14,14,14,0,27,0,0,0,21,0,0,0,0,0,16,0,4,0,50,23,0,0,45,16,31,0,16,0,36
2017-01-01,19,0,0,0,0,0,0,0,11,0,0,0,0,55,16,5,9,0,21,14,1,25,4,17,4,0,0,49,32,36,0,27,9,2,0,13,0,0,0,14,14,6,0,0,11,0,18,0,18,0,20,0,0,42,0,0,0,16,16,20,56,0,6,0,0,0,13,20,0,13,0,0,13,0,20,0,0,0,0,0,15,0,9,0,55,32,0,21,0,0,0,0,0,0,39
2017-02-01,18,0,0,0,0,12,0,0,18,0,0,36,0,73,10,7,4,1,15,14,1,16,5,9,5,0,0,0,36,34,0,29,0,5,0,9,0,0,0,15,15,0,0,0,0,0,19,0,19,0,0,21,0,39,0,0,0,9,17,22,43,6,13,6,0,0,0,14,14,27,0,0,14,11,21,0,0,16,0,16,16,4,11,0,57,23,0,23,0,0,0,0,16,0,64
2017-03-01,16,0,56,0,0,0,0,0,11,0,0,32,0,66,8,10,3,0,17,14,1,12,0,16,0,0,0,0,32,39,9,30,0,2,4,7,2,0,0,0,27,6,0,0,5,17,0,0,0,0,19,38,0,39,0,0,0,0,8,8,27,6,14,6,0,0,0,19,25,37,0,0,12,0,9,0,19,15,0,15,15,0,3,0,51,0,31,0,0,0,0,0,14,0,52
2017-04-01,12,0,0,0,0,0,12,0,0,0,0,0,0,66,6,10,7,1,12,6,0,9,0,13,0,0,0,0,35,19,9,23,0,2,0,9,0,0,0,15,15,0,0,0,6,19,0,0,19,0,0,21,0,38,0,0,0,0,8,8,17,6,6,6,0,0,14,0,14,20,0,0,27,0,0,0,0,24,0,16,16,0,4,0,54,45,46,22,0,0,16,0,0,0,41
2017-05-01,4,0,0,0,0,0,0,0,0,0,0,0,0,44,6,6,3,0,2,3,1,9,0,4,4,0,0,0,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,31,0,16,16,0,4,0,31,22,0,0,0,15,0,0,0,0,45
2017-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,6,0,5,2,0,0,0,5,0,0,0,0,0,25,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,30,0,0,0,0,0,9,13,7,7,7,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,4,0,21,24,0,0,0,16,0,0,0,0,59
2017-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0,0,2,1,0,5,0,5,5,0,0,0,0,24,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,0,0,25,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,14,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,23,0,0,0,0,0,16
2017-08-01,4,0,0,0,0,0,0,0,0,0,0,0,0,37,3,3,3,2,4,3,0,4,0,4,0,0,0,0,0,18,0,18,18,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,29,0,0,0,8,0,0,8,12,6,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,29,0,0,0,0,0,0,0,0,0,20
2017-09-01,13,0,0,0,0,0,0,0,11,0,0,0,0,57,3,0,3,1,6,3,0,4,0,4,0,0,0,0,0,18,9,9,0,0,0,36,0,0,0,14,0,6,0,0,5,0,18,0,18,0,0,0,0,30,0,0,2,0,0,12,12,0,27,0,0,0,0,13,13,39,0,0,0,0,20,0,0,0,0,38,15,0,0,0,34,0,0,0,0,0,30,0,0,0,30
2017-10-01,21,0,0,0,0,0,0,0,11,0,0,0,0,68,4,4,5,1,13,4,0,6,0,8,0,0,0,0,0,35,9,34,0,0,0,65,2,0,0,14,14,5,0,0,0,0,0,0,17,0,0,38,0,24,0,0,2,0,0,8,8,0,35,0,0,0,0,0,13,0,12,0,0,10,10,10,0,0,0,15,0,3,0,0,36,31,21,0,21,0,51,0,0,0,38
2017-11-01,15,0,0,0,0,0,0,0,22,0,0,0,0,83,9,5,3,0,15,8,0,15,0,8,4,0,0,33,0,31,0,9,0,0,2,28,0,0,0,28,0,5,0,0,6,18,0,0,36,0,0,0,0,22,0,0,2,0,8,20,28,0,6,6,0,0,0,26,13,32,0,0,0,0,29,0,0,15,0,23,0,3,0,0,45,21,0,0,0,15,44,0,22,0,34
2017-12-01,19,0,0,0,0,0,0,0,0,0,0,0,0,70,15,11,3,0,15,18,0,23,4,8,0,0,0,0,0,40,9,9,0,2,2,19,0,0,0,14,14,6,0,0,11,18,18,0,18,0,58,19,0,44,0,0,0,0,24,16,59,6,21,12,0,0,0,13,13,25,25,0,13,10,19,10,0,30,15,15,15,3,3,0,78,21,0,21,42,0,30,0,0,0,63
2018-01-01,88,0,0,0,0,10,0,0,87,0,0,62,0,100,37,4,10,0,83,62,1,58,4,64,4,0,0,92,0,46,12,45,0,6,3,53,76,0,0,33,13,5,0,100,10,50,0,0,42,0,46,37,0,54,0,0,0,0,41,44,100,6,36,11,0,0,24,49,18,35,24,0,30,0,55,18,18,56,42,78,0,3,33,0,67,0,30,100,40,28,14,0,0,0,36
2018-02-01,100,0,59,0,0,45,11,0,100,0,0,68,0,94,64,4,14,0,100,82,2,100,6,70,6,0,0,100,100,72,9,18,9,4,7,34,78,0,0,78,28,9,0,91,6,18,18,0,100,0,100,20,0,71,0,0,2,0,44,81,89,24,30,36,0,0,27,100,67,52,19,0,58,0,100,30,20,78,15,100,0,0,30,0,79,22,22,44,33,15,15,0,83,0,74
2018-03-01,23,0,0,0,0,0,10,0,25,0,0,31,0,71,19,10,4,0,25,19,1,29,6,14,0,0,0,0,31,29,25,12,0,3,0,6,16,0,0,13,13,5,0,26,5,17,0,0,17,0,37,27,0,35,0,0,0,0,15,22,22,11,17,8,0,0,12,18,24,24,24,0,0,9,36,0,9,28,0,28,0,3,8,0,41,0,20,20,40,14,14,0,0,0,32
2018-04-01,15,0,0,0,0,0,0,0,21,0,0,32,0,56,10,10,5,2,14,9,0,16,0,4,0,0,0,32,0,47,0,34,0,0,0,2,9,0,0,14,14,6,0,22,0,0,43,0,17,0,19,0,0,52,0,0,2,0,8,27,58,12,0,0,0,0,0,19,13,31,12,0,0,0,28,0,0,0,15,0,0,0,10,0,58,21,0,0,21,14,0,0,0,0,28
2018-05-01,6,0,0,0,0,0,0,0,10,0,0,31,0,31,3,3,3,0,5,3,0,4,4,0,0,0,0,0,0,34,0,17,0,0,0,2,0,0,0,0,0,0,0,5,5,17,0,0,0,0,19,0,0,47,0,0,0,0,8,0,30,0,6,0,0,0,0,0,0,24,0,0,24,0,0,0,0,14,0,14,0,0,5,0,22,20,21,0,0,0,0,0,0,0,65
2018-06-01,5,0,0,0,0,0,11,0,11,0,0,0,0,46,0,3,0,0,7,3,0,0,0,4,0,0,0,0,0,31,0,18,9,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,20,0,28,0,0,0,8,0,12,20,0,6,0,0,0,0,0,0,13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,30,21,0,0,0,0,0,0,0,0,29
2018-07-01,4,0,0,0,0,0,0,0,11,0,0,0,0,35,3,5,0,0,2,2,0,4,0,0,0,0,0,0,0,30,9,13,0,0,0,2,2,0,0,0,0,0,0,0,5,17,0,0,0,0,19,0,0,20,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,33
2018-08-01,7,0,0,0,0,0,0,0,11,0,0,0,0,25,0,3,0,0,5,4,0,0,0,4,0,0,0,0,0,13,9,9,0,0,0,3,4,0,0,0,14,5,0,6,0,0,0,0,0,0,0,0,0,31,0,0,0,0,12,8,23,0,6,0,0,0,0,0,13,43,0,0,0,10,10,0,0,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,19
2018-09-01,14,0,29,0,0,0,0,0,55,0,0,0,0,47,3,0,3,0,9,6,0,4,0,4,4,0,0,0,0,9,0,18,0,0,0,45,8,0,0,14,0,0,0,8,14,18,0,0,18,0,0,0,0,25,0,0,0,0,0,8,8,0,33,0,0,0,0,0,13,32,13,0,13,0,10,0,0,15,0,15,0,4,4,0,30,22,22,22,22,0,30,0,0,0,39
2018-10-01,34,0,0,0,0,0,0,0,16,0,0,0,0,54,6,8,4,0,20,9,0,10,0,4,0,0,0,0,0,21,26,13,8,0,0,100,18,0,0,13,0,5,0,8,5,34,0,0,17,0,0,19,0,30,0,0,0,8,0,30,26,0,51,6,0,0,0,0,0,36,12,0,0,0,0,0,0,22,0,29,14,5,3,0,37,0,20,0,20,14,21,0,14,0,60
2018-11-01,18,0,0,0,0,0,0,0,11,0,0,66,0,76,5,3,3,0,14,9,0,8,4,8,0,0,0,0,0,35,0,18,0,2,0,41,13,0,0,14,14,5,0,11,5,18,18,0,18,0,0,19,0,45,0,0,2,0,0,16,8,0,18,12,0,0,0,13,13,31,0,0,13,10,19,0,0,0,15,15,0,10,3,0,43,21,0,0,0,15,15,0,0,0,58
2018-12-01,20,0,0,0,0,0,0,0,11,0,0,33,0,69,11,11,11,0,17,14,0,17,6,4,0,0,0,32,0,53,18,18,9,2,2,20,4,0,0,28,28,6,0,8,6,0,18,0,36,0,0,19,0,25,0,0,0,0,0,12,55,12,12,6,0,0,13,13,13,13,13,0,25,0,10,0,10,15,0,15,0,4,10,0,63,0,21,21,21,15,15,0,15,0,92
2019-01-01,38,0,0,0,0,0,10,0,15,0,0,31,0,95,28,15,20,0,38,24,1,44,6,24,0,0,0,31,0,80,8,25,0,2,2,23,5,0,0,40,0,8,0,0,5,51,34,0,51,0,37,37,0,42,0,0,0,8,23,26,87,11,20,8,0,0,13,12,43,36,24,0,24,19,28,9,0,14,14,29,14,0,12,0,56,20,40,0,40,14,14,0,14,0,37
2019-02-01,40,0,31,0,0,0,0,0,11,0,0,70,0,86,31,4,16,1,41,29,0,48,7,31,0,0,0,34,0,79,9,33,9,7,2,12,5,0,0,15,15,6,0,0,0,38,19,0,19,0,62,21,0,37,0,0,0,0,13,25,80,0,6,19,0,0,28,21,34,40,13,0,33,0,31,0,41,16,16,16,16,0,18,0,65,45,0,23,22,16,32,0,16,0,51
2019-03-01,24,0,0,0,0,0,0,0,16,0,0,32,0,89,20,5,7,0,23,17,0,31,0,12,4,0,0,48,0,43,9,22,0,2,2,11,2,0,0,0,14,5,0,0,0,0,35,0,0,0,19,19,0,33,0,0,0,0,23,39,77,0,0,6,0,0,0,0,26,12,12,0,25,0,38,0,19,0,0,15,29,0,10,0,38,21,0,0,21,14,0,0,14,0,52
2019-04-01,12,0,0,0,0,0,0,0,22,0,0,34,0,75,21,3,5,0,16,11,1,32,0,6,4,0,0,33,0,23,9,14,0,2,0,2,2,0,0,0,0,6,0,0,9,18,0,0,0,0,20,0,0,33,0,0,0,0,16,0,57,0,0,12,0,0,0,0,13,32,0,0,13,0,0,0,0,15,0,0,23,0,4,0,36,22,0,44,0,0,0,0,15,0,35
2019-05-01,6,0,0,0,0,0,0,0,11,0,0,0,0,48,3,3,5,0,5,4,0,4,0,16,0,0,0,0,0,30,0,13,0,0,0,3,2,0,0,0,0,0,0,6,11,17,17,0,0,0,0,0,0,35,0,0,0,0,0,8,15,6,12,0,0,0,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,3,0,0,31,0,21,21,0,14,0,0,0,0,38
2019-06-01,4,0,0,0,0,0,11,0,11,0,0,0,0,49,3,3,3,0,5,5,1,4,0,0,0,0,0,0,0,22,9,36,9,0,0,7,0,0,0,0,14,6,0,0,0,18,0,0,0,0,0,20,0,33,0,0,0,0,0,16,8,0,6,0,0,0,0,0,13,13,13,0,0,10,20,0,0,15,0,15,0,0,0,0,27,22,0,0,22,0,0,0,0,0,20
2019-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,3,0,4,2,0,4,0,0,4,0,0,0,0,26,0,17,0,0,0,2,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,31,0,0,2,0,0,8,23,6,0,6,0,0,0,0,0,25,0,0,0,0,9,0,0,0,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,28
2019-08-01,6,0,0,0,0,0,0,0,10,0,0,0,0,28,5,3,3,0,3,1,0,8,0,0,4,0,0,0,0,21,0,30,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2,0,0,8,15,0,6,0,0,0,0,0,0,18,12,0,0,9,9,0,0,0,14,29,0,3,0,0,24,0,0,0,20,0,0,0,0,0,37
2019-09-01,17,0,0,0,0,0,10,0,42,0,0,0,0,59,3,3,6,0,8,5,1,4,0,0,4,0,0,0,0,21,0,33,0,0,0,30,2,0,0,13,13,0,0,0,5,17,0,0,17,0,0,0,0,42,0,0,2,0,0,15,11,6,34,6,0,0,0,0,12,30,12,0,0,0,9,0,0,0,0,14,0,3,0,0,28,0,0,0,20,0,29,0,0,0,32
2019-10-01,31,0,26,0,0,0,10,0,10,0,0,0,0,89,8,2,5,0,17,9,1,13,11,4,4,0,0,29,0,20,12,28,8,0,4,95,2,0,0,13,13,5,0,0,5,16,16,0,16,0,0,0,0,42,0,0,0,0,7,7,7,0,54,5,0,0,0,0,0,29,0,0,11,0,9,0,0,14,0,41,0,16,6,0,37,19,0,19,0,0,54,0,0,0,44
2019-11-01,22,0,27,0,0,0,0,0,10,0,0,0,0,64,6,5,10,1,16,11,0,10,6,4,4,0,0,0,0,25,0,29,0,0,2,54,0,0,0,26,13,0,0,0,0,0,0,0,33,0,0,18,0,32,0,0,0,0,7,15,37,6,25,0,0,0,0,0,0,35,12,0,12,0,0,0,9,14,0,14,0,6,5,0,36,20,20,0,20,0,41,0,14,0,58
2019-12-01,23,0,40,0,0,10,0,0,20,0,0,31,0,84,12,6,9,1,22,13,1,19,4,17,0,0,0,30,30,49,0,16,0,2,0,32,2,0,0,19,0,5,0,0,0,0,25,0,25,0,18,18,0,33,0,0,2,0,18,18,51,0,19,8,0,0,0,12,12,12,18,0,35,0,36,0,0,42,14,49,14,3,8,0,52,30,20,39,30,14,21,0,14,0,40
