date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,flu like symptoms,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,flu utah,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,spanish flu,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,food poisoning,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,treatment for flu,cdc flu,exposed to flu,keto flu,flu contagious,flu length,get over the flu,stomach flu symptoms,flu in utah,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2014-10-01,35,42,0,0,0,22,0,0,0,85,19,0,0,0,0,4,52,15,15,0,15,17,0,0,0,21,7,17,0,0,0,0,7,19,0,4,32,0,53,0,0,31,62,31,0,13,26,39,13,10,0,0,20,30,30,0,0,31,0,31,0,23,3,33,10,13,0,0,0,13,0,47,0,0,0,14,21,0,55,0,18,0,0,0,0,0,28,23,11,0,34,0,0,10,0,78
2014-11-01,26,0,41,0,0,12,0,2,2,33,6,6,0,0,0,2,46,29,44,0,0,22,3,0,2,30,0,14,0,0,0,0,48,11,4,0,24,0,18,0,0,30,30,30,0,13,51,25,0,10,0,0,0,0,29,0,0,22,15,30,15,47,6,37,8,12,0,25,13,0,0,45,19,20,0,0,26,18,0,18,0,0,0,11,0,0,22,22,11,25,17,25,0,28,0,33
2014-12-01,45,39,0,0,0,37,0,0,0,11,6,11,0,0,0,2,49,55,68,0,0,45,3,0,24,48,6,25,0,13,0,0,70,9,3,7,19,2,20,0,0,28,56,56,28,24,30,12,24,9,14,9,46,41,55,41,0,49,28,49,49,59,8,41,6,29,18,88,0,12,0,55,24,37,12,12,44,58,58,17,17,0,0,40,0,0,31,20,26,32,31,47,16,18,9,80
2015-01-01,44,0,0,78,0,41,2,0,0,9,0,11,0,0,0,6,68,54,14,0,14,38,0,0,18,47,0,6,0,0,6,0,63,10,3,3,15,2,8,0,0,56,28,28,28,0,29,0,12,18,9,0,37,27,27,27,27,35,14,42,28,35,12,38,3,23,0,23,12,12,0,24,30,12,0,12,43,41,100,0,25,0,0,0,0,10,31,15,10,39,24,16,0,9,0,80
2015-02-01,21,0,42,0,0,16,0,0,0,0,6,0,0,0,0,4,57,45,30,0,0,28,0,0,17,21,7,14,0,0,7,7,7,7,0,6,11,2,8,0,0,0,61,0,0,13,19,0,13,0,10,10,15,0,60,30,0,30,0,38,23,23,13,28,0,26,0,26,0,13,0,40,0,14,0,20,20,18,54,0,0,0,0,0,0,0,11,0,33,0,0,34,0,0,0,87
2015-03-01,15,0,0,0,0,8,0,0,6,6,0,0,0,0,0,0,39,0,0,0,14,15,0,0,0,10,7,13,0,7,0,0,34,9,4,7,13,0,5,0,0,29,30,0,59,0,56,25,0,10,0,0,10,29,0,0,0,37,0,15,15,30,3,38,11,0,0,25,0,0,0,51,13,20,0,0,26,17,18,0,0,0,0,21,0,0,16,11,22,17,33,17,0,14,0,75
2015-04-01,14,0,0,0,0,18,0,0,0,0,0,6,0,0,0,4,68,15,15,0,0,7,0,0,0,10,7,7,0,7,0,7,34,9,0,0,13,0,3,0,0,0,0,0,0,25,44,13,0,0,0,10,20,0,29,0,29,22,0,0,45,26,3,34,3,0,13,13,0,52,0,46,0,0,13,13,27,0,18,0,36,0,11,0,0,0,0,11,11,0,0,17,0,0,10,72
2015-05-01,8,0,0,0,0,6,0,0,0,6,0,13,0,0,0,2,50,0,0,0,15,11,0,0,7,14,0,14,0,0,0,0,14,9,0,0,0,0,2,0,0,0,31,31,0,13,20,26,0,0,0,0,10,0,0,0,0,31,0,15,0,23,0,35,3,0,0,13,13,13,0,27,0,14,0,0,21,0,18,0,0,0,0,0,0,0,11,0,17,0,17,35,0,0,0,49
2015-06-01,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,36,33,0,0,0,6,2,0,0,8,8,8,0,0,0,0,30,10,0,0,8,0,2,0,0,0,33,0,0,14,35,0,0,0,0,0,0,0,0,0,0,50,0,0,0,22,0,27,4,0,0,0,0,0,0,22,0,0,0,15,22,0,0,0,20,0,0,0,0,0,12,12,18,0,0,0,0,0,0,58
2015-07-01,6,0,0,0,0,6,0,0,0,6,6,0,0,0,0,2,30,0,0,0,0,4,0,0,2,7,0,0,0,0,0,0,15,10,0,0,12,0,0,0,0,0,0,32,0,0,14,0,0,0,0,0,0,0,31,0,0,32,0,0,0,17,0,31,0,13,0,0,0,0,0,28,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,23,0,0,18,0,0,0,25
2015-08-01,10,0,0,0,0,4,0,0,0,6,0,6,0,0,0,4,31,15,0,0,0,5,0,0,5,10,0,7,0,0,0,0,14,7,4,4,6,0,5,0,0,0,0,0,31,39,26,13,0,0,0,0,0,30,30,0,0,15,15,46,0,18,0,37,0,0,0,13,13,13,0,40,13,0,0,0,0,0,36,0,18,0,0,0,0,0,23,11,11,17,0,17,0,10,0,63
2015-09-01,22,0,40,0,0,4,0,0,2,44,6,6,0,0,0,0,37,14,14,0,0,5,0,0,5,7,7,10,7,7,0,0,46,7,0,4,11,0,30,0,0,29,0,0,0,18,12,0,25,9,9,0,0,0,0,28,0,29,0,14,0,32,3,19,0,24,0,30,0,13,0,25,0,26,0,13,0,0,0,26,35,10,0,31,0,0,21,16,11,0,16,16,0,9,0,79
2015-10-01,30,0,39,0,0,13,0,0,0,66,0,0,0,0,0,0,68,0,14,0,0,13,0,0,8,16,6,13,0,0,0,0,32,9,0,3,19,0,66,0,0,0,0,0,29,12,24,0,0,0,0,0,0,0,55,0,0,28,0,28,0,25,6,40,3,0,0,12,0,12,0,25,0,13,0,0,13,25,68,0,17,0,0,10,0,10,10,10,0,0,32,0,0,0,0,54
2015-11-01,27,40,100,0,0,19,0,4,0,32,0,0,0,0,0,4,57,28,56,0,14,18,0,0,8,20,0,20,0,0,7,0,46,5,0,0,12,2,30,0,0,0,29,0,0,12,31,0,0,0,0,0,10,28,0,0,0,22,0,14,14,30,6,42,0,12,12,0,0,0,0,38,13,26,0,13,26,17,26,0,17,0,0,0,0,0,16,11,21,16,0,16,0,0,0,60
2015-12-01,25,0,79,0,0,10,0,2,0,6,12,6,0,0,0,2,53,70,42,0,0,12,0,0,2,13,7,20,0,7,0,0,59,7,4,7,14,0,11,0,0,0,43,0,0,0,24,18,0,0,0,0,0,28,28,0,0,50,14,22,14,60,5,52,3,24,0,12,12,13,0,38,13,26,13,13,32,35,17,0,34,0,0,10,0,0,21,21,10,16,16,16,0,9,9,55
2016-01-01,19,0,30,0,0,9,0,0,1,4,18,4,0,1,0,1,64,43,21,0,0,20,0,0,5,7,12,10,0,0,0,0,10,13,3,3,9,0,3,0,0,0,0,0,44,9,33,9,9,0,0,7,14,22,32,0,0,28,11,0,11,29,5,42,0,0,9,18,0,10,0,43,0,20,10,10,29,0,13,0,13,8,0,24,0,8,12,8,8,0,25,12,0,0,7,49
2016-02-01,26,0,32,32,0,28,0,0,0,7,0,0,0,0,0,5,100,34,92,0,0,25,0,0,9,26,5,29,10,0,0,5,43,10,0,6,13,0,9,0,0,23,23,0,24,30,30,10,0,8,8,0,42,23,34,23,23,29,0,41,23,30,8,33,9,34,0,24,0,0,0,51,0,10,0,21,31,14,49,14,14,0,0,16,0,9,17,34,21,0,33,13,0,7,7,71
2016-03-01,24,0,59,0,0,55,1,0,0,9,13,11,0,0,0,0,82,52,42,0,0,24,0,0,6,36,7,15,5,5,0,5,49,16,3,5,10,1,3,0,0,22,54,0,21,18,63,18,9,7,7,0,39,63,32,21,0,11,0,27,16,31,8,33,13,13,0,49,9,0,0,37,9,19,0,10,100,13,45,25,0,0,8,53,0,0,8,16,20,12,18,12,12,7,7,61
2016-04-01,17,0,0,0,0,15,0,0,0,5,5,0,0,0,0,0,48,11,55,0,0,18,0,0,5,15,5,18,5,0,0,0,62,16,3,3,8,2,3,0,0,0,0,0,0,14,47,0,0,0,0,0,15,0,0,0,0,17,0,17,28,18,7,38,9,14,9,19,0,0,0,34,15,10,10,10,10,40,13,13,27,8,0,0,0,16,16,0,25,19,25,25,0,0,0,54
2016-05-01,11,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,39,22,0,0,0,10,0,0,5,8,13,15,0,0,0,0,15,8,0,0,4,1,0,0,0,0,23,0,34,10,14,0,0,0,0,0,7,0,44,0,0,17,0,11,11,18,2,32,2,0,9,9,0,0,0,49,0,10,0,0,20,13,13,0,0,0,8,8,0,0,8,8,8,0,13,13,13,0,0,72
2016-06-01,10,0,0,0,0,10,0,0,0,5,5,0,0,0,0,2,29,24,12,0,0,7,0,0,0,11,0,5,0,0,0,0,27,4,0,3,3,0,2,0,0,24,0,0,24,10,36,0,10,8,0,0,8,0,0,0,0,0,0,0,12,14,5,46,3,0,0,10,0,10,0,31,10,11,0,32,0,14,14,14,0,0,0,9,0,0,13,9,0,14,0,0,0,0,8,15
2016-07-01,10,0,33,0,0,6,0,0,0,5,7,10,0,0,0,2,26,23,0,0,12,4,0,0,1,16,0,0,0,0,0,0,27,10,0,0,6,0,1,0,0,0,0,0,24,10,30,20,0,0,0,0,0,0,0,0,0,12,12,12,0,22,0,43,3,10,0,0,0,0,0,31,0,0,0,11,0,0,14,0,0,0,0,0,0,0,9,17,9,0,0,0,0,8,8,23
2016-08-01,10,33,0,0,0,3,0,0,0,5,0,7,0,0,0,3,30,0,0,0,12,4,0,0,0,5,5,0,0,0,0,0,27,10,0,3,4,0,6,0,0,0,24,0,0,30,15,0,0,0,0,8,8,0,0,0,0,12,0,18,0,12,0,34,3,10,0,10,0,0,0,10,0,11,0,0,21,0,0,0,14,0,0,0,0,0,9,0,18,0,13,0,13,0,0,46
2016-09-01,20,0,0,0,0,10,0,0,0,39,0,7,0,0,0,0,38,11,22,0,0,11,0,0,5,26,5,10,0,0,0,5,10,7,0,3,18,0,32,0,0,23,45,0,23,14,33,0,9,7,0,0,0,22,22,0,0,28,11,56,23,18,5,33,2,9,0,19,9,10,0,49,10,10,0,0,10,27,20,0,20,0,0,24,0,0,12,8,0,13,13,13,0,0,0,50
2016-10-01,32,0,0,0,0,9,0,0,1,38,0,0,0,0,0,0,32,32,32,0,0,10,1,0,7,12,5,10,5,5,0,0,35,8,0,3,24,1,59,0,0,0,22,0,22,9,23,9,0,0,0,0,0,22,21,0,21,21,0,43,11,30,2,40,0,9,0,14,0,0,0,28,19,10,0,10,19,19,0,0,13,0,8,8,0,0,20,24,16,25,24,24,0,7,7,31
2016-11-01,20,0,0,0,0,11,0,0,1,17,4,4,0,0,0,3,40,10,21,0,0,17,0,0,12,14,0,14,0,5,0,5,24,0,3,5,10,0,20,0,0,43,21,0,43,9,14,9,0,14,0,0,17,0,21,0,0,11,0,21,32,36,5,46,0,9,0,13,0,18,0,14,0,0,0,19,28,38,19,0,0,0,0,8,0,0,19,8,31,0,24,12,0,7,0,51
2016-12-01,29,0,29,0,0,18,0,1,0,8,4,4,0,0,0,0,79,31,61,0,10,12,2,0,9,9,5,26,0,0,0,5,57,9,4,5,11,0,10,0,0,21,21,21,62,9,35,26,9,7,20,7,24,20,20,61,20,10,21,31,46,50,11,45,2,17,0,35,0,27,0,23,9,42,9,9,28,37,12,0,0,15,0,37,0,8,8,8,0,12,41,12,12,20,7,60
2017-01-01,29,27,27,0,0,41,0,0,0,14,4,8,0,0,0,3,77,48,77,0,0,29,2,0,11,29,0,27,0,0,0,0,36,14,0,0,13,1,14,0,0,49,39,20,39,12,29,17,17,16,0,0,55,0,48,0,0,19,0,54,25,50,15,31,5,33,0,54,0,26,0,47,17,31,17,9,13,12,35,12,12,0,0,56,14,0,32,14,14,22,22,22,0,19,12,94
2017-02-01,19,0,58,0,0,24,0,0,0,9,0,9,0,0,0,3,75,51,41,0,0,13,0,0,6,17,7,12,0,5,0,0,38,17,0,0,11,1,6,0,0,21,0,0,32,13,18,9,18,7,7,0,14,0,31,20,0,21,0,26,21,36,5,27,0,9,9,18,0,0,0,55,9,9,9,9,19,0,44,0,0,0,7,15,0,8,11,8,15,12,18,0,0,0,7,40
2017-03-01,17,0,26,0,0,16,0,0,1,0,15,0,0,0,0,2,49,55,9,0,0,12,0,0,9,23,0,6,0,0,0,0,42,11,0,3,10,2,6,0,0,0,0,19,37,16,47,8,24,0,6,0,21,18,18,18,18,0,0,9,0,23,6,36,5,12,0,35,0,8,0,53,8,25,0,8,8,11,22,11,0,0,7,26,0,0,10,10,17,11,26,10,0,0,6,47
2017-04-01,13,0,28,28,0,12,0,0,0,0,8,4,0,1,0,1,54,20,30,0,10,10,0,0,5,7,0,11,0,5,5,0,46,11,2,2,7,0,2,0,0,20,0,0,41,17,47,9,9,7,0,0,20,20,0,0,0,15,0,15,30,31,4,65,2,0,0,17,0,0,0,57,9,13,9,18,9,12,24,0,12,0,14,0,0,11,11,0,15,11,11,0,0,0,6,29
2017-05-01,15,0,29,0,0,15,0,0,1,9,4,4,0,1,0,1,64,62,21,0,0,11,0,0,2,7,0,7,0,0,0,0,14,5,0,3,4,0,4,0,0,21,21,21,42,18,45,18,9,7,0,0,14,21,21,0,0,11,0,26,0,23,5,41,9,18,0,9,0,18,0,41,28,9,9,9,9,13,13,13,0,0,0,0,0,0,12,23,0,36,0,12,0,0,0,50
2017-06-01,9,0,0,0,0,4,0,0,0,0,0,5,0,0,0,2,26,11,22,0,0,8,0,0,1,5,0,8,0,0,0,0,10,20,0,0,10,0,3,0,0,0,0,23,22,0,33,10,0,0,0,0,0,0,22,0,0,11,0,0,11,21,4,41,2,14,0,9,0,0,0,44,10,0,0,10,20,13,0,0,0,0,8,0,0,0,8,16,8,13,37,12,0,0,0,39
2017-07-01,8,0,0,0,0,6,0,0,0,4,4,0,0,0,0,3,21,11,11,0,0,10,0,0,1,5,0,12,0,5,0,0,25,9,0,0,3,1,2,1,0,0,0,22,0,0,46,0,14,0,0,0,0,22,0,0,0,11,0,11,11,32,2,54,2,0,0,14,0,0,0,52,0,20,0,10,0,13,0,0,0,0,23,16,0,0,8,8,8,0,0,12,0,7,0,56
2017-08-01,11,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,30,20,30,0,10,6,0,0,0,9,5,16,0,0,0,0,28,5,0,2,11,0,6,0,0,0,0,0,0,9,26,9,0,0,0,0,7,0,20,0,0,10,0,10,10,10,0,32,0,0,9,17,0,0,0,31,9,18,0,0,18,0,24,12,12,0,7,14,0,7,11,22,0,11,11,11,0,0,7,33
2017-09-01,23,28,28,0,0,11,0,0,1,10,4,0,0,1,0,4,38,20,40,0,0,10,0,0,2,9,0,14,0,5,0,0,65,4,0,5,17,1,34,1,0,20,21,21,41,17,22,13,9,7,0,0,7,0,20,0,0,10,0,10,0,12,0,28,2,9,9,13,0,9,0,35,9,18,0,9,23,0,12,12,0,0,22,7,0,0,7,7,15,12,11,17,0,0,0,59
2017-10-01,34,0,0,0,0,13,0,0,0,38,4,4,0,0,0,5,38,29,19,0,0,14,0,0,9,13,9,11,0,4,0,0,40,10,4,4,16,0,59,0,0,39,30,20,20,33,25,17,17,13,6,6,6,19,29,19,0,10,10,15,0,24,3,31,3,12,0,16,0,13,0,47,9,13,0,9,22,17,0,0,17,0,14,7,0,0,7,7,14,11,27,17,0,6,6,69
2017-11-01,29,0,28,0,0,17,1,0,0,32,4,4,0,0,0,0,41,19,87,0,10,20,0,0,7,18,4,29,0,0,0,0,54,11,2,2,15,0,28,0,0,20,20,40,40,17,55,8,0,7,0,7,13,19,39,0,0,20,0,15,20,44,3,41,3,8,0,21,0,0,0,56,9,13,0,0,35,18,30,12,12,0,21,21,0,0,29,18,7,11,33,22,0,6,0,76
2017-12-01,40,0,27,27,0,37,1,0,1,24,4,4,0,1,0,3,68,48,58,0,0,36,0,0,10,18,4,34,0,0,0,4,99,8,0,6,19,1,21,0,0,0,0,0,20,29,33,8,0,0,13,6,36,19,39,39,0,20,10,39,39,51,17,60,3,17,0,37,8,0,0,43,13,22,9,9,22,12,29,0,12,7,7,21,0,7,22,22,25,17,22,22,0,13,6,57
2018-01-01,100,0,50,25,0,95,1,1,4,28,7,9,0,2,0,2,95,54,71,0,0,89,1,0,31,85,10,41,0,25,0,0,62,12,8,4,74,1,39,62,0,64,37,46,55,12,54,23,15,21,6,6,84,54,27,18,27,32,18,82,73,48,15,59,4,27,8,69,0,48,0,51,24,44,0,8,93,54,98,16,54,19,32,58,0,13,43,77,7,31,66,36,0,47,14,99
2018-02-01,90,28,28,55,0,100,1,0,5,20,4,6,0,0,0,1,88,68,68,0,0,100,2,0,24,100,5,34,5,14,9,0,64,11,5,7,56,2,27,71,0,61,81,61,40,25,51,21,21,20,7,0,99,89,49,20,20,30,10,100,65,50,13,41,4,42,8,80,0,30,0,65,9,67,0,22,80,48,78,18,54,0,28,100,0,15,33,37,22,11,39,39,11,13,13,99
2018-03-01,31,0,25,0,0,40,1,0,1,7,6,7,0,0,0,1,59,44,44,0,9,25,0,0,10,16,4,23,0,0,0,0,66,14,4,4,18,1,1,16,0,37,27,18,37,12,54,8,0,12,0,0,24,18,0,0,18,27,0,27,27,22,7,37,2,23,8,38,8,20,0,32,0,16,8,8,36,11,22,11,38,0,19,19,0,0,13,7,0,0,36,10,10,17,0,64
2018-04-01,18,0,0,0,0,16,0,0,0,0,4,6,0,0,0,0,40,37,37,0,9,14,0,0,9,23,4,15,0,0,0,4,26,9,0,2,7,1,3,5,0,57,19,19,0,12,44,24,8,18,6,0,6,0,37,18,0,19,0,9,14,22,8,48,4,8,0,27,0,8,0,32,8,17,0,0,25,11,39,0,22,0,39,20,0,0,7,14,17,10,63,0,11,6,6,33
2018-05-01,11,26,26,0,0,10,0,0,0,6,8,4,0,0,0,3,42,18,0,0,9,12,0,0,5,6,0,4,0,4,0,0,26,6,0,0,7,1,2,3,0,19,19,0,0,16,40,8,12,6,0,0,6,0,55,0,0,38,0,0,19,25,3,53,0,8,8,16,0,8,0,49,0,8,0,0,8,11,22,0,11,0,20,13,0,0,14,0,21,0,10,0,0,0,0,45
2018-06-01,11,0,0,0,0,1,0,0,0,0,8,8,0,0,0,1,47,10,0,0,19,8,0,0,1,4,4,0,0,0,0,0,13,6,0,0,4,1,2,2,0,20,0,20,20,8,33,8,8,6,0,0,0,0,58,0,0,0,0,29,20,26,4,35,2,8,0,8,0,9,0,26,0,0,0,9,9,0,12,0,24,0,14,0,0,0,0,11,21,0,22,11,0,0,0,60
2018-07-01,10,0,0,0,0,1,0,0,1,4,4,0,0,0,0,3,34,18,9,0,0,3,0,0,4,8,4,9,0,0,0,0,30,10,0,2,2,1,2,2,0,19,19,0,19,8,28,8,8,6,0,0,0,0,56,0,18,9,0,9,9,13,2,37,2,0,0,16,0,16,0,41,8,8,0,0,0,11,0,0,0,0,20,13,0,0,10,7,0,11,21,0,0,0,0,36
2018-08-01,12,0,0,0,0,6,0,0,0,6,4,12,0,0,0,0,38,0,9,0,9,6,1,0,0,4,4,4,0,0,0,0,22,14,0,2,16,0,4,3,0,19,0,0,0,24,24,8,0,6,0,0,0,19,18,0,0,23,0,9,19,25,2,42,0,0,0,16,0,0,0,53,8,0,0,8,8,0,0,11,11,0,33,0,0,0,7,7,21,11,11,11,0,6,0,42
2018-09-01,26,0,0,0,0,4,0,0,0,50,0,0,0,1,0,0,27,28,28,0,9,11,0,0,3,9,0,17,0,0,0,4,34,8,2,2,20,0,40,10,0,19,19,38,19,16,20,0,16,6,0,6,0,19,19,0,0,28,0,14,10,29,8,40,2,8,8,24,0,8,0,58,8,17,0,0,26,22,11,0,28,0,34,7,0,0,7,21,10,11,42,16,0,0,0,76
2018-10-01,48,0,0,0,0,11,0,0,1,60,7,0,0,0,0,1,49,18,36,0,0,22,0,0,9,8,8,15,4,0,0,0,54,12,2,3,28,1,86,15,0,28,19,28,0,27,16,16,8,9,0,0,12,36,36,0,0,14,0,23,18,39,4,30,2,12,0,15,0,8,0,28,8,8,0,8,16,22,11,11,49,0,6,20,0,7,10,13,7,10,26,10,0,6,6,47
2018-11-01,34,0,26,0,0,15,0,0,2,34,4,0,0,0,0,1,45,9,72,0,0,21,0,0,5,8,4,38,0,0,4,0,46,9,2,2,17,0,49,17,0,19,19,56,19,8,51,12,24,6,0,6,6,36,36,0,18,18,9,18,14,45,2,38,5,8,0,31,0,16,0,32,12,8,0,12,37,11,33,0,22,0,0,26,0,0,20,24,20,16,10,16,0,12,0,41
2018-12-01,33,0,26,26,0,19,0,0,0,12,4,10,0,3,0,1,61,37,37,0,0,16,0,0,12,11,0,15,0,0,4,9,43,7,2,2,14,0,18,7,0,29,38,0,19,16,60,24,8,9,6,0,6,19,19,19,0,24,9,47,14,57,8,41,3,20,16,32,8,21,0,37,8,21,8,0,55,11,17,11,11,0,20,20,7,7,28,17,0,11,32,21,11,0,18,55
2019-01-01,44,0,24,24,0,61,0,0,1,18,14,0,0,2,0,2,79,51,60,0,0,37,1,0,16,28,8,32,0,4,8,8,56,20,2,3,25,0,16,3,0,53,18,26,18,7,37,41,22,17,9,0,43,34,17,26,17,48,0,48,26,46,11,32,5,15,15,44,0,15,0,57,15,16,8,12,39,10,26,0,37,0,56,37,0,6,13,29,16,20,74,20,0,6,6,62
2019-02-01,51,0,39,26,0,97,1,0,1,10,10,14,0,1,0,3,70,37,37,0,0,44,1,0,26,43,4,22,4,4,4,4,100,12,6,6,24,1,10,1,0,58,96,58,48,0,32,12,24,19,6,0,100,37,56,19,19,9,9,38,43,41,14,29,2,24,24,100,0,17,0,70,17,80,17,8,34,51,62,11,23,13,40,74,0,7,14,28,14,22,32,21,0,24,6,49
2019-03-01,36,0,0,25,0,47,0,1,0,11,0,5,0,0,0,0,68,35,26,0,0,27,0,0,15,28,4,16,0,0,0,0,62,15,0,0,21,3,8,2,0,63,18,18,18,8,53,19,0,21,9,6,41,0,26,26,17,13,0,13,40,35,11,36,2,26,0,49,0,19,0,51,0,20,8,8,48,21,11,0,11,13,13,38,6,7,20,10,10,0,30,25,20,6,6,49
2019-04-01,16,26,26,0,0,17,0,0,1,4,0,4,0,1,0,0,61,28,28,0,0,11,0,0,10,13,0,15,4,0,0,0,30,16,0,5,5,0,2,0,0,0,19,0,19,20,40,12,24,0,0,0,12,18,28,0,18,9,0,28,9,22,5,25,6,8,0,20,0,8,0,25,16,0,0,8,29,11,34,0,22,0,20,27,0,0,7,0,10,21,0,0,0,9,0,42
2019-05-01,14,0,0,0,0,11,0,0,0,0,4,4,0,0,0,2,53,27,18,0,9,8,0,0,1,15,0,8,0,0,8,4,25,13,0,2,7,0,3,0,0,37,0,18,18,8,27,8,8,12,0,0,6,0,27,0,0,23,0,0,9,23,2,36,6,0,0,12,0,0,0,44,8,0,0,8,8,11,22,0,0,0,0,13,0,0,10,0,7,10,21,21,0,0,0,47
2019-06-01,11,0,0,0,0,3,0,0,0,0,4,8,0,0,0,0,48,10,0,0,0,7,0,0,2,7,0,9,4,4,0,0,22,12,0,0,5,0,1,2,0,19,29,0,0,12,29,16,8,6,0,0,6,19,38,0,0,10,0,10,10,19,5,36,0,8,8,0,0,0,0,25,0,9,0,0,9,0,11,11,12,0,7,0,0,0,7,7,0,0,11,0,0,12,0,55
2019-07-01,9,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,44,0,18,0,9,4,0,0,2,4,0,8,0,0,0,0,12,11,0,0,4,0,2,0,0,55,37,0,18,19,23,0,8,18,0,0,6,0,18,0,0,14,0,0,0,20,0,39,2,11,0,15,0,8,0,32,12,8,0,8,41,22,0,0,0,0,6,0,6,0,10,13,7,16,10,10,0,0,0,29
2019-08-01,12,0,0,0,0,2,0,0,0,5,5,7,0,0,0,4,53,9,35,0,9,4,1,0,7,12,0,10,0,0,4,0,24,7,0,2,7,0,7,1,0,18,36,18,18,19,46,8,0,6,0,0,0,18,0,0,0,18,0,18,9,23,5,32,2,0,0,8,0,8,0,43,0,8,0,8,8,11,0,0,0,0,19,6,6,0,20,7,0,0,10,0,0,0,6,46
2019-09-01,28,0,24,0,0,14,0,1,0,31,7,0,0,0,0,2,66,8,34,0,0,14,0,0,7,6,0,23,0,0,0,0,31,10,0,2,17,0,41,0,0,17,17,17,17,15,44,51,7,6,0,0,0,0,0,0,0,34,0,9,17,17,5,33,2,7,0,14,0,7,0,22,7,0,8,8,23,10,15,0,20,0,6,12,0,0,13,0,19,10,10,19,0,0,0,60
2019-10-01,52,0,46,0,0,12,0,0,2,100,0,5,0,0,0,2,58,16,41,0,0,17,1,0,7,15,4,13,0,0,0,0,53,10,2,2,23,1,100,3,0,17,17,17,17,14,32,21,7,5,0,0,11,0,0,0,16,8,8,41,33,38,8,41,0,0,0,28,0,11,0,36,15,7,0,11,30,10,15,0,15,0,18,18,0,6,15,30,15,19,23,9,0,5,5,61
2019-11-01,38,24,23,23,0,19,1,0,1,40,3,14,0,0,0,2,61,25,34,0,0,20,1,0,11,10,4,17,0,0,0,0,59,10,2,6,22,0,42,1,0,26,0,0,35,7,25,11,0,8,6,0,6,17,0,17,0,17,8,30,26,56,11,55,3,21,0,29,0,11,0,41,30,8,0,8,19,10,10,20,10,0,0,24,0,0,25,25,16,39,14,10,0,5,5,65
2019-12-01,47,24,36,0,0,32,0,0,1,23,9,0,0,0,0,2,78,51,51,0,17,31,0,0,30,23,10,16,4,4,0,0,78,9,0,10,23,1,27,2,0,26,17,52,43,7,58,18,15,8,6,0,37,17,17,17,34,17,9,30,47,64,4,45,2,29,7,79,7,15,0,22,11,34,0,15,73,36,36,26,10,0,6,79,6,6,16,16,16,15,34,29,0,5,5,44
