date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu care,flu headache,flu vs. cold,flu symptoms 2018,high fever,medicine for flu,flu treatments,cold vs flu,dog flu,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,what is flu a,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,stomach flu,how long does flu last,swine flu,flu cough,contagious flu,what to do if you have the flu,flu report,signs of flu,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,tamiflu,flu map,treatment for flu,cdc flu,exposed to flu,keto flu,flu contagious,flu length,get over the flu,stomach flu symptoms,flu a and b,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature
2014-11-01,17,0,0,0,0,0,0,49,0,21,0,0,0,0,42,6,3,0,0,13,8,0,11,0,7,20,0,0,0,0,16,11,11,4,0,4,29,0,0,0,22,0,0,0,0,37,0,0,0,0,0,19,20,0,23,0,22,0,0,0,0,9,0,0,0,21,0,0,14,19,0,0,19,15,15,15,0,0,0,0,0,14,0,21,0,0,19,0,0,0,42,0,42,0,0,0,10
2014-12-01,35,0,0,0,0,48,0,0,48,20,20,0,40,0,44,19,3,0,0,23,26,0,36,7,25,49,0,0,20,0,31,0,0,4,0,4,19,0,0,0,44,8,0,0,0,73,18,0,0,0,0,38,38,0,0,22,22,18,18,0,36,35,17,0,17,48,0,14,0,36,27,0,55,0,44,0,15,48,0,5,18,0,0,48,0,18,18,18,55,31,41,20,31,10,10,0,15
2015-01-01,40,0,20,0,0,0,0,0,0,19,19,0,38,0,62,23,8,0,2,47,46,0,44,10,57,28,0,0,28,0,30,10,20,7,3,0,10,0,21,21,21,7,11,0,0,17,17,0,17,0,0,45,18,42,0,0,41,0,0,17,17,49,16,8,12,39,0,13,13,68,26,17,34,27,55,14,27,71,13,0,4,0,0,39,0,17,51,17,34,29,58,0,19,0,9,0,37
2015-02-01,22,0,0,0,0,46,0,0,0,0,0,0,20,0,42,11,0,0,0,20,29,0,28,10,28,19,0,0,19,0,15,10,15,0,4,0,4,0,0,21,21,7,8,0,0,62,18,0,18,0,0,65,0,0,0,0,42,18,0,0,35,55,8,8,0,20,0,0,13,26,0,0,18,0,14,0,14,29,4,4,4,13,0,20,0,18,53,0,27,0,0,0,0,0,0,0,28
2015-03-01,11,0,0,19,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,8,7,0,13,0,13,0,0,0,0,0,9,0,14,7,7,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,17,0,20,0,0,0,16,0,0,55,12,16,8,12,0,12,12,33,0,0,16,0,0,0,0,8,0,4,0,0,0,12,0,0,16,0,16,0,0,37,0,0,0,0,18
2015-04-01,10,0,0,20,0,0,67,0,0,0,19,0,0,0,36,3,0,0,0,9,5,0,10,7,10,19,0,0,0,0,20,0,25,0,0,0,7,0,0,0,21,0,0,0,0,34,0,0,0,72,0,36,0,0,21,0,31,0,17,0,17,20,8,0,8,0,0,0,13,43,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,28
2015-05-01,7,0,0,86,0,0,0,0,0,0,0,0,0,0,35,0,3,0,0,2,3,0,0,0,0,20,0,0,0,0,21,0,16,0,0,0,0,0,0,0,22,0,0,0,0,18,0,0,0,38,0,19,0,0,0,0,0,0,18,0,0,35,0,9,0,0,0,0,0,18,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,24
2015-06-01,5,0,0,34,0,0,0,0,0,0,21,0,0,0,31,3,0,0,0,2,3,0,7,0,7,0,0,0,21,0,11,0,22,0,0,0,4,0,0,0,0,8,0,0,0,28,0,0,0,40,0,20,0,0,0,0,23,19,0,0,0,9,0,0,0,0,0,0,14,38,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2015-07-01,2,0,0,45,0,0,0,0,0,0,21,0,0,0,28,0,3,0,0,2,4,0,0,0,7,0,0,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,9,0,0,0,0,0,0,14,57,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15
2015-08-01,6,0,0,21,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5,0,7,0,0,19,0,0,0,0,10,0,10,0,0,0,5,0,0,0,0,0,0,0,0,36,0,0,0,0,0,18,0,0,22,0,0,0,27,0,0,8,0,0,8,0,0,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,19
2015-09-01,11,0,0,0,0,0,0,0,0,0,19,0,0,0,40,5,0,0,2,6,2,0,13,0,13,18,0,0,0,0,19,0,24,3,0,0,31,0,0,0,0,0,0,0,0,25,17,0,0,0,0,17,0,0,0,0,20,0,17,0,17,8,0,8,0,13,0,0,0,76,0,0,17,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,17,0,38,0,0,0,0,0,23
2015-10-01,20,0,0,0,0,43,0,43,0,0,0,0,0,0,22,5,0,0,0,12,7,0,10,0,19,27,0,0,0,0,9,0,47,3,0,0,47,0,0,0,0,7,7,0,0,16,0,0,0,0,0,17,0,0,0,20,20,0,25,0,16,8,0,8,8,0,0,0,0,41,16,0,0,13,13,0,0,6,4,0,8,0,0,0,0,0,16,0,16,18,18,0,18,0,0,0,18
2015-11-01,18,0,0,0,0,0,0,0,44,0,19,0,0,0,79,0,5,0,0,10,11,0,7,0,13,0,0,0,18,0,0,0,10,3,0,0,19,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,20,0,21,0,17,0,17,20,0,0,0,13,0,0,13,17,17,0,0,0,27,0,0,9,4,0,0,0,0,13,0,0,17,0,17,19,19,19,0,0,0,0,36
2015-12-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,2,0,1,11,10,0,18,0,6,33,0,0,0,0,35,13,17,0,0,3,15,0,0,0,0,7,0,0,0,38,31,0,0,16,0,16,0,0,0,0,0,30,0,0,15,11,0,0,0,0,0,0,17,15,0,15,30,0,24,0,0,4,4,0,0,0,0,0,0,0,30,0,0,0,17,0,0,0,0,0,37
2016-01-01,11,0,0,15,0,0,0,0,33,0,14,0,0,0,57,0,4,0,0,9,6,0,5,0,15,0,0,0,0,0,33,0,18,0,0,3,12,0,0,0,0,11,11,0,0,13,0,0,0,20,0,0,13,0,15,0,23,0,13,0,0,21,6,0,6,0,0,0,10,19,13,13,0,20,31,0,10,3,3,0,0,0,0,0,0,0,13,0,0,14,14,0,0,0,0,0,41
2016-02-01,12,0,0,15,0,0,0,0,0,0,14,0,0,0,37,0,0,0,0,11,7,0,5,0,8,0,0,0,0,0,19,0,19,3,0,0,3,0,0,0,0,0,6,0,0,45,13,0,0,0,0,0,14,0,16,0,0,13,13,0,13,19,6,6,6,10,0,0,0,39,0,0,13,10,0,0,0,8,3,0,0,0,0,10,0,0,19,0,0,0,15,14,0,0,0,0,24
2016-03-01,20,0,0,0,0,32,0,0,32,14,14,0,28,0,37,6,0,0,1,17,15,0,24,7,20,13,0,0,13,0,21,14,18,3,5,0,9,0,0,0,15,11,5,0,0,50,0,0,0,26,0,13,13,0,30,0,0,0,12,12,25,30,12,6,9,38,0,9,9,12,13,0,31,20,49,0,10,28,3,3,5,0,9,38,0,12,12,13,12,14,0,0,0,7,7,0,17
2016-04-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,4,0,0,14,13,0,5,0,18,36,0,0,0,0,38,8,23,3,5,3,7,0,0,16,16,0,0,0,0,26,0,0,13,14,0,21,14,0,16,0,16,0,26,0,13,25,0,0,6,15,0,10,0,33,13,0,26,10,21,0,11,5,0,0,3,0,0,15,0,0,0,13,13,15,30,15,0,0,7,0,14
2016-05-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,4,0,1,6,4,0,13,0,8,15,0,0,0,0,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,28,0,0,0,0,27,0,0,0,29,7,7,7,15,0,0,0,20,0,0,14,11,0,0,11,14,0,0,0,10,0,15,0,0,0,0,20,0,0,0,0,0,0,0,22
2016-06-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,2,0,0,3,3,0,6,0,12,32,0,0,0,0,17,0,25,3,3,0,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,16,0,0,0,0,0,0,15,0,0,14,7,0,0,11,0,0,0,15,0,0,15,0,24,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,16
2016-07-01,4,0,0,0,0,0,0,0,0,16,16,0,0,0,26,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,17,0,0,0,14,0,0,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23
2016-08-01,6,0,0,0,0,0,0,36,0,0,0,0,0,0,29,2,2,0,1,1,4,0,5,0,0,15,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,14,0,0,0,0,0,14,14,0,0,7,7,0,7,0,0,0,10,21,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,15,0,0,0,26
2016-09-01,13,0,0,0,0,0,0,0,34,0,0,0,0,0,54,4,0,0,0,10,4,0,13,0,0,14,0,0,14,0,26,15,19,0,0,3,30,0,0,0,0,0,0,0,0,19,13,0,0,0,0,13,13,16,0,0,31,0,13,13,13,18,6,6,6,0,0,0,0,39,0,0,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,13,0,0,0,22,0,0,0,17
2016-10-01,20,0,0,0,0,33,0,0,0,0,14,0,0,0,57,2,0,0,0,13,7,0,15,0,7,20,0,0,0,0,22,7,7,5,0,3,68,0,0,15,15,5,0,0,0,25,0,0,13,0,0,13,0,0,0,0,0,0,0,0,13,12,18,0,6,0,0,0,9,31,0,0,0,0,10,10,0,5,0,3,6,0,0,0,0,0,13,0,13,0,21,0,64,0,0,0,17
2016-11-01,13,0,0,0,0,0,33,0,0,0,14,0,0,0,45,2,2,0,0,12,8,0,10,0,10,41,0,0,13,0,18,7,14,5,0,0,29,0,0,0,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,0,0,13,0,0,18,0,0,0,0,0,9,9,25,0,0,0,0,10,0,0,3,3,0,0,0,9,0,0,0,25,0,0,0,14,0,14,0,7,0,27
2016-12-01,19,0,14,14,0,0,0,0,63,0,20,0,13,0,51,11,0,0,1,19,15,0,29,5,12,39,0,0,13,0,31,7,14,2,5,0,12,0,0,15,15,5,0,0,0,24,0,0,12,13,0,0,13,0,0,0,29,12,12,0,12,58,6,6,6,9,0,0,9,30,24,12,0,10,19,0,10,9,3,0,3,0,9,9,0,0,24,0,18,27,14,13,0,0,0,0,32
2017-01-01,18,0,13,13,0,29,0,0,0,12,0,0,12,0,44,5,3,0,1,17,17,0,22,9,13,30,0,0,12,0,35,13,19,2,2,2,9,0,0,0,0,5,5,0,0,11,11,0,0,0,0,29,12,14,14,0,27,11,11,0,33,32,16,0,5,13,0,0,8,28,0,0,22,9,9,0,18,21,3,0,0,17,0,13,0,0,11,11,17,0,38,0,0,0,0,0,39
2017-02-01,35,0,14,14,0,31,0,0,31,13,27,0,0,0,41,18,0,0,0,31,28,0,33,0,16,58,0,0,13,0,34,7,14,0,2,0,12,0,0,14,14,5,10,0,0,48,0,0,12,0,0,31,13,14,0,14,29,0,24,0,36,49,14,0,6,23,0,9,18,30,12,0,24,10,33,0,19,35,6,0,8,9,9,23,0,0,18,36,48,13,13,27,0,6,6,0,29
2017-03-01,27,0,13,19,0,0,28,0,0,12,24,0,0,0,50,15,5,0,0,27,19,0,23,4,15,29,0,0,12,0,34,12,16,2,4,0,6,0,0,26,26,5,5,0,5,27,0,0,22,11,0,23,17,13,33,13,20,0,38,0,32,31,13,5,10,16,0,8,0,54,0,11,16,13,35,9,9,33,0,0,3,8,0,16,0,11,11,27,16,0,12,24,0,0,6,0,46
2017-04-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,2,0,1,10,7,0,5,5,14,13,0,0,0,0,28,7,35,0,0,0,2,0,14,0,0,5,5,0,0,18,0,0,0,0,0,0,13,0,0,14,0,0,24,0,0,12,0,6,9,14,0,0,9,24,0,0,24,0,19,0,0,14,0,0,3,0,9,14,0,0,12,0,12,0,0,0,0,6,6,0,29
2017-05-01,5,0,0,15,0,0,0,0,0,0,14,0,0,0,31,2,2,0,0,5,2,0,5,0,5,0,0,0,0,0,11,0,7,0,0,0,3,0,0,15,0,5,0,0,0,37,0,0,12,0,0,0,0,0,15,0,0,0,12,0,12,9,0,6,0,9,0,0,0,31,0,0,0,0,0,0,0,6,0,0,0,0,9,9,0,0,12,0,0,0,0,0,0,0,0,0,20
2017-06-01,4,0,0,16,0,0,0,0,0,15,15,0,0,0,22,0,2,0,0,2,4,0,0,0,0,29,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,6,0,0,20,13,0,0,14,0,14,0,16,16,0,16,0,0,0,0,6,0,0,13,0,0,0,0,13,27,13,0,0,22,0,0,7,0,0,0,0,0,0,0,0,14,0,0,30,30,15,0,0,0,0,18
2017-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,1,2,0,0,0,10,14,0,0,0,0,11,0,30,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,6,6,9,0,0,0,0,10,13,13,0,0,0,10,0,0,0,3,0,0,0,10,0,0,0,13,0,0,15,0,0,0,0,7,0,35
2017-08-01,4,0,0,0,0,0,0,0,0,0,13,0,0,0,25,0,0,0,0,2,1,0,5,0,0,13,0,0,0,0,14,7,20,0,0,2,6,0,0,0,0,0,5,0,0,12,0,0,0,12,0,0,0,0,0,0,0,12,12,0,0,6,0,0,6,0,0,0,0,30,12,0,0,0,19,0,0,0,0,0,6,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,29
2017-09-01,16,0,0,0,0,0,0,0,31,0,13,0,13,0,37,5,4,0,0,8,4,0,9,0,7,38,0,0,13,0,20,0,17,0,2,2,19,0,0,0,0,0,0,0,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,6,6,6,0,0,0,0,12,23,0,0,19,0,0,9,0,0,0,6,0,9,0,0,0,12,0,0,26,13,0,13,6,6,0,22
2017-10-01,20,0,0,13,0,0,0,0,0,0,12,0,0,0,36,0,3,0,0,11,6,0,4,4,13,18,0,0,0,0,26,0,26,0,0,0,73,0,0,13,27,5,0,0,0,39,11,0,11,0,0,12,23,0,40,0,13,0,11,0,0,16,0,11,0,13,0,0,8,17,0,0,11,18,13,0,9,3,3,0,4,0,8,13,0,0,22,0,0,0,12,0,19,0,0,0,30
2017-11-01,17,0,0,0,0,0,0,0,0,12,12,0,0,0,41,0,3,0,1,13,9,0,22,0,4,12,0,0,0,0,22,6,19,0,0,2,38,0,0,27,20,5,5,0,0,33,11,0,22,12,0,12,0,0,0,0,20,0,0,0,0,24,5,0,5,0,0,0,8,17,11,22,11,9,22,0,9,6,0,0,3,8,8,0,0,11,0,0,11,12,25,0,37,6,0,0,33
2017-12-01,37,0,26,13,0,0,0,0,44,12,18,0,24,0,73,30,3,0,0,27,23,0,65,4,24,36,0,0,0,0,38,0,16,5,2,0,24,0,13,27,13,0,5,0,0,39,11,0,22,11,0,23,17,0,0,0,13,0,11,11,33,56,21,5,13,54,0,8,25,50,17,11,22,0,22,0,18,37,4,4,4,17,0,54,0,0,11,11,22,19,25,25,0,0,6,0,33
2018-01-01,100,0,24,0,0,27,0,27,0,0,34,0,28,0,87,43,6,0,0,100,80,0,92,6,100,72,0,0,28,0,70,9,21,6,12,0,59,0,12,43,74,9,9,0,100,41,10,0,36,27,0,48,21,25,0,12,49,0,15,10,41,96,20,5,17,100,0,15,42,56,10,31,51,0,73,8,20,100,5,8,10,15,23,100,0,20,46,26,20,11,69,23,17,14,14,0,36
2018-02-01,81,0,13,13,0,29,29,0,73,0,0,0,25,0,60,27,7,0,1,76,64,0,76,20,59,72,0,0,24,0,64,6,26,2,11,2,28,0,13,60,33,9,5,0,83,44,22,0,50,47,0,52,29,27,13,13,60,0,22,11,66,56,32,5,24,84,0,0,63,33,28,11,66,9,80,27,40,88,7,3,14,8,21,84,0,11,22,61,11,31,31,25,12,15,6,0,33
2018-03-01,18,0,0,0,0,0,53,27,0,0,0,0,0,0,44,3,2,0,0,21,12,0,20,4,24,27,0,0,0,0,12,6,20,2,2,2,2,0,0,12,25,4,9,0,17,20,20,0,10,21,0,11,21,0,12,0,12,10,10,10,10,34,0,0,5,15,0,8,15,25,0,10,10,0,28,0,0,12,9,3,10,8,15,15,0,0,10,10,20,0,11,0,0,0,0,0,33
2018-04-01,17,0,13,0,0,29,0,29,0,12,12,0,18,0,31,3,0,0,0,15,11,0,17,4,13,18,0,0,0,0,25,0,9,0,2,0,4,0,13,0,0,5,5,0,16,16,11,0,0,23,0,11,17,0,13,0,13,0,0,0,11,39,8,0,5,25,0,0,16,33,11,0,11,0,22,0,9,14,3,0,3,0,25,25,0,0,22,0,0,12,12,0,0,6,6,0,35
2018-05-01,9,0,0,13,0,0,0,0,0,0,0,0,0,0,40,2,2,0,0,5,2,0,4,0,0,30,0,0,0,0,19,0,13,2,2,0,2,0,0,0,0,0,0,0,7,22,11,0,0,0,0,12,0,0,0,0,27,0,11,0,11,16,11,0,5,25,0,0,0,22,0,11,11,0,9,0,9,3,0,0,0,0,13,25,0,0,0,0,11,0,12,0,0,0,0,0,39
2018-06-01,5,0,0,28,0,0,0,0,0,13,0,0,0,0,25,0,2,0,0,2,3,0,5,0,0,26,0,0,0,0,20,0,17,0,0,0,0,0,0,14,0,0,5,0,5,12,0,0,12,13,0,13,0,0,0,0,14,0,0,0,0,6,6,0,0,9,0,0,9,18,0,0,0,0,10,0,0,4,0,0,0,9,14,9,0,0,0,0,0,0,0,0,0,0,0,0,16
2018-07-01,4,0,0,0,0,0,0,0,0,13,0,0,0,0,27,2,0,0,0,4,1,0,7,0,0,25,0,0,0,0,20,13,13,2,0,2,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,0,0,0,0,0,11,0,11,0,9,9,0,0,3,0,0,0,9,30,0,0,0,0,0,0,0,13,0,0,0,0,0,12
2018-08-01,5,0,0,0,0,0,0,0,29,0,0,0,0,0,40,2,0,0,0,5,4,0,7,0,4,30,0,0,0,0,13,6,19,0,0,2,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,39,0,0,0,0,9,0,0,3,3,0,3,8,8,0,0,0,22,0,11,0,0,0,0,0,6,0,24
2018-09-01,13,0,0,0,0,29,29,0,0,0,12,0,0,0,46,5,2,0,0,10,5,0,11,0,13,24,0,0,12,0,9,0,25,3,0,0,21,0,0,26,0,5,0,0,0,60,0,0,22,0,0,11,0,0,0,0,0,0,22,0,0,18,5,5,0,0,0,0,8,55,11,0,0,0,9,9,0,3,3,3,8,0,8,0,0,0,11,11,11,12,12,0,12,6,0,0,35
2018-10-01,32,0,0,0,0,28,0,0,28,12,0,0,0,0,52,8,2,0,0,20,11,0,15,4,4,0,0,0,17,0,6,0,19,0,0,0,95,0,0,13,13,9,0,0,5,32,11,0,11,11,0,11,0,13,13,0,26,0,0,22,11,13,5,0,5,16,0,0,8,48,0,0,11,0,9,0,0,3,0,0,5,0,12,16,0,0,16,0,0,0,12,12,24,0,17,0,35
2018-11-01,16,0,13,13,0,29,0,0,29,0,12,0,12,0,28,5,0,0,1,12,10,0,13,4,13,24,0,0,24,0,25,0,13,2,0,0,37,0,0,13,0,7,5,0,5,38,0,0,11,0,0,0,0,13,0,13,13,0,0,0,22,29,5,0,0,17,0,0,17,11,11,11,0,0,18,0,0,6,0,0,3,0,17,17,0,0,16,11,11,12,18,18,18,6,0,0,21
2018-12-01,22,0,13,0,0,29,0,0,0,0,12,0,0,0,68,8,2,0,0,21,21,0,20,0,28,24,0,0,12,0,25,13,25,2,0,2,18,0,0,0,13,0,5,0,0,44,22,0,0,0,0,12,12,0,27,0,13,0,0,0,28,80,19,0,13,17,0,8,0,17,33,11,22,9,27,9,9,8,4,3,3,0,8,17,0,11,45,22,11,37,12,12,12,6,0,0,27
2019-01-01,31,0,0,0,0,0,0,0,54,0,11,0,11,0,64,6,0,0,0,21,22,0,28,8,12,44,0,0,11,0,18,6,21,3,2,0,17,0,0,12,0,7,0,0,4,20,21,0,10,0,0,21,0,0,12,25,25,10,31,0,15,49,10,10,5,27,0,0,19,26,21,0,26,25,45,8,8,26,3,0,3,16,23,27,0,10,31,10,10,23,29,11,11,5,11,0,30
2019-02-01,50,0,0,13,0,0,29,0,29,12,37,0,37,0,75,17,5,0,1,49,42,0,50,9,42,72,0,0,0,0,38,13,13,3,5,5,17,0,0,41,13,0,0,0,0,28,17,0,34,23,0,93,47,27,20,13,40,0,22,22,11,43,16,16,13,50,0,8,42,39,11,22,33,18,40,0,22,90,4,0,4,0,8,50,0,22,34,39,22,13,50,19,12,6,0,0,33
2019-03-01,35,0,25,13,0,0,0,0,28,12,12,0,12,0,51,19,8,0,0,26,22,0,50,0,37,40,0,0,11,0,64,6,27,4,4,2,12,0,13,0,0,9,0,0,0,32,11,0,0,11,0,100,28,0,0,13,38,11,16,11,26,46,18,5,15,24,0,8,0,48,0,11,32,0,25,0,25,52,4,5,0,8,8,24,0,0,16,21,11,0,30,24,0,6,6,0,37
2019-04-01,14,0,0,0,0,0,0,0,0,0,13,0,25,0,38,5,2,0,0,16,7,0,18,4,13,62,0,0,12,0,16,13,26,2,2,2,2,0,0,14,14,5,5,0,0,45,11,0,11,0,0,18,12,28,14,0,27,0,11,0,17,22,5,0,0,17,0,0,13,45,0,11,23,0,14,9,18,9,6,3,4,9,0,17,0,0,0,11,11,0,26,0,0,0,6,0,24
2019-05-01,5,0,0,13,0,0,0,0,0,37,0,0,12,0,39,2,5,0,0,6,5,0,7,4,7,24,0,0,0,0,19,0,16,0,0,0,2,0,0,0,0,0,10,0,0,22,11,0,0,0,0,0,0,14,0,0,14,0,28,11,11,32,5,0,0,9,0,0,0,34,0,11,0,0,9,0,9,3,3,0,3,0,9,9,0,0,11,0,11,0,25,0,0,0,6,0,24
2019-06-01,5,0,0,0,0,0,0,0,0,13,0,0,0,0,14,5,0,0,0,4,4,0,9,0,5,13,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,14,0,14,0,0,0,12,20,0,6,0,9,0,0,0,18,12,0,0,9,0,10,0,6,3,0,3,0,9,9,0,0,0,0,0,13,0,0,13,0,0,0,45
2019-07-01,4,0,0,20,0,0,0,0,0,0,0,0,0,0,36,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,3,0,0,0,0,0,5,0,0,34,11,0,0,0,0,0,0,0,14,0,0,0,11,11,0,5,0,5,0,9,0,0,9,0,0,0,11,9,0,0,0,6,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,6,0,21
2019-08-01,7,0,13,0,0,0,0,0,0,24,0,0,0,0,16,2,0,0,0,6,7,0,4,0,0,36,0,0,0,0,6,0,16,0,2,0,9,0,0,0,0,14,5,0,0,11,0,0,0,0,0,0,0,0,27,0,27,11,0,0,0,8,5,5,0,8,0,0,8,50,0,0,11,0,0,0,0,3,0,0,0,0,8,8,0,0,0,11,0,0,12,0,0,0,0,0,15
2019-09-01,13,0,0,0,0,0,0,0,0,0,11,0,0,0,40,2,5,0,0,9,2,0,6,4,8,17,0,0,11,0,15,0,21,2,2,0,36,0,0,0,0,0,0,0,0,21,0,0,0,11,0,11,0,0,12,0,0,10,10,0,20,7,5,5,0,12,0,0,8,36,0,0,10,8,16,0,0,3,3,0,4,0,8,12,0,0,0,10,21,0,23,0,12,6,0,0,39
2019-10-01,26,0,12,0,0,26,0,0,0,11,0,0,11,0,51,4,0,0,0,28,11,0,21,4,4,21,0,0,11,0,28,0,23,2,2,0,100,0,0,12,23,8,8,0,0,25,10,0,10,10,0,20,0,12,0,0,30,0,10,19,19,19,5,0,5,15,0,0,7,20,0,0,39,8,16,0,8,6,0,2,5,0,0,15,0,10,0,0,20,0,11,0,22,5,5,0,29
2019-11-01,19,0,0,12,0,26,0,0,0,0,22,0,11,0,52,1,3,0,0,16,12,0,14,8,22,43,0,0,11,0,20,6,14,0,2,0,49,0,0,0,12,4,0,0,0,35,0,0,0,0,0,31,10,12,0,12,24,0,10,0,10,31,12,7,5,8,0,8,8,25,10,0,30,0,28,8,0,4,5,2,4,0,15,8,0,0,10,0,10,11,11,0,28,0,5,0,29
2019-12-01,30,0,12,11,0,25,25,0,76,11,22,0,11,0,62,17,7,0,1,33,20,0,32,8,34,37,0,0,0,0,47,14,11,5,4,0,26,0,12,17,29,4,8,0,0,24,24,0,15,10,0,25,20,12,12,12,23,0,19,0,10,82,14,5,0,44,0,7,7,19,19,0,29,16,27,0,12,34,2,0,6,15,7,44,0,10,39,10,19,22,16,22,11,10,10,0,10
