date,wyoming_flu,flu,bird flu,influenza a and b,pneumonia,flu how long,fever cough,flu and cold,the flu,flu symptoms,how long flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,how long contagious,i have the flu,low body,is the flu contagious,flu vs cold,flu symptoms 2018,human temperature,high fever,spanish flu,cold vs flu,influenza symptoms,the flu virus,thermoscan,normal body temperature,how long does the flu last,cdc flu map,fever flu,stomach flu,how long does flu last,swine flu,flu cough,contagious flu,signs of flu,normal body,is flu contagious,ear thermometer,flu fever,symptoms of the flu,keto flu,flu contagious,bronchitis,oscillococcinum,flu medicine,body temperature,target
2016-32,0.09407339999999999,13.0,0.0,0.0,77.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,34.0,0.25399099999999997
2016-33,0.25399099999999997,13.0,0.0,0.0,77.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,34.0,0.17313
2016-34,0.17313,13.0,0.0,0.0,77.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,34.0,0.23809499999999997
2016-35,0.23809499999999997,13.0,0.0,0.0,77.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,34.0,0.214961
2016-36,0.214961,22.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,39.0,37.0,0.0,0.0,0.0,55.0,27.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,17.0,0.312207
2016-37,0.312207,22.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,39.0,37.0,0.0,0.0,0.0,55.0,27.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,17.0,0.169837
2016-38,0.169837,22.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,39.0,37.0,0.0,0.0,0.0,55.0,27.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,17.0,0.526805
2016-39,0.526805,22.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,39.0,37.0,0.0,0.0,0.0,55.0,27.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,17.0,0.43525600000000003
2016-40,0.43525600000000003,23.0,0.0,0.0,39.0,22.0,26.0,0.0,20.0,15.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.645578
2016-41,0.645578,23.0,0.0,0.0,39.0,22.0,26.0,0.0,20.0,15.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6406149999999999
2016-42,0.6406149999999999,23.0,0.0,0.0,39.0,22.0,26.0,0.0,20.0,15.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.517598
2016-43,0.517598,23.0,0.0,0.0,39.0,22.0,26.0,0.0,20.0,15.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.707395
2016-44,0.707395,23.0,0.0,0.0,39.0,22.0,26.0,0.0,20.0,15.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.8407290000000001
2016-45,0.8407290000000001,16.0,0.0,0.0,23.0,21.0,0.0,55.0,11.0,21.0,21.0,0.0,0.0,0.0,55.0,0.0,36.0,18.0,0.0,0.0,0.0,26.0,0.0,42.0,0.0,28.0,0.0,0.0,0.0,52.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,48.0,0.520587
2016-46,0.520587,16.0,0.0,0.0,23.0,21.0,0.0,55.0,11.0,21.0,21.0,0.0,0.0,0.0,55.0,0.0,36.0,18.0,0.0,0.0,0.0,26.0,0.0,42.0,0.0,28.0,0.0,0.0,0.0,52.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,48.0,0.6540020000000001
2016-47,0.6540020000000001,16.0,0.0,0.0,23.0,21.0,0.0,55.0,11.0,21.0,21.0,0.0,0.0,0.0,55.0,0.0,36.0,18.0,0.0,0.0,0.0,26.0,0.0,42.0,0.0,28.0,0.0,0.0,0.0,52.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,48.0,0.36956500000000003
2016-48,0.36956500000000003,16.0,0.0,0.0,23.0,21.0,0.0,55.0,11.0,21.0,21.0,0.0,0.0,0.0,55.0,0.0,36.0,18.0,0.0,0.0,0.0,26.0,0.0,42.0,0.0,28.0,0.0,0.0,0.0,52.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,48.0,0.7626310000000001
2016-49,0.7626310000000001,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.34497
2016-50,1.34497,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.6936099999999998
2016-51,1.6936099999999998,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.28665
2016-52,1.28665,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.7214
2017-01,1.7214,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,3.4639900000000003
2017-02,3.4639900000000003,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,2.57927
2017-03,2.57927,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,3.04047
2017-04,3.04047,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,4.33029
2017-05,4.33029,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,3.7685699999999995
2017-06,3.7685699999999995,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,3.00981
2017-07,3.00981,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,2.07824
2017-08,2.07824,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.83625
2017-09,1.83625,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,2.53111
2017-10,2.53111,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.56028
2017-11,1.56028,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.80465
2017-12,1.80465,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.5368899999999999
2017-13,1.5368899999999999,12.0,31.0,0.0,45.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,47.0,1.07162
2017-14,1.07162,11.0,31.0,0.0,26.0,41.0,0.0,0.0,22.0,12.0,41.0,0.0,20.0,0.0,36.0,14.0,35.0,17.0,0.0,56.0,0.0,0.0,25.0,0.0,50.0,14.0,0.0,0.0,0.0,50.0,0.0,0.0,13.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,0.0,15.0,1.0547
2017-15,1.0547,11.0,31.0,0.0,26.0,41.0,0.0,0.0,22.0,12.0,41.0,0.0,20.0,0.0,36.0,14.0,35.0,17.0,0.0,56.0,0.0,0.0,25.0,0.0,50.0,14.0,0.0,0.0,0.0,50.0,0.0,0.0,13.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,0.0,15.0,1.12705
2017-16,1.12705,11.0,31.0,0.0,26.0,41.0,0.0,0.0,22.0,12.0,41.0,0.0,20.0,0.0,36.0,14.0,35.0,17.0,0.0,56.0,0.0,0.0,25.0,0.0,50.0,14.0,0.0,0.0,0.0,50.0,0.0,0.0,13.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,0.0,15.0,0.809512
2017-17,0.809512,11.0,31.0,0.0,26.0,41.0,0.0,0.0,22.0,12.0,41.0,0.0,20.0,0.0,36.0,14.0,35.0,17.0,0.0,56.0,0.0,0.0,25.0,0.0,50.0,14.0,0.0,0.0,0.0,50.0,0.0,0.0,13.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,0.0,15.0,1.20672
2017-18,1.20672,11.0,31.0,0.0,26.0,41.0,0.0,0.0,22.0,12.0,41.0,0.0,20.0,0.0,36.0,14.0,35.0,17.0,0.0,56.0,0.0,0.0,25.0,0.0,50.0,14.0,0.0,0.0,0.0,50.0,0.0,0.0,13.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,0.0,15.0,0.798258
2017-19,0.798258,4.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.39703499999999997
2017-20,0.39703499999999997,4.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.735086
2017-21,0.735086,4.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.705408
2017-22,0.705408,4.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.655431
2017-23,0.655431,8.0,0.0,0.0,22.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,18.0,28.0,0.0,17.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,20.0,0.0,0.0,15.0,0.627746
2017-24,0.627746,8.0,0.0,0.0,22.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,18.0,28.0,0.0,17.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,20.0,0.0,0.0,15.0,0.942507
2017-25,0.942507,8.0,0.0,0.0,22.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,18.0,28.0,0.0,17.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,20.0,0.0,0.0,15.0,0.35143800000000003
2017-26,0.35143800000000003,8.0,0.0,0.0,22.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,18.0,28.0,0.0,17.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,20.0,0.0,0.0,15.0,0.140515
2017-27,0.140515,5.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.398406
2017-28,0.398406,5.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.217108
2017-29,0.217108,5.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0848536
2017-30,0.0848536,5.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.041476599999999995
2017-31,0.041476599999999995,5.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.23817600000000005
2017-32,0.23817600000000005,19.0,29.0,0.0,28.0,19.0,0.0,0.0,8.0,11.0,19.0,0.0,18.0,33.0,16.0,0.0,0.0,0.0,0.0,51.0,0.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,17.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,33.0,7.0,0.0,41.0,29.0,0.0738007
2017-33,0.0738007,19.0,29.0,0.0,28.0,19.0,0.0,0.0,8.0,11.0,19.0,0.0,18.0,33.0,16.0,0.0,0.0,0.0,0.0,51.0,0.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,17.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,33.0,7.0,0.0,41.0,29.0,0.267176
2017-34,0.267176,19.0,29.0,0.0,28.0,19.0,0.0,0.0,8.0,11.0,19.0,0.0,18.0,33.0,16.0,0.0,0.0,0.0,0.0,51.0,0.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,17.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,33.0,7.0,0.0,41.0,29.0,0.419687
2017-35,0.419687,19.0,29.0,0.0,28.0,19.0,0.0,0.0,8.0,11.0,19.0,0.0,18.0,33.0,16.0,0.0,0.0,0.0,0.0,51.0,0.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,17.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,33.0,7.0,0.0,41.0,29.0,0.778547
2017-36,0.778547,30.0,0.0,0.0,31.0,19.0,0.0,0.0,15.0,13.0,19.0,0.0,55.0,0.0,0.0,13.0,0.0,32.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,40.0,0.0,23.0,0.0,0.0,33.0,0.0,0.0,28.0,0.4119850000000001
2017-37,0.4119850000000001,30.0,0.0,0.0,31.0,19.0,0.0,0.0,15.0,13.0,19.0,0.0,55.0,0.0,0.0,13.0,0.0,32.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,40.0,0.0,23.0,0.0,0.0,33.0,0.0,0.0,28.0,0.327988
2017-38,0.327988,30.0,0.0,0.0,31.0,19.0,0.0,0.0,15.0,13.0,19.0,0.0,55.0,0.0,0.0,13.0,0.0,32.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,40.0,0.0,23.0,0.0,0.0,33.0,0.0,0.0,28.0,0.8626889999999999
2017-39,0.8626889999999999,30.0,0.0,0.0,31.0,19.0,0.0,0.0,15.0,13.0,19.0,0.0,55.0,0.0,0.0,13.0,0.0,32.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,40.0,0.0,23.0,0.0,0.0,33.0,0.0,0.0,28.0,1.1575600000000001
2017-40,1.1575600000000001,20.0,0.0,0.0,36.0,40.0,0.0,0.0,16.0,19.0,40.0,0.0,0.0,34.0,17.0,27.0,0.0,34.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,0.0,0.0,31.0,0.0,42.0,30.0,1.90188
2017-41,1.90188,20.0,0.0,0.0,36.0,40.0,0.0,0.0,16.0,19.0,40.0,0.0,0.0,34.0,17.0,27.0,0.0,34.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,0.0,0.0,31.0,0.0,42.0,30.0,1.06975
2017-42,1.06975,20.0,0.0,0.0,36.0,40.0,0.0,0.0,16.0,19.0,40.0,0.0,0.0,34.0,17.0,27.0,0.0,34.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,0.0,0.0,31.0,0.0,42.0,30.0,2.00795
